id,text,dataset,league,season,season_type,source_endpoint,source_params_json,run_id,fetched_at_utc,row_content_hash,source_response_keys,team_id_clean,team_name_clean,dataset_clean,_cleaned_at_utc,_clean_run_id,_row_content_hash
1611661325,IND,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,957eb3416b8f54d85d0a3b8bf701f3f54663133f61bec0623aa16153b351e46c,"[""teams""]",1611661325,IND,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,70b5998a96cb73c42451f375382ec3c2aac8a5b699fc33cfbead1fc03d985421
1611661320,LAS,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,741b31a98d142a218eb1a60a81e00a049baa415cdb976710be7018a8c673f280,"[""teams""]",1611661320,LAS,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,79c0afb870e382079f636dfa188cc706c451115cd1f9a87d43113176e9c46073
1611661319,LVA,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,e47b3ba7271f0bfdabaef06252dcb888d49a04fb613760ac25608a6556e1126d,"[""teams""]",1611661319,LVA,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,24fbfc81d001d03c4288742268e9d895504a17589a3633c09dfa4b8c9b84a74c
1611661324,MIN,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,42581375959d4224bad25aed67b57077a47ca02019b4f3d3e51a8bc24898fd6f,"[""teams""]",1611661324,MIN,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,5b7b588e4fe121b380a11c88e913207528fdedb59ac46fe6402f8f7b3a6099aa
1611661313,NYL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,542e6b98a169480e56213dfb647ffc2c81e44ef60fbd30f059aac10a4c83a45a,"[""teams""]",1611661313,NYL,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,049381472a5b600c050b4a1efd3f21b4199cd68ccbee5fcd4b0603d96fa6013c
1611661327,PDX,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,209a3cf28011018fc0cda0ae143157c11e79ed0dc90c17890354491a2c9124e4,"[""teams""]",1611661327,PDX,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,c141cb6b350c0d5b1a787b9af13fc9aaf1d0737f7b5118101c9130c7f514d7e2
1611661317,PHX,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,63c2511633de15a552c38ef7367a165f3d912af507d165b875f449cc8b747469,"[""teams""]",1611661317,PHX,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,9b395c200f302cb7d80678dab3520b7bd26bc4f620d96d55ee3aefb74ee57a9c
1611661328,SEA,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,dc3849ac3844344ddca44cd50d82973552dcfdc338d15cf6442d13b6a608876a,"[""teams""]",1611661328,SEA,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,66be821a53a3463e69bd3751ee38aee52ef7bec7bc4769f970701990362b94b7
1611661332,TOR,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,ec892941efb5d8d79dbbd939f9901ca3a7228c58fa2b8884b30a6cf880256d22,"[""teams""]",1611661332,TOR,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,4a64645ff74eb0857f957fbaeb7823c338502a5b55ae736a70e7c46294afa829
1611661322,WAS,teams_directory,wnba,,,/get-teams/wnba,{},20260603T195605Z,2026-06-03T19:56:05+00:00,58adb1fb5e666339a8e27bde9698f2a39e94238a25e16e1e60b01bb1754eeed8,"[""teams""]",1611661322,WAS,teams_directory,2026-06-03T19:56:08+00:00,20260603T195605Z,863ef850ac205c5bfc921e5b9df0af56cd424275e9c12bb500f2cd7683a07465
1611661330,ATL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,a56497d8cb14b4da9e6ee56ca9e2912b4ab1edb562c697d7d37dbca857af4aed,"[""teams""]",1611661330,ATL,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,dd5ef56f9e1dad641af6bc5b69efb195c0bf1065f62af1ac076849615e6d811e
1611661329,CHI,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,2faeaf83fe837ab4bda46764d5ae4b6203557ee3eadeca8341d640aaf666e7ed,"[""teams""]",1611661329,CHI,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,89f4f827ce8865678af58c2717fb610b1b97af481246b22bb2b2d764dd6fb94d
1611661323,CON,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,5a9380ea07f8374f7bd62477ce5299a05bcd8dc7c5cb43251a255980313b5c31,"[""teams""]",1611661323,CON,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,9faa09a6993f2eb5e86fd43b58feb71d3967b49d53815e21747ff0f64d82ec01
1611661321,DAL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,03b99f1a7b071003a5c93c6c16de82c7b6cf291044d5415737bffc06ce1f7330,"[""teams""]",1611661321,DAL,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,b1a1350a70c9d6d79ffff91b2e929710728d1c3e7a7e7466928a0fc5ac6fc5da
1611661331,GSV,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,9b6b08c85764388b3e7ebc62dc1616075f6846259f7858274e10ac93bdb21e85,"[""teams""]",1611661331,GSV,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,924079475ef41f3f89f6c681c460fa7b7d0394638e04970a8cd5cec0eeac2687
1611661325,IND,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,805d61009df68382dacf7eee424ca7594b645544e94c3695a9a92b380dc29164,"[""teams""]",1611661325,IND,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,92040e713256038060fb879ce3b2f2f08f33a4f1d32ca57ba38fa2cd8d7f8027
1611661320,LAS,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,99e87db1e4227a95e13bb6d242098d7b0224aec307691a64b69aa320d4a954b6,"[""teams""]",1611661320,LAS,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,aac52fd756546bb93a05ba0613e3f384103f1ae4ec7410909bc4fa5f6e0bb3e4
1611661319,LVA,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,973dfc6e8f48e03cfb64ac48ae9625f977e068f265e383af9802947e329dbad6,"[""teams""]",1611661319,LVA,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,5857fa2381dc6bf320006b9b2cb2b37ac10f3aa97bc4c446353f425590b52712
1611661324,MIN,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,cc84770731b6a40ccf75fd93c1c79e22abc6f0f39e0ff5195fafd5a2f7e48e03,"[""teams""]",1611661324,MIN,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,19169733c211e98b3a9d727624a87d582ea0af69de8274500693d6aaa1a47fc7
1611661313,NYL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,0bf97154f6c23ee5547485cbc8a9b2598c988aaea92130fe62bc177388300711,"[""teams""]",1611661313,NYL,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,ce81e9325df60766f9c0874ee6090bc8631f8f2a3da11c2556072b175d155f17
1611661327,PDX,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,af8cf21ca17ec6e388d903b5dbe13df057dd8fd5b547981c2a8ecf8f3aed07ac,"[""teams""]",1611661327,PDX,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,d68fc698ee52c86f877f8cf08035c8f756827ee83867bbd28b76ccae1d6d92c8
1611661317,PHX,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,21c24c9ed3dfef842c723953452ac804f12b334a21058e09f4c74030b8a7bb26,"[""teams""]",1611661317,PHX,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,d96695f8676b74583a2b6494a40f2161c75882c8c7dc4bf23988f9635608c6d2
1611661328,SEA,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,53d7bfbe4a74bbfe12770843cf2b622969232ed66640e89bc9fb5b9c4a0b6a33,"[""teams""]",1611661328,SEA,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,6b1aa2acb4f21083fe391593b5d6afbd60708dc148538bc423382a780749d016
1611661332,TOR,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,f6822342f0b759f482a794248c25b9d710ddde92ef5d3ba7ee1b57d6842ee6f0,"[""teams""]",1611661332,TOR,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,70625e8ff8b023aa27dd792ca97cf8ff969409e0603566e05bb90c46e3371c12
1611661322,WAS,teams_directory,wnba,,,/get-teams/wnba,{},20260603T210232Z,2026-06-03T21:02:33+00:00,303c087aa41b1bd76634189827e07314847b521f14fb6076f7a98dd5e8500bf7,"[""teams""]",1611661322,WAS,teams_directory,2026-06-03T21:02:35+00:00,20260603T210232Z,19990581b8485aa59a799286824fff7d04fc6647f5d80c235f4c37a77f909490
