player_id,player_name,team_abbreviation,overall_rank,component,score
1641648,Aliyah Boston,IND,6,efficiency,67.93436228405383
1628269,Nia Coffey,MIN,7,efficiency,56.403274489520925
1629498,Jackie Young,LVA,8,efficiency,58.97318342430648
1627668,Breanna Stewart,NYL,9,efficiency,53.03690689604957
1631009,Rhyne Howard,ATL,10,efficiency,49.98159613945758
1627673,Jonquel Jones,NYL,11,efficiency,75.15594635513175
1628909,Kelsey Mitchell,IND,12,efficiency,74.4331941536149
1628881,Monique Billings,IND,13,efficiency,75.77125273463457
1629491,Jessica Shepard,DAL,14,efficiency,74.06167720348358
1628277,Allisha Gray,ATL,15,efficiency,63.27556705482995
1627675,Courtney Williams,MIN,16,efficiency,34.312578356591324
1629566,Han Xu,NYL,17,efficiency,64.77151050585091
1642815,Makayla Timpson,IND,18,efficiency,82.82363364516955
1642289,Kamilla Cardoso,CHI,19,efficiency,75.28265597250886
1631136,Pauline Astier,NYL,20,efficiency,77.16915733919846
1631019,NaLyssa Smith,LVA,21,efficiency,78.02806170272953
1628886,Jordin Canada,ATL,22,efficiency,49.82061257488338
1642793,Aziaha James,DAL,23,efficiency,26.555551998647537
1642767,Janelle Salaun,GSV,24,efficiency,60.95460715834015
1641652,Maddy Siegrist,DAL,25,efficiency,55.24850233249474
204329,Kiah Stokes,GSV,26,efficiency,43.18555426669947
1628931,Gabby Williams,GSV,27,efficiency,38.10792265691824
203026,Tiffany Hayes,GSV,28,efficiency,52.69485055964809
1642286,Caitlin Clark,IND,29,efficiency,63.94544477251691
203833,Chelsea Gray,LVA,30,efficiency,49.599242127516405
1642784,Paige Bueckers,DAL,31,efficiency,56.33322223226526
1643489,Antonia Delaere,MIN,32,efficiency,64.00947434757937
204324,Dearica Hamby,LAS,33,efficiency,79.19647774045117
1642291,Angel Reese,ATL,34,efficiency,47.49555072652985
1642785,Sonia Citron,WAS,35,efficiency,62.22846250349413
1630442,Natasha Mack,PHX,36,efficiency,67.43392415667803
1643425,Azzi Fudd,DAL,37,efficiency,44.219041091075255
1629482,Sophie Cunningham,IND,38,efficiency,82.98900685269714
1631022,Shakira Austin,WAS,39,efficiency,50.8552271483306
203826,Alyssa Thomas,PHX,40,efficiency,55.85875685646327
1630386,Awak Kuier,DAL,41,efficiency,58.04600107293084
1631135,Olivia Nelson-Ododa,CON,42,efficiency,73.54387613423519
201886,DeWanna Bonner,PHX,43,efficiency,38.01364785606323
204322,Elizabeth Williams,CHI,44,efficiency,45.27161595771213
1630097,Kaila Charles,GSV,45,efficiency,27.377682117875093
1630471,Maya Caldwell,MIN,46,efficiency,30.058847997000488
1631055,Nyara Sabally,TOR,47,efficiency,79.57636388591781
203866,Kayla Thornton,GSV,48,efficiency,43.20495719993505
1629524,Bridget Carleton,PDX,49,efficiency,50.24914048363907
1628899,Myisha Hines-Allen,IND,50,efficiency,50.07145618977318
1642292,Jacy Sheldon,CHI,51,efficiency,55.93483284206157
1643427,Lauren Betts,WAS,52,efficiency,61.10323360600171
203014,Nneka Ogwumike,LAS,53,efficiency,59.20322749648913
1642287,Cameron Brink,LAS,54,efficiency,72.42987974303223
203398,Brittney Griner,CON,55,efficiency,57.30610980551664
203822,Rebekah Gardner,NYL,56,efficiency,55.11807888468756
1642321,Sydney Taylor,CHI,57,efficiency,62.454629545937664
1629546,Marine Johannes,NYL,58,efficiency,55.49768152366223
204333,Natasha Cloud,CHI,59,efficiency,64.64244914458455
1642792,Kiki Iriafen,WAS,60,efficiency,58.180868563461104
1643428,Flau'jae Johnson,SEA,61,efficiency,34.71529775923164
1642822,Kaitlyn Chen,GSV,62,efficiency,59.54176667855093
1629567,Natisha Hiedeman,SEA,63,efficiency,47.71119036739094
1630112,Tyasha Harris,IND,64,efficiency,37.7242850196425
1627700,Julie Allemand,TOR,65,efficiency,74.05914133729699
1629481,Arike Ogunbowale,DAL,66,efficiency,37.70164425396156
1631083,Emily Engstler,PDX,67,efficiency,50.98448623183676
1631044,Naz Hillmon,ATL,68,efficiency,62.76508275460348
1629484,Megan DiLeo,PDX,69,efficiency,68.05796065306505
1631086,Lexie Hull,IND,70,efficiency,52.01522377554487
1628508,Cecilia Zandalasini,GSV,71,efficiency,36.51358571478787
1643493,Noemie Brochant,PHX,72,efficiency,55.49094222911843
1631141,Jade Melbourne,SEA,73,efficiency,62.70616257329323
1643420,Laura Juskaite,TOR,74,efficiency,63.133673624815664
1642798,Dominique Malonga,SEA,75,efficiency,53.46791836352103
1629488,Brianna Turner,LVA,76,efficiency,67.15036431107293
1643436,Serah Williams,PDX,77,efficiency,74.39127390032958
1628279,Brittney Sykes,TOR,78,efficiency,44.24438929144718
1642782,Sarah Ashlee Barker,PDX,79,efficiency,64.39929158946084
203400,Skylar Diggins,CHI,80,efficiency,38.81554858401584
1642304,Carla Leite,PDX,81,efficiency,55.03179980382606
204319,Jewell Loyd,LVA,82,efficiency,32.64500467838019
203855,Stephanie Talbot,LVA,83,efficiency,36.76771737729504
1643430,Cotie McMahon,WAS,84,efficiency,40.42843689375641
1628922,Azura Stevens,CHI,85,efficiency,39.92539385433248
203828,Stefanie Dolson,SEA,86,efficiency,71.29147040903607
1643505,Jovana Nogic,PHX,87,efficiency,65.97349643221203
1628878,Ariel Atkins,LAS,88,efficiency,26.294908056020045
1629477,Sabrina Ionescu,NYL,89,efficiency,49.27092277910848
1630446,Michaela Onyenwere,WAS,90,efficiency,61.09261728171883
1629497,Marina Mabrey,TOR,91,efficiency,60.49663328194647
204365,Erica Wheeler,LAS,92,efficiency,26.111524340130792
1629568,Kennedy Burke,CON,93,efficiency,42.779252848455634
1643443,Awa Fam,SEA,94,efficiency,44.93968948611466
1642303,Leila Lacan,CON,95,efficiency,33.340920008904824
1642302,Isobel Borlase,ATL,96,efficiency,38.94398120948263
204330,Isabelle Harrison,TOR,97,efficiency,63.59863787161319
1641651,Jordan Horston,SEA,98,efficiency,21.49827950266894
1630996,Rae Burrell,LAS,99,efficiency,60.364704425128345
1643433,Raven Johnson,IND,100,efficiency,23.003371530340846
1627674,Kahleah Copper,PHX,101,efficiency,52.80034426685012
204468,Valeriane Ayayi,PHX,102,efficiency,52.53142319003598
1643506,Teja Oblak,PDX,103,efficiency,42.15734421998262
1629478,Katie Lou Samuelson,SEA,104,efficiency,62.86731666022238
1643447,Gabriela Jaquez,CHI,105,efficiency,44.8211764494191
1627671,Rachel Banham,CHI,106,efficiency,29.413784943482824
1642290,Aaliyah Edwards,CON,107,efficiency,63.99288660242472
1643494,Frieda Buhner,PDX,108,efficiency,55.33797530752607
1629501,Alanna Smith,DAL,109,efficiency,35.071915449367204
1629576,Maria Conde,TOR,110,efficiency,30.10362214589516
1642809,Saniya Rivers,CON,111,efficiency,16.05446735093208
1642804,Te-Hina Paopao,ATL,112,efficiency,25.172353116437264
1641649,Diamond Miller,CON,113,efficiency,34.97945990234823
1628915,Kia Nurse,TOR,114,efficiency,36.73524803784216
1641660,Zia Cooke,SEA,115,efficiency,24.98801740457862
1642781,Georgia Amoore,WAS,116,efficiency,24.82887087838053
1631118,Lexi Held,PHX,117,efficiency,25.24151300824031
1643449,Charlisse Leger-Walker,CON,118,efficiency,19.74982487458761
1630143,Luisa Geiselsoder,PDX,119,efficiency,16.45915560677503
1642296,Nyadiew Puoch,PDX,120,efficiency,30.59941327756102
203827,Natasha Howard,MIN,1,creation,52.5027736676119
1628932,A'ja Wilson,LVA,2,creation,56.15315802968241
1643426,Olivia Miles,MIN,3,creation,67.06275581602006
1631007,Veronica Burton,GSV,4,creation,80.9764316093728
203825,Kayla McBride,MIN,5,creation,59.59626911108517
1641648,Aliyah Boston,IND,6,creation,53.54000122300082
1628269,Nia Coffey,MIN,7,creation,62.11393057342506
1629498,Jackie Young,LVA,8,creation,76.53992970576724
1627668,Breanna Stewart,NYL,9,creation,64.38858383818764
1631009,Rhyne Howard,ATL,10,creation,77.59550798749459
1627673,Jonquel Jones,NYL,11,creation,51.99736924823532
1628909,Kelsey Mitchell,IND,12,creation,65.62185977739317
1628881,Monique Billings,IND,13,creation,45.177835955826055
1629491,Jessica Shepard,DAL,14,creation,74.17148850093767
1628277,Allisha Gray,ATL,15,creation,62.84088775509543
1627675,Courtney Williams,MIN,16,creation,77.56740269740808
1629566,Han Xu,NYL,17,creation,49.428020821673854
1642815,Makayla Timpson,IND,18,creation,25.155869389020825
1642289,Kamilla Cardoso,CHI,19,creation,56.34125246231913
1631136,Pauline Astier,NYL,20,creation,60.580730453404016
1631019,NaLyssa Smith,LVA,21,creation,45.40585447087192
1628886,Jordin Canada,ATL,22,creation,64.88245261014545
1642793,Aziaha James,DAL,23,creation,70.06685894539464
1642767,Janelle Salaun,GSV,24,creation,56.20145448798252
1641652,Maddy Siegrist,DAL,25,creation,62.23315278081625
204329,Kiah Stokes,GSV,26,creation,54.423645596411646
1628931,Gabby Williams,GSV,27,creation,61.70867918866132
203026,Tiffany Hayes,GSV,28,creation,72.3763004336237
1642286,Caitlin Clark,IND,29,creation,66.28721481193948
203833,Chelsea Gray,LVA,30,creation,63.229593365843925
1642784,Paige Bueckers,DAL,31,creation,79.44152596563754
1643489,Antonia Delaere,MIN,32,creation,61.799311041905966
204324,Dearica Hamby,LAS,33,creation,52.112457115698376
1642291,Angel Reese,ATL,34,creation,38.3006480779877
1642785,Sonia Citron,WAS,35,creation,56.3553099172575
1630442,Natasha Mack,PHX,36,creation,43.76196624755357
1643425,Azzi Fudd,DAL,37,creation,56.30564219281703
1629482,Sophie Cunningham,IND,38,creation,47.67933359081004
1631022,Shakira Austin,WAS,39,creation,43.40879452661921
203826,Alyssa Thomas,PHX,40,creation,66.7540373869083
1630386,Awak Kuier,DAL,41,creation,31.60029711544316
1631135,Olivia Nelson-Ododa,CON,42,creation,45.111238244394514
201886,DeWanna Bonner,PHX,43,creation,61.417429864660136
204322,Elizabeth Williams,CHI,44,creation,54.57368356020261
1630097,Kaila Charles,GSV,45,creation,47.10154061148128
1630471,Maya Caldwell,MIN,46,creation,50.301902144704606
1631055,Nyara Sabally,TOR,47,creation,50.243401475819134
203866,Kayla Thornton,GSV,48,creation,37.56646804919611
1629524,Bridget Carleton,PDX,49,creation,63.58764485195657
1628899,Myisha Hines-Allen,IND,50,creation,39.40086512784432
1642292,Jacy Sheldon,CHI,51,creation,58.379594422429605
1643427,Lauren Betts,WAS,52,creation,40.36684685310131
203014,Nneka Ogwumike,LAS,53,creation,63.97859218725905
1642287,Cameron Brink,LAS,54,creation,32.44385755880241
203398,Brittney Griner,CON,55,creation,59.77523429044952
203822,Rebekah Gardner,NYL,56,creation,56.22842191841828
1642321,Sydney Taylor,CHI,57,creation,53.48926572595283
1629546,Marine Johannes,NYL,58,creation,52.33842521705641
204333,Natasha Cloud,CHI,59,creation,60.448776272799606
1642792,Kiki Iriafen,WAS,60,creation,46.85932195999661
1643428,Flau'jae Johnson,SEA,61,creation,52.39249583993015
1642822,Kaitlyn Chen,GSV,62,creation,61.1471185807077
1629567,Natisha Hiedeman,SEA,63,creation,70.36417951430882
1630112,Tyasha Harris,IND,64,creation,69.39357517846693
1627700,Julie Allemand,TOR,65,creation,63.96406620754914
1629481,Arike Ogunbowale,DAL,66,creation,72.5212995802157
1631083,Emily Engstler,PDX,67,creation,40.51031698345875
1631044,Naz Hillmon,ATL,68,creation,36.40016255815696
1629484,Megan DiLeo,PDX,69,creation,53.68298838684648
1631086,Lexie Hull,IND,70,creation,29.06269541916756
1628508,Cecilia Zandalasini,GSV,71,creation,50.35311634083863
1643493,Noemie Brochant,PHX,72,creation,55.95336557046076
1631141,Jade Melbourne,SEA,73,creation,63.79104991611659
1643420,Laura Juskaite,TOR,74,creation,36.060855607039066
1642798,Dominique Malonga,SEA,75,creation,33.79590263497734
1629488,Brianna Turner,LVA,76,creation,21.89944111439292
1643436,Serah Williams,PDX,77,creation,27.949718645775484
1628279,Brittney Sykes,TOR,78,creation,63.38809737190455
1642782,Sarah Ashlee Barker,PDX,79,creation,46.39699025993875
203400,Skylar Diggins,CHI,80,creation,80.63958980786204
1642304,Carla Leite,PDX,81,creation,67.32283870730788
204319,Jewell Loyd,LVA,82,creation,48.0856413201598
203855,Stephanie Talbot,LVA,83,creation,45.87004428525168
1643430,Cotie McMahon,WAS,84,creation,61.69132564158244
1628922,Azura Stevens,CHI,85,creation,56.08438976567885
203828,Stefanie Dolson,SEA,86,creation,41.09641405986649
1643505,Jovana Nogic,PHX,87,creation,48.58405458711255
1628878,Ariel Atkins,LAS,88,creation,59.55197335236901
1629477,Sabrina Ionescu,NYL,89,creation,61.40213582064482
1630446,Michaela Onyenwere,WAS,90,creation,30.66995748455826
1629497,Marina Mabrey,TOR,91,creation,54.93917415789388
204365,Erica Wheeler,LAS,92,creation,70.69412778377345
1629568,Kennedy Burke,CON,93,creation,36.467880553231495
1643443,Awa Fam,SEA,94,creation,40.25156996519833
1642303,Leila Lacan,CON,95,creation,66.79306048796036
1642302,Isobel Borlase,ATL,96,creation,46.82671480095314
204330,Isabelle Harrison,TOR,97,creation,43.85491502366242
1641651,Jordan Horston,SEA,98,creation,38.09232180398917
1630996,Rae Burrell,LAS,99,creation,45.46745977637324
1643433,Raven Johnson,IND,100,creation,50.70761913696013
1627674,Kahleah Copper,PHX,101,creation,39.6367624680891
204468,Valeriane Ayayi,PHX,102,creation,32.73742638541104
1643506,Teja Oblak,PDX,103,creation,54.89680638355509
1629478,Katie Lou Samuelson,SEA,104,creation,45.75187974848277
1643447,Gabriela Jaquez,CHI,105,creation,36.3462743255419
1627671,Rachel Banham,CHI,106,creation,51.30009873926298
1642290,Aaliyah Edwards,CON,107,creation,30.342128196910416
1643494,Frieda Buhner,PDX,108,creation,42.601595877778976
1629501,Alanna Smith,DAL,109,creation,30.688507417705974
1629576,Maria Conde,TOR,110,creation,57.64174226172693
1642809,Saniya Rivers,CON,111,creation,69.14554074898015
1642804,Te-Hina Paopao,ATL,112,creation,66.2183293504412
1641649,Diamond Miller,CON,113,creation,41.89333845929764
1628915,Kia Nurse,TOR,114,creation,68.4388111653556
1641660,Zia Cooke,SEA,115,creation,43.18695483419081
1642781,Georgia Amoore,WAS,116,creation,48.38515819085899
1631118,Lexi Held,PHX,117,creation,53.025104023541545
1643449,Charlisse Leger-Walker,CON,118,creation,53.47674669005151
1630143,Luisa Geiselsoder,PDX,119,creation,48.13917788796152
1642296,Nyadiew Puoch,PDX,120,creation,38.38305030917108
203827,Natasha Howard,MIN,1,impact,88.12289296249473
1628932,A'ja Wilson,LVA,2,impact,95.10245469869363
1643426,Olivia Miles,MIN,3,impact,77.6311630847029
1631007,Veronica Burton,GSV,4,impact,83.11209439528024
203825,Kayla McBride,MIN,5,impact,69.46375895490941
1641648,Aliyah Boston,IND,6,impact,76.81205225453012
1628269,Nia Coffey,MIN,7,impact,71.16519174041298
1629498,Jackie Young,LVA,8,impact,71.4851980615255
1627668,Breanna Stewart,NYL,9,impact,67.30931310577328
1631009,Rhyne Howard,ATL,10,impact,69.81537083860093
1627673,Jonquel Jones,NYL,11,impact,56.19864096080911
1628909,Kelsey Mitchell,IND,12,impact,60.63263801095659
1628881,Monique Billings,IND,13,impact,66.76016645596292
1629491,Jessica Shepard,DAL,14,impact,44.8878002528445
1628277,Allisha Gray,ATL,15,impact,72.3003581963759
1627675,Courtney Williams,MIN,16,impact,61.90871260008428
1629566,Han Xu,NYL,17,impact,77.89981036662452
1642815,Makayla Timpson,IND,18,impact,83.99705014749263
1642289,Kamilla Cardoso,CHI,19,impact,56.89659713442899
1631136,Pauline Astier,NYL,20,impact,59.99657606405395
1631019,NaLyssa Smith,LVA,21,impact,56.24736620311842
1628886,Jordin Canada,ATL,22,impact,76.41829962073325
1642793,Aziaha James,DAL,23,impact,79.8751580278129
1642767,Janelle Salaun,GSV,24,impact,55.85756426464391
1641652,Maddy Siegrist,DAL,25,impact,74.99078171091446
204329,Kiah Stokes,GSV,26,impact,65.78039401601349
1628931,Gabby Williams,GSV,27,impact,68.07048040455119
203026,Tiffany Hayes,GSV,28,impact,58.03044669195112
1642286,Caitlin Clark,IND,29,impact,51.042983565107455
203833,Chelsea Gray,LVA,30,impact,68.16529709228824
1642784,Paige Bueckers,DAL,31,impact,52.29798777918247
1643489,Antonia Delaere,MIN,32,impact,59.87410450906026
204324,Dearica Hamby,LAS,33,impact,53.21323219553309
1642291,Angel Reese,ATL,34,impact,74.46533923303835
1642785,Sonia Citron,WAS,35,impact,66.62452591656131
1630442,Natasha Mack,PHX,36,impact,72.217393594606
1643425,Azzi Fudd,DAL,37,impact,78.76632954066582
1629482,Sophie Cunningham,IND,38,impact,49.03998103666245
1631022,Shakira Austin,WAS,39,impact,69.86541297935104
203826,Alyssa Thomas,PHX,40,impact,56.22366203118416
1630386,Awak Kuier,DAL,41,impact,85.43115254951537
1631135,Olivia Nelson-Ododa,CON,42,impact,74.59702907711757
201886,DeWanna Bonner,PHX,43,impact,65.53413400758534
204322,Elizabeth Williams,CHI,44,impact,68.95148546144121
1630097,Kaila Charles,GSV,45,impact,76.32348293299621
1630471,Maya Caldwell,MIN,46,impact,65.86599241466497
1631055,Nyara Sabally,TOR,47,impact,62.54872524230931
203866,Kayla Thornton,GSV,48,impact,68.04282553729456
1629524,Bridget Carleton,PDX,49,impact,63.33491361146228
1628899,Myisha Hines-Allen,IND,50,impact,74.49957859249893
1642292,Jacy Sheldon,CHI,51,impact,68.1402760219132
1643427,Lauren Betts,WAS,52,impact,52.73256426464392
203014,Nneka Ogwumike,LAS,53,impact,41.67588495575222
1642287,Cameron Brink,LAS,54,impact,77.09255162241887
203398,Brittney Griner,CON,55,impact,69.82195533080488
203822,Rebekah Gardner,NYL,56,impact,51.07063843236409
1642321,Sydney Taylor,CHI,57,impact,67.88084702907712
1629546,Marine Johannes,NYL,58,impact,60.72613780025284
204333,Natasha Cloud,CHI,59,impact,48.368362831858406
1642792,Kiki Iriafen,WAS,60,impact,57.50105351875264
1643428,Flau'jae Johnson,SEA,61,impact,71.79598609355247
1642822,Kaitlyn Chen,GSV,62,impact,40.13906447534766
1629567,Natisha Hiedeman,SEA,63,impact,53.61225242309313
1630112,Tyasha Harris,IND,64,impact,66.89844079224609
1627700,Julie Allemand,TOR,65,impact,55.88785292878214
1629481,Arike Ogunbowale,DAL,66,impact,42.17762326169406
1631083,Emily Engstler,PDX,67,impact,61.91002949852507
1631044,Naz Hillmon,ATL,68,impact,56.77412557943532
1629484,Megan DiLeo,PDX,69,impact,44.65602612726506
1631086,Lexie Hull,IND,70,impact,64.32785503581964
1628508,Cecilia Zandalasini,GSV,71,impact,58.15028445006322
1643493,Noemie Brochant,PHX,72,impact,55.62974083438686
1631141,Jade Melbourne,SEA,73,impact,40.34581753055205
1643420,Laura Juskaite,TOR,74,impact,64.39501685630005
1642798,Dominique Malonga,SEA,75,impact,66.70222292456806
1629488,Brianna Turner,LVA,76,impact,53.654393173198486
1643436,Serah Williams,PDX,77,impact,68.4115571007164
1628279,Brittney Sykes,TOR,78,impact,67.23293299620734
1642782,Sarah Ashlee Barker,PDX,79,impact,51.63295406658239
203400,Skylar Diggins,CHI,80,impact,37.93325958702065
1642304,Carla Leite,PDX,81,impact,49.057100716392746
204319,Jewell Loyd,LVA,82,impact,59.83591445427729
203855,Stephanie Talbot,LVA,83,impact,44.63100505689001
1643430,Cotie McMahon,WAS,84,impact,41.85366624525917
1628922,Azura Stevens,CHI,85,impact,39.098714707121786
203828,Stefanie Dolson,SEA,86,impact,35.70770122208176
1643505,Jovana Nogic,PHX,87,impact,59.30125368731564
1628878,Ariel Atkins,LAS,88,impact,64.6583965444585
1629477,Sabrina Ionescu,NYL,89,impact,33.56642435735356
1630446,Michaela Onyenwere,WAS,90,impact,61.109355246523386
1629497,Marina Mabrey,TOR,91,impact,36.19627054361568
204365,Erica Wheeler,LAS,92,impact,57.63932785503582
1629568,Kennedy Burke,CON,93,impact,65.52623261694059
1643443,Awa Fam,SEA,94,impact,55.757479983143696
1642303,Leila Lacan,CON,95,impact,58.091024020227565
1642302,Isobel Borlase,ATL,96,impact,34.31573957016435
204330,Isabelle Harrison,TOR,97,impact,34.65286557100716
1641651,Jordan Horston,SEA,98,impact,75.19095027391488
1630996,Rae Burrell,LAS,99,impact,33.06336915297093
1643433,Raven Johnson,IND,100,impact,40.240465655288666
1627674,Kahleah Copper,PHX,101,impact,35.660292878213234
204468,Valeriane Ayayi,PHX,102,impact,50.92709650231774
1643506,Teja Oblak,PDX,103,impact,43.429993678887485
1629478,Katie Lou Samuelson,SEA,104,impact,26.331384323640965
