player_id,player_name,team_id,team_abbreviation,position,games_played,team_games_played,availability_rate,minutes,box_minutes,box_games_played,box_starts,start_rate,starter_role_flag,pbpstats_minutes,pbpstats_games_played,eligibility_minutes_source,candidate_tier,eligible_flag,points_per_75,rebounds_per_75,assists_per_75,stocks_per_75,turnovers_per_75,assist_turnover_ratio,usage,ts_pct_feature,efg_pct_feature,shotquality_pbp_feature,shot_making_over_shotquality_pbp,fta_rate_feature,on_court_net_rating,team_relative_net_rating,team_win_pct,team_net_rating,sample_size_flag,shooting_efficiency_category,shotquality_pbp_profile_label,shot_diet_profile_label,specialized_shooter_label,shot_diet_risk_label,rim_fga_share,three_point_fga_share,midrange_fga_share
203826,Alyssa Thomas,1611661317,PHX,F,28.0,35,0.8,947.0,947.0,28.0,28.0,1.0,True,1122.0,33,sportsdataverse_player_box,Core Candidate,True,8.208370635631155,4.079006266786034,4.5490152193375115,1.0407341092211282,1.997538048343778,2.277310924369748,22.415185783521807,0.5607798165137615,0.5138888888888888,0.4762427374301676,0.0376461514587212,0.4777777777777778,-2.3282007199484838,0.6883655528455535,,-3.016566272794037,Strong,Average Efficiency,Tough Shot Profile,Unavailable Shot Diet,Midrange Specialist,Midrange-Heavy Risk,0.3972222222222222,,0.5972222222222222
1627674,Kahleah Copper,1611661317,PHX,G,29.0,35,0.8285714285714286,949.0,949.0,29.0,29.0,1.0,True,1116.0,34,sportsdataverse_player_box,Core Candidate,True,11.858176883058132,2.0187740330242026,1.1196561863831713,0.4750056548292242,1.4759104275050894,0.7586206896551724,29.164969450101832,0.5508744038155803,0.4869888475836431,0.5179529739776952,-0.0309641263940521,0.4126394052044609,-3.764786541688821,-0.7482202688947837,,-3.016566272794037,Strong,Average Efficiency,Average Shot Quality Profile,Diversified Shot Profile,No Clear Shooting Specialty,Clean Shot Profile,0.2936802973977695,0.3717472118959108,0.3345724907063197
203833,Chelsea Gray,1611661319,LVA,G,30.0,34,0.8823529411764706,994.0,994.0,30.0,30.0,1.0,True,1101.0,33,sportsdataverse_player_box,Core Candidate,True,7.090659968029231,1.8154829869833295,3.990637131765243,0.8906142955012559,1.6613382050696506,2.402061855670103,18.226399673069064,0.5787965616045845,0.5486322188449848,0.4592460244648318,0.089386194380153,0.1732522796352583,8.789686678626566,2.7145361289498453,,6.075150549676721,Strong,Average Efficiency,Tough-Shot Maker,Perimeter-Leaning,Above-Break Spacer,Midrange-Heavy Risk,0.0455927051671732,0.486322188449848,0.4680851063829787
203825,Kayla McBride,1611661324,MIN,G,30.0,34,0.8823529411764706,967.0,967.0,30.0,30.0,1.0,True,1097.0,34,sportsdataverse_player_box,Core Candidate,True,10.56194989844279,1.878808395396073,1.2186865267433988,1.066350710900474,0.7955314827352743,1.5319148936170213,21.048451151707702,0.6376811594202898,0.581447963800905,0.5231360544217687,0.0583119093791363,0.2714932126696832,12.847115257668449,0.3043677736403225,,12.542747484028126,Strong,Strong Efficiency,Average Shot Quality Profile,Modern Shot Diet,Perimeter Volume Threat,Clean Shot Profile,0.2081447963800905,0.5339366515837104,0.257918552036199
1627668,Breanna Stewart,1611661313,NYL,F,30.0,34,0.8823529411764706,1012.0,1012.0,30.0,30.0,1.0,True,1094.0,33,sportsdataverse_player_box,Core Candidate,True,12.150934687283636,4.777290560812371,1.817447495961228,1.5231940918532194,1.2116316639741518,1.5,27.739307535641547,0.5703764320785597,0.4970472440944882,0.4823750493096647,0.0146721947848235,0.4566929133858268,4.275734385519357,-0.37292929648857864,,4.6486636820079354,Strong,Average Efficiency,Tough Shot Profile,Midrange-Heavy,No Clear Shooting Specialty,Midrange-Heavy Risk,0.3031496062992126,0.1988188976377952,0.4980314960629921
1628909,Kelsey Mitchell,1611661325,IND,G,29.0,33,0.8787878787878788,942.0,942.0,29.0,29.0,1.0,True,1084.0,33,sportsdataverse_player_box,Core Candidate,True,13.56418918918919,0.9459459459459459,1.5202702702702704,0.6587837837837837,1.0135135135135136,1.5,27.03131193024177,0.6414790996784566,0.5962230215827338,0.517960881294964,0.0782621402877697,0.2967625899280575,9.85117982356823,1.853102884091328,,7.998076939476903,Strong,Strong Efficiency,Average Shot Quality Profile,Modern Shot Diet,Balanced Three-Level Scorer,Clean Shot Profile,0.3183453237410072,0.3920863309352518,0.289568345323741
1629498,Jackie Young,1611661319,LVA,G,30.0,34,0.8823529411764706,971.0,971.0,30.0,30.0,1.0,True,1071.0,33,sportsdataverse_player_box,Core Candidate,True,10.623975649730742,2.6516038398501522,3.880824162959494,0.7024116132053384,1.387262936080543,2.7974683544303796,23.781757600999583,0.6128048780487805,0.5608407079646017,0.4839522271714921,0.0768884807931096,0.2323008849557522,12.460873237842904,6.385722688166183,,6.075150549676721,Strong,Strong Efficiency,Tough-Shot Maker,Balanced Shot Diet,Midrange Specialist,Balanced / Low Risk,0.163716814159292,0.4115044247787611,0.4247787610619469
1631009,Rhyne Howard,1611661330,ATL,G,27.0,32,0.84375,937.0,937.0,27.0,27.0,1.0,True,1070.0,31,sportsdataverse_player_box,Core Candidate,True,9.361997226074896,2.0804438280166435,1.941747572815534,1.768377253814147,0.6934812760055479,2.8,19.84375,0.5639658848614072,0.5206896551724138,0.5053597674418605,0.0153298877305533,0.2344827586206896,5.0262382843618525,-0.648638790432102,,5.6748770747939545,Strong,Average Efficiency,Average Shot Quality Profile,Modern Shot Diet,Above-Break Spacer,Clean Shot Profile,0.1586206896551724,0.6252873563218391,0.2160919540229885
1629491,Jessica Shepard,1611661321,DAL,F,29.0,33,0.8787878787878788,972.0,972.0,29.0,29.0,1.0,True,1062.0,33,sportsdataverse_player_box,Core Candidate,True,8.449435503242853,6.755945231803988,3.0807110257026182,0.45039634878693247,1.0989670910401153,2.80327868852459,18.39563208735825,0.6220159151193634,0.5861027190332326,0.5157453030303031,0.0703574160029295,0.3413897280966767,3.7240146645137173,-0.42710625356713194,,4.151120918080849,Strong,Strong Efficiency,Average Shot Quality Profile,Paint-Oriented,Rim Pressure Finisher,Spacing-Limited Profile,0.5498489425981873,0.0302114803625377,0.4199395770392749
1628277,Allisha Gray,1611661330,ATL,G,28.0,32,0.875,924.0,924.0,28.0,28.0,1.0,True,1053.0,32,sportsdataverse_player_box,Core Candidate,True,10.69915254237288,1.7655367231638417,1.3241525423728815,1.00635593220339,0.847457627118644,1.5625,22.75971451229184,0.5731939163498099,0.5155555555555555,0.535552,-0.0199964444444444,0.4088888888888889,8.576897287412407,2.902020212618453,,5.6748770747939545,Strong,Average Efficiency,Average Shot Quality Profile,Modern Shot Diet,No Clear Shooting Specialty,Clean Shot Profile,0.3688888888888889,0.3844444444444444,0.2466666666666666
1627675,Courtney Williams,1611661324,MIN,G,30.0,34,0.8823529411764706,913.0,913.0,30.0,30.0,1.0,True,1044.0,34,sportsdataverse_player_box,Core Candidate,True,8.967197527929642,3.208937485143808,2.5849774185880676,0.9091989541240789,1.0518183979082483,2.457627118644068,22.75198661647846,0.5175257731958763,0.5010729613733905,0.4442884698275862,0.0567844915458043,0.0944206008583691,11.979667415657204,-0.5630800683709225,,12.542747484028126,Strong,Average Efficiency,Tough-Shot Maker,Midrange-Heavy,No Clear Shooting Specialty,Midrange-Heavy Risk,0.0815450643776824,0.2381974248927038,0.6802575107296137
1629567,Natisha Hiedeman,1611661328,SEA,G,31.0,35,0.8857142857142857,914.0,914.0,31.0,31.0,1.0,True,1041.0,35,sportsdataverse_player_box,Core Candidate,True,9.754645069080514,1.6793711291090996,2.9835636017151024,0.7682229633158647,1.3935207241543592,2.141025641025641,23.354297693920334,0.5636743215031316,0.522883295194508,0.4771241972477064,0.0457590979468016,0.2356979405034324,-2.4098578739493632,2.744493166477625,,-5.154351040426988,Strong,Average Efficiency,Tough-Shot Maker,Perimeter-Leaning,No Clear Shooting Specialty,High Variance Profile,0.1624713958810068,0.4553775743707093,0.3821510297482837
1642784,Paige Bueckers,1611661321,DAL,G,27.0,33,0.8181818181818182,910.0,910.0,27.0,27.0,1.0,True,1032.0,31,sportsdataverse_player_box,Core Candidate,True,11.51858232832882,2.344326852079744,3.304208712773813,0.6645335958651243,1.2183115924193946,2.712121212121212,24.806534823731727,0.6056751467710372,0.5694444444444444,0.4428296774193548,0.1266147670250896,0.2286324786324786,4.844237416846084,0.6931164987652352,,4.151120918080849,Strong,Strong Efficiency,Tough-Shot Maker,Midrange-Heavy,Midrange Specialist,Balanced / Low Risk,0.1282051282051282,0.2991452991452991,0.5726495726495726
1628886,Jordin Canada,1611661330,ATL,G,28.0,32,0.875,883.0,883.0,28.0,28.0,1.0,True,1015.0,32,sportsdataverse_player_box,Core Candidate,True,6.718863801893664,2.1849963583394025,4.42461762563729,1.29278951201748,1.584122359796067,2.793103448275862,17.589175891758916,0.5394736842105263,0.475177304964539,0.5107325,-0.035555195035461,0.4645390070921986,8.357471817739864,2.682594742945909,,5.6748770747939545,Strong,Low Efficiency,Average Shot Quality Profile,Balanced Shot Diet,No Clear Shooting Specialty,Clean Shot Profile,0.3475177304964539,0.3333333333333333,0.3191489361702128
1628932,A'ja Wilson,1611661319,LVA,C,27.0,34,0.7941176470588235,862.0,862.0,27.0,27.0,1.0,True,994.0,31,sportsdataverse_player_box,Core Candidate,True,15.354627766599599,5.734406438631791,1.8108651911468812,2.074949698189135,1.4713279678068412,1.2307692307692308,32.87119856887299,0.6187214611872146,0.5518181818181818,0.4582549090909091,0.0935632727272726,0.44,13.796877067719905,7.721726518043184,,6.075150549676721,Strong,Average Efficiency,Tough-Shot Maker,Midrange-Heavy,Midrange Specialist,Midrange-Heavy Risk,0.24,0.1327272727272727,0.6272727272727272
