player_id,player_name,team_abbreviation,usage,ts_pct_feature,rim_fga_share,three_point_fga_share,shot_diet_profile_label,fit_profile_tags,allstar_value_score
1630461,Kiana Williams,LAS,16.695957820738137,0.5,0.1038961038961039,0.7012987012987013,Modern Shot Diet,spacing,
1643457,Teonni Key,TOR,11.580882352941176,0.4591836734693877,0.5,0.3181818181818182,Modern Shot Diet,rim-pressure,
1627701,Temi Fagbenle,TOR,15.760869565217392,0.5285714285714286,0.5396825396825397,0.2063492063492063,Modern Shot Diet,rim-pressure,
1642307,Mackenzie Holmes,SEA,11.047619047619047,0.65625,0.4878048780487805,0.2439024390243902,Modern Shot Diet,"rim-pressure, efficient",
1630150,Chennedy Carter,LVA,27.12550607287449,0.6794871794871795,0.4,0.21,Paint-Oriented,"high-usage, rim-pressure, efficient",
1630149,Satou Sabally,NYL,25.93320235756385,0.6136363636363636,0.3265306122448979,0.5306122448979592,Modern Shot Diet,"high-usage, spacing, efficient",
1630134,Sug Sutton,DAL,17.932489451476794,0.5144927536231884,0.2222222222222222,0.3492063492063492,Diversified Shot Profile,context-dependent,
1629483,Napheesa Collier,MIN,26.65245202558636,0.6100917431192661,0.3137254901960784,0.3137254901960784,Diversified Shot Profile,"high-usage, efficient",
1630469,Marine Fauthoux,NYL,15.367965367965368,0.5384615384615384,0.2222222222222222,0.6222222222222222,Modern Shot Diet,spacing,
1642817,Hailey Van Lith,CON,18.72146118721461,0.5942028985507246,0.1940298507462686,0.2835820895522388,Midrange-Heavy,efficient,
1641657,Dorka Juhasz,MIN,13.59447004608295,0.4807692307692308,0.18,0.7000000000000001,Modern Shot Diet,spacing,
1642768,Kyara Linskens,PHX,17.422434367541765,0.4365079365079365,0.2,0.4363636363636363,Diversified Shot Profile,spacing,
1643429,Gianna Kneepkens,CON,15.654205607476635,0.5476190476190477,0.1785714285714285,0.4821428571428571,Perimeter-Leaning,spacing,
202252,Alysha Clark,DAL,11.940298507462687,0.4868421052631579,0.1875,0.71875,Perimeter-Leaning,spacing,
1643647,Tima Pouye,TOR,18.78048780487805,0.4761904761904761,0.2545454545454545,0.4727272727272727,Modern Shot Diet,spacing,
1628244,Sami Whitcomb,PHX,15.594059405940596,0.4716981132075472,0.0588235294117647,0.823529411764706,Modern Shot Diet,spacing,
1641683,Holly Winterburn,PDX,18.34625322997416,0.4166666666666667,0.2653061224489796,0.4897959183673469,Perimeter-Leaning,spacing,
1630389,Dana Evans,LVA,18.23361823361824,0.320754716981132,0.0784313725490196,0.4705882352941176,Perimeter-Leaning,spacing,
