game_id,game_date,team_abbreviation,opponent_team_abbreviation,home_away,team_score,bench_points,bench_points_share,bench_minutes,team_minutes,bench_minutes_share,bench_rebounds,bench_assists,bench_turnovers,bench_ts_pct,bench_efg_pct,bench_ast_to,bench_plus_minus,bench_net_rating
401856992,2026-06-15,LVA,DAL,away,66,29.0,43.9,78.0,200.0,39.0,8.0,5.0,4.0,53.9,51.9,1.2,-44.0,
401856993,2026-06-15,MIN,PDX,home,107,32.0,29.9,81.0,200.0,40.5,14.0,13.0,2.0,57.9,56.0,6.5,57.0,
401856993,2026-06-15,PDX,MIN,away,74,35.0,47.3,94.0,201.0,46.8,17.0,11.0,6.0,54.3,51.7,1.8,-65.0,
401856994,2026-06-15,GSV,LAS,home,78,30.0,38.5,71.0,200.0,35.5,15.0,10.0,3.0,56.6,50.0,3.3,43.0,
401856994,2026-06-15,LAS,GSV,away,58,28.0,48.3,65.0,199.0,32.7,11.0,3.0,6.0,56.9,47.2,0.5,-28.0,
401856995,2026-06-16,IND,TOR,home,113,36.0,31.9,71.0,201.0,35.3,15.0,5.0,3.0,76.1,71.4,1.7,61.0,
401856995,2026-06-16,TOR,IND,away,91,32.0,35.2,88.0,200.0,44.0,14.0,8.0,5.0,51.9,46.2,1.6,-82.0,
401856996,2026-06-17,CON,WAS,home,81,42.0,51.9,98.0,200.0,49.0,16.0,9.0,3.0,57.4,55.0,3.0,-12.0,
401856996,2026-06-17,WAS,CON,away,88,11.0,12.5,51.0,199.0,25.6,10.0,6.0,4.0,43.1,31.8,1.5,1.0,
401856997,2026-06-17,CHI,NYL,home,95,14.0,14.7,69.0,201.0,34.3,12.0,6.0,0.0,39.7,30.0,,-33.0,
401856997,2026-06-17,NYL,CHI,away,96,38.0,39.6,68.0,200.0,34.0,10.0,9.0,2.0,70.8,61.4,4.5,14.0,
401856998,2026-06-17,DAL,GSV,away,80,17.0,21.2,42.0,200.0,21.0,7.0,2.0,2.0,66.6,68.2,1.0,5.0,
401856998,2026-06-17,GSV,DAL,home,91,43.0,47.3,80.0,201.0,39.8,11.0,7.0,5.0,68.5,66.7,1.4,19.0,
401856999,2026-06-17,LAS,MIN,home,83,32.0,38.6,64.0,200.0,32.0,7.0,7.0,6.0,65.0,55.6,1.2,-30.0,
401856999,2026-06-17,MIN,LAS,away,99,19.0,19.2,66.0,201.0,32.8,10.0,8.0,8.0,58.2,56.7,1.0,19.0,
401857000,2026-06-17,LVA,PHX,away,86,4.0,4.7,41.0,202.0,20.3,7.0,1.0,1.0,18.2,18.2,1.0,-4.0,
401857000,2026-06-17,PHX,LVA,home,76,32.0,42.1,72.0,199.0,36.2,7.0,2.0,6.0,68.6,68.2,0.3,-11.0,
401857001,2026-06-17,PDX,SEA,home,94,21.0,22.3,64.0,201.0,31.8,8.0,4.0,4.0,52.3,44.1,1.0,-27.0,
401857001,2026-06-17,SEA,PDX,away,89,10.0,11.2,50.0,199.0,25.1,7.0,3.0,1.0,39.2,31.8,3.0,-8.0,
401857002,2026-06-18,ATL,IND,away,108,19.0,17.6,37.0,199.0,18.6,8.0,4.0,2.0,58.6,60.7,2.0,-6.0,
401857002,2026-06-18,IND,ATL,home,101,18.0,17.8,77.0,200.0,38.5,9.0,4.0,5.0,70.5,63.6,0.8,-4.0,
401857003,2026-06-19,CON,TOR,home,97,46.0,47.4,84.0,201.0,41.8,18.0,8.0,3.0,63.6,56.7,2.7,31.0,
401857003,2026-06-19,TOR,CON,away,101,22.0,21.8,42.0,200.0,21.0,7.0,3.0,0.0,58.6,52.9,,-30.0,
401857004,2026-06-19,NYL,WAS,home,83,25.0,30.1,48.0,201.0,23.9,4.0,3.0,5.0,69.9,67.6,0.6,5.0,
401857004,2026-06-19,WAS,NYL,away,86,15.0,17.4,53.0,200.0,26.5,10.0,3.0,2.0,44.7,50.0,1.5,-3.0,
401857005,2026-06-19,GSV,MIN,home,75,27.0,36.0,78.0,199.0,39.2,12.0,7.0,6.0,42.8,42.9,1.2,-13.0,
401857005,2026-06-19,MIN,GSV,away,81,4.0,4.9,37.0,200.0,18.5,8.0,0.0,3.0,20.2,11.1,0.0,10.0,
401857006,2026-06-20,ATL,IND,home,113,18.0,15.9,41.0,201.0,20.4,5.0,5.0,2.0,68.2,63.6,2.5,-14.0,
401857006,2026-06-20,IND,ATL,away,96,34.0,35.4,82.0,199.0,41.2,14.0,3.0,6.0,62.0,58.7,0.5,-32.0,
401857007,2026-06-20,PHX,SEA,home,93,31.0,33.3,62.0,202.0,30.7,17.0,1.0,3.0,65.3,52.8,0.3,27.0,
401857007,2026-06-20,SEA,PHX,away,73,23.0,31.5,75.0,201.0,37.3,13.0,7.0,2.0,51.1,42.1,3.5,-10.0,
401857008,2026-06-20,CHI,DAL,away,92,20.0,21.7,61.0,200.0,30.5,13.0,8.0,3.0,53.6,53.1,2.7,-6.0,
401857008,2026-06-20,DAL,CHI,home,93,25.0,26.9,51.0,201.0,25.4,12.0,3.0,3.0,70.9,70.0,1.0,7.0,
401857009,2026-06-21,GSV,LVA,away,73,45.0,61.6,102.0,200.0,51.0,16.0,6.0,7.0,56.6,51.5,0.9,-22.0,
401857009,2026-06-21,LVA,GSV,home,92,19.0,20.7,58.0,201.0,28.9,8.0,3.0,2.0,67.9,67.9,1.5,40.0,
401857010,2026-06-21,MIN,WAS,home,79,7.0,8.9,34.0,201.0,16.9,2.0,1.0,0.0,50.9,50.0,,2.0,
401857010,2026-06-21,WAS,MIN,away,84,26.0,31.0,65.0,200.0,32.5,10.0,8.0,6.0,72.7,73.5,1.3,23.0,
401857011,2026-06-21,LAS,NYL,home,98,25.0,25.5,46.0,200.0,23.0,5.0,6.0,3.0,71.3,64.3,2.0,-6.0,
401857011,2026-06-21,NYL,LAS,away,97,32.0,33.0,58.0,200.0,29.0,10.0,6.0,5.0,66.8,57.5,1.2,-6.0,
401857012,2026-06-22,CHI,CON,away,63,18.0,28.6,88.0,200.0,44.0,5.0,3.0,5.0,33.0,22.7,0.6,-72.0,
401857012,2026-06-22,CON,CHI,home,92,33.0,35.9,78.0,200.0,39.0,17.0,4.0,6.0,55.3,48.0,0.7,55.0,
401857013,2026-06-22,ATL,TOR,home,94,28.0,29.8,54.0,200.0,27.0,10.0,3.0,1.0,60.3,57.1,3.0,-42.0,
401857013,2026-06-22,TOR,ATL,away,87,22.0,25.3,61.0,199.0,30.7,7.0,9.0,7.0,61.7,53.8,1.3,37.0,
401857014,2026-06-22,IND,PHX,home,86,10.0,11.6,64.0,199.0,32.2,14.0,4.0,3.0,36.3,29.2,1.3,-3.0,
401857014,2026-06-22,PHX,IND,away,77,23.0,29.9,65.0,199.0,32.7,10.0,3.0,4.0,51.1,42.1,0.8,-19.0,
401857015,2026-06-22,DAL,SEA,away,112,35.0,31.2,65.0,223.0,29.1,11.0,11.0,1.0,69.4,69.6,11.0,34.0,
401857015,2026-06-22,SEA,DAL,home,110,20.0,18.2,52.0,227.0,22.9,5.0,3.0,2.0,56.7,46.7,1.5,-20.0,
401857016,2026-06-23,LVA,NYL,home,76,20.0,26.3,56.0,201.0,27.9,10.0,3.0,1.0,59.2,56.2,3.0,-9.0,
401857016,2026-06-23,NYL,LVA,away,87,25.0,28.7,68.0,200.0,34.0,9.0,6.0,4.0,61.5,57.9,1.5,21.0,
401857017,2026-06-24,IND,PHX,home,109,20.0,18.3,63.0,200.0,31.5,10.0,9.0,4.0,53.3,50.0,2.2,-2.0,
401857017,2026-06-24,PHX,IND,away,111,25.0,22.5,40.0,201.0,19.9,5.0,2.0,2.0,71.8,65.4,1.0,-1.0,
401857018,2026-06-24,MIN,WAS,away,78,7.0,9.0,43.0,200.0,21.5,5.0,1.0,3.0,50.0,50.0,0.3,-7.0,
401857018,2026-06-24,WAS,MIN,home,76,16.0,21.1,60.0,199.0,30.2,8.0,4.0,5.0,48.4,38.5,0.8,4.0,
401857019,2026-06-24,CHI,PDX,home,101,38.0,37.6,77.0,200.0,38.5,10.0,8.0,4.0,66.9,64.6,2.0,69.0,
401857019,2026-06-24,PDX,CHI,away,78,21.0,26.9,77.0,200.0,38.5,12.0,7.0,5.0,40.6,38.0,1.4,-53.0,
401857020,2026-06-24,ATL,GSV,away,66,26.0,39.4,73.0,200.0,36.5,10.0,7.0,7.0,58.6,57.5,1.0,23.0,
401857020,2026-06-24,GSV,ATL,home,77,14.0,18.2,55.0,199.0,27.6,11.0,2.0,5.0,39.1,38.2,0.4,4.0,
401857021,2026-06-25,LAS,TOR,away,97,30.0,30.9,78.0,201.0,38.8,11.0,6.0,3.0,46.1,43.1,2.0,-41.0,
401857021,2026-06-25,TOR,LAS,home,125,32.0,25.6,70.0,201.0,34.8,23.0,8.0,3.0,45.8,38.7,2.7,18.0,
401857022,2026-06-25,DAL,LVA,away,84,18.0,21.4,47.0,201.0,23.4,4.0,4.0,6.0,58.7,53.6,0.7,-12.0,
401857022,2026-06-25,LVA,DAL,home,99,31.0,31.3,58.0,201.0,28.9,5.0,5.0,1.0,75.5,70.6,5.0,19.0,
401857023,2026-06-25,NYL,SEA,away,88,23.0,26.1,63.0,199.0,31.7,10.0,8.0,4.0,52.8,50.0,2.0,-21.0,
401857023,2026-06-25,SEA,NYL,home,99,7.0,7.1,42.0,200.0,21.0,12.0,2.0,4.0,39.4,31.2,0.5,-8.0,
401857024,2026-06-26,CON,WAS,home,68,20.0,29.4,64.0,200.0,32.0,9.0,2.0,4.0,52.1,50.0,0.5,-4.0,
401857024,2026-06-26,WAS,CON,away,57,11.0,19.3,53.0,200.0,26.5,9.0,6.0,3.0,35.4,33.3,2.0,15.0,
401857025,2026-06-26,CHI,PDX,home,124,39.0,31.5,78.0,200.0,39.0,11.0,16.0,4.0,76.4,77.3,4.0,60.0,
401857025,2026-06-26,PDX,CHI,away,94,28.0,29.8,72.0,200.0,36.0,10.0,7.0,3.0,41.6,41.9,2.3,-65.0,
401857026,2026-06-26,ATL,GSV,away,75,12.0,16.0,34.0,199.0,17.1,2.0,3.0,3.0,46.6,45.8,1.0,10.0,
401857026,2026-06-26,GSV,ATL,home,78,35.0,44.9,90.0,201.0,44.8,19.0,7.0,10.0,58.6,50.0,0.7,-7.0,
401857027,2026-06-27,PHX,TOR,away,89,26.0,29.2,61.0,200.0,30.5,8.0,5.0,3.0,49.2,45.5,1.7,42.0,
401857027,2026-06-27,TOR,PHX,home,80,21.0,26.2,50.0,201.0,24.9,10.0,8.0,3.0,58.7,61.8,2.7,11.0,
401857028,2026-06-27,IND,LAS,home,111,32.0,28.8,79.0,200.0,39.5,13.0,10.0,6.0,55.7,47.8,1.7,-19.0,
401857028,2026-06-27,LAS,IND,away,87,30.0,34.5,76.0,199.0,38.2,9.0,6.0,0.0,53.6,45.8,,-11.0,
401857029,2026-06-27,ATL,SEA,away,90,17.0,18.9,48.0,200.0,24.0,5.0,7.0,2.0,43.0,38.9,3.5,4.0,
401857029,2026-06-27,SEA,ATL,home,105,14.0,13.3,48.0,199.0,24.1,5.0,8.0,2.0,53.5,50.0,4.0,-4.0,
401857030,2026-06-28,DAL,MIN,home,77,16.0,20.8,49.0,200.0,24.5,11.0,3.0,3.0,44.5,28.6,1.0,3.0,
401857030,2026-06-28,MIN,DAL,away,85,5.0,5.9,22.0,200.0,11.0,5.0,1.0,2.0,83.3,83.3,0.5,-2.0,
401857031,2026-06-28,PDX,WAS,away,123,24.0,19.5,71.0,300.0,23.7,13.0,9.0,3.0,50.8,45.2,3.0,45.0,
401857031,2026-06-28,WAS,PDX,home,124,24.0,19.4,93.0,302.0,30.8,10.0,8.0,4.0,42.1,42.0,2.0,-44.0,
401857032,2026-06-28,CHI,LVA,home,99,28.0,28.3,69.0,201.0,34.3,10.0,15.0,3.0,50.1,45.8,5.0,0.0,
401857032,2026-06-28,LVA,CHI,away,107,22.0,20.6,62.0,201.0,30.8,4.0,1.0,1.0,54.5,50.0,1.0,26.0,
401857033,2026-06-28,GSV,NYL,home,76,39.0,51.3,87.0,200.0,43.5,12.0,9.0,2.0,50.5,47.2,4.5,-16.0,
401857033,2026-06-28,NYL,GSV,away,67,11.0,16.4,68.0,201.0,33.8,10.0,5.0,4.0,37.3,38.5,1.2,26.0,
401857034,2026-07-02,ATL,WAS,away,76,12.0,15.8,49.0,201.0,24.4,9.0,3.0,6.0,35.5,31.2,0.5,-14.0,
401857034,2026-07-02,WAS,ATL,home,81,24.0,29.6,70.0,200.0,35.0,12.0,10.0,10.0,64.0,67.6,1.0,45.0,
401857035,2026-07-02,CON,DAL,home,83,24.0,28.9,62.0,200.0,31.0,8.0,7.0,4.0,52.5,50.0,1.8,-12.0,
401857035,2026-07-02,DAL,CON,away,86,29.0,33.7,63.0,202.0,31.2,12.0,4.0,2.0,59.9,59.1,2.0,-5.0,
401857036,2026-07-02,PHX,SEA,home,90,10.0,11.1,40.0,198.0,20.2,5.0,4.0,1.0,42.5,35.0,4.0,20.0,
401857036,2026-07-02,SEA,PHX,away,67,14.0,20.9,69.0,199.0,34.7,6.0,5.0,2.0,41.8,40.0,2.5,-50.0,
401857037,2026-07-03,MIN,NYL,away,86,24.0,27.9,57.0,200.0,28.5,9.0,8.0,1.0,60.4,60.5,8.0,11.0,
401857037,2026-07-03,NYL,MIN,home,99,5.0,5.1,30.0,200.0,15.0,5.0,5.0,3.0,46.0,40.0,1.7,-18.0,
401857038,2026-07-03,CHI,LVA,away,90,36.0,40.0,99.0,224.0,44.2,16.0,11.0,6.0,61.7,56.5,1.8,10.0,
401857038,2026-07-03,LVA,CHI,home,98,12.0,12.2,44.0,224.0,19.6,6.0,2.0,3.0,39.8,29.2,0.7,-37.0,
401857321,2026-06-30,LVA,NYL,away,85,33.0,38.8,63.0,200.0,31.5,15.0,5.0,1.0,53.1,48.2,5.0,10.0,
401857321,2026-06-30,NYL,LVA,home,93,16.0,17.2,37.0,200.0,18.5,4.0,0.0,4.0,60.1,54.2,0.0,-36.0,
