game_id,game_date,team_id,team_abbreviation,opponent_team_id,opponent_team_abbreviation,home_away,home_away,team_score,opponent_team_score,team_winner,off_efg_pct,off_tov_pct,off_orb_pct,off_fta_rate,def_efg_pct,def_tov_pct,def_orb_allowed_pct,def_fta_rate_allowed,net_points
401857020,2026-06-24,129689,GSV,20,ATL,home,home,77,66,True,57.5,15.5,21.4,20.0,42.2,13.0,31.6,34.4,11
401857019,2026-06-24,132052,PDX,19,CHI,away,away,78,101,False,44.9,12.4,23.5,29.0,56.5,12.8,36.4,42.0,-23
401857019,2026-06-24,19,CHI,132052,PDX,home,home,101,78,True,56.5,12.8,36.4,42.0,44.9,12.4,23.5,29.0,23
401857017,2026-06-24,11,PHX,5,IND,away,away,111,109,True,64.4,11.0,22.2,50.0,68.9,17.7,20.0,28.8,2
401857017,2026-06-24,5,IND,11,PHX,home,home,109,111,False,68.9,17.7,20.0,28.8,64.4,11.0,22.2,50.0,-2
401857018,2026-06-24,8,MIN,16,WAS,away,away,78,76,True,43.7,13.9,17.1,31.0,46.7,18.9,16.7,44.3,2
401857018,2026-06-24,16,WAS,8,MIN,home,home,76,78,False,46.7,18.9,16.7,44.3,43.7,13.9,17.1,31.0,-2
401857016,2026-06-23,9,NYL,17,LVA,away,away,87,76,True,56.2,13.2,15.6,24.6,48.6,8.5,14.7,11.1,11
401857016,2026-06-23,17,LVA,9,NYL,home,home,76,87,False,48.6,8.5,14.7,11.1,56.2,13.2,15.6,24.6,-11
401857015,2026-06-22,3,DAL,14,SEA,away,away,112,110,True,59.0,7.9,23.7,10.1,59.1,13.1,16.7,27.3,2
401857015,2026-06-22,14,SEA,3,DAL,home,home,110,112,False,59.1,13.1,16.7,27.3,59.0,7.9,23.7,10.1,-2
401857014,2026-06-22,11,PHX,5,IND,away,away,77,86,False,44.9,13.4,22.9,30.9,50.0,15.4,36.4,45.3,-9
401857014,2026-06-22,5,IND,11,PHX,home,home,86,77,True,50.0,15.4,36.4,45.3,44.9,13.4,22.9,30.9,9
401857013,2026-06-22,131935,TOR,20,ATL,away,away,87,94,False,52.4,18.6,17.9,45.2,49.4,11.2,25.7,26.9,-7
401857013,2026-06-22,20,ATL,131935,TOR,home,home,94,87,True,49.4,11.2,25.7,26.9,52.4,18.6,17.9,45.2,7
401857012,2026-06-22,19,CHI,18,CON,away,away,63,92,False,26.0,13.0,22.0,43.8,53.7,16.9,37.0,38.8,-29
401857012,2026-06-22,18,CON,19,CHI,home,home,92,63,True,53.7,16.9,37.0,38.8,26.0,13.0,22.0,43.8,29
401857011,2026-06-21,9,NYL,6,LAS,away,away,97,98,False,58.7,17.1,32.1,27.5,57.8,9.9,19.4,15.6,-1
401857011,2026-06-21,6,LAS,9,NYL,home,home,98,97,True,57.8,9.9,19.4,15.6,58.7,17.1,32.1,27.5,1
401857010,2026-06-21,16,WAS,8,MIN,away,away,84,79,True,51.6,17.8,28.6,47.5,46.5,13.5,21.9,19.7,5
401857010,2026-06-21,8,MIN,16,WAS,home,home,79,84,False,46.5,13.5,21.9,19.7,51.6,17.8,28.6,47.5,-5
401857009,2026-06-21,129689,GSV,17,LVA,away,away,73,92,False,45.5,11.8,32.4,26.9,71.6,15.0,9.1,17.2,-19
401857009,2026-06-21,17,LVA,129689,GSV,home,home,92,73,True,71.6,15.0,9.1,17.2,45.5,11.8,32.4,26.9,19
401857008,2026-06-20,19,CHI,3,DAL,away,away,92,93,False,52.1,15.3,33.3,41.4,52.1,13.6,23.1,28.8,-1
401857008,2026-06-20,3,DAL,19,CHI,home,home,93,92,True,52.1,13.6,23.1,28.8,52.1,15.3,33.3,41.4,1
401857007,2026-06-20,14,SEA,11,PHX,away,away,73,93,False,41.4,11.4,22.0,24.3,57.1,15.8,25.9,41.3,-20
401857007,2026-06-20,11,PHX,14,SEA,home,home,93,73,True,57.1,15.8,25.9,41.3,41.4,11.4,22.0,24.3,20
401857006,2026-06-20,5,IND,20,ATL,away,away,96,113,False,59.0,19.9,14.8,31.3,57.5,7.9,31.6,38.8,-17
401857006,2026-06-20,20,ATL,5,IND,home,home,113,96,True,57.5,7.9,31.6,38.8,59.0,19.9,14.8,31.3,17
401857005,2026-06-19,8,MIN,129689,GSV,away,away,81,75,True,44.1,14.3,32.4,33.8,43.2,13.8,30.2,23.0,6
401857005,2026-06-19,129689,GSV,8,MIN,home,home,75,81,False,43.2,13.8,30.2,23.0,44.1,14.3,32.4,33.8,-6
401857003,2026-06-19,131935,TOR,18,CON,away,away,101,97,True,61.2,15.8,30.3,11.8,50.0,8.4,34.3,34.2,4
401857003,2026-06-19,18,CON,131935,TOR,home,home,97,101,False,50.0,8.4,34.3,34.2,61.2,15.8,30.3,11.8,-4
401857004,2026-06-19,16,WAS,9,NYL,away,away,86,83,True,51.6,12.6,24.2,51.6,51.5,15.8,17.9,30.3,3
401857004,2026-06-19,9,NYL,16,WAS,home,home,83,86,False,51.5,15.8,17.9,30.3,51.6,12.6,24.2,51.6,-3
401857002,2026-06-18,20,ATL,5,IND,away,away,108,101,True,58.7,12.4,27.6,50.7,61.9,19.2,19.2,46.0,7
401857002,2026-06-18,5,IND,20,ATL,home,home,101,108,False,61.9,19.2,19.2,46.0,58.7,12.4,27.6,50.7,-7
401856998,2026-06-17,3,DAL,129689,GSV,away,away,80,91,False,53.9,10.1,5.9,25.0,55.6,14.8,28.1,42.9,-11
401856998,2026-06-17,129689,GSV,3,DAL,home,home,91,80,True,55.6,14.8,28.1,42.9,53.9,10.1,5.9,25.0,11
401856999,2026-06-17,8,MIN,6,LAS,away,away,99,83,True,61.8,20.4,27.6,19.4,47.5,19.5,16.1,53.3,16
401856999,2026-06-17,6,LAS,8,MIN,home,home,83,99,False,47.5,19.5,16.1,53.3,61.8,20.4,27.6,19.4,-16
401857000,2026-06-17,17,LVA,11,PHX,away,away,86,76,True,49.3,10.2,26.5,36.8,55.3,24.1,20.0,24.6,10
401857000,2026-06-17,11,PHX,17,LVA,home,home,76,86,False,55.3,24.1,20.0,24.6,49.3,10.2,26.5,36.8,-10
401857001,2026-06-17,14,SEA,132052,PDX,away,away,89,94,False,54.5,13.7,30.8,28.4,50.7,12.8,37.8,38.6,-5
401857001,2026-06-17,132052,PDX,14,SEA,home,home,94,89,True,50.7,12.8,37.8,38.6,54.5,13.7,30.8,28.4,5
401856997,2026-06-17,9,NYL,19,CHI,away,away,96,95,True,56.8,14.6,32.3,34.8,57.7,11.4,22.6,21.1,1
401856997,2026-06-17,19,CHI,9,NYL,home,home,95,96,False,57.7,11.4,22.6,21.1,56.8,14.6,32.3,34.8,-1
401856996,2026-06-17,16,WAS,18,CON,away,away,88,81,True,53.6,16.0,17.4,54.5,48.5,6.0,19.4,33.8,7
401856996,2026-06-17,18,CON,16,WAS,home,home,81,88,False,48.5,6.0,19.4,33.8,53.6,16.0,17.4,54.5,-7
401856995,2026-06-16,131935,TOR,5,IND,away,away,91,113,False,52.7,12.6,13.2,25.3,61.6,16.1,31.2,47.8,-22
401856995,2026-06-16,5,IND,131935,TOR,home,home,113,91,True,61.6,16.1,31.2,47.8,52.7,12.6,13.2,25.3,22
401856994,2026-06-15,6,LAS,129689,GSV,away,away,58,78,False,35.8,17.9,23.5,33.3,47.7,10.8,21.9,28.8,-20
401856994,2026-06-15,129689,GSV,6,LAS,home,home,78,58,True,47.7,10.8,21.9,28.8,35.8,17.9,23.5,33.3,20
401856992,2026-06-15,17,LVA,3,DAL,away,away,66,96,False,43.4,16.3,17.5,13.2,56.3,8.0,25.0,29.6,-30
401856992,2026-06-15,3,DAL,17,LVA,home,home,96,66,True,56.3,8.0,25.0,29.6,43.4,16.3,17.5,13.2,30
401856993,2026-06-15,132052,PDX,8,MIN,away,away,74,107,False,47.8,22.1,29.4,15.9,61.0,13.0,48.5,28.6,-33
401856993,2026-06-15,8,MIN,132052,PDX,home,home,107,74,True,61.0,13.0,48.5,28.6,47.8,22.1,29.4,15.9,33
401856990,2026-06-14,16,WAS,9,NYL,away,away,64,86,False,38.7,17.0,32.4,22.5,58.8,20.3,20.0,38.6,-22
401856990,2026-06-14,9,NYL,16,WAS,home,home,86,64,True,58.8,20.3,20.0,38.6,38.7,17.0,32.4,22.5,22
401856991,2026-06-14,20,ATL,131935,TOR,away,away,102,77,True,52.4,8.1,42.4,24.4,50.0,17.2,14.3,24.6,25
401856991,2026-06-14,131935,TOR,20,ATL,home,home,77,102,False,50.0,17.2,14.3,24.6,52.4,8.1,42.4,24.4,-25
401856989,2026-06-13,6,LAS,11,PHX,away,away,111,102,True,57.6,11.0,25.6,29.1,58.1,14.8,25.0,18.8,9
401856989,2026-06-13,11,PHX,6,LAS,home,home,102,111,False,58.1,14.8,25.0,18.8,57.6,11.0,25.6,29.1,-9
401856988,2026-06-13,3,DAL,132052,PDX,away,away,83,84,False,43.9,10.5,30.8,35.1,54.4,14.0,14.7,19.1,-1
401856988,2026-06-13,132052,PDX,3,DAL,home,home,84,83,True,54.4,14.0,14.7,19.1,43.9,10.5,30.8,35.1,1
401856987,2026-06-13,8,MIN,17,LVA,away,away,97,100,False,54.7,10.9,33.3,24.3,61.9,12.7,35.5,28.4,-3
401856987,2026-06-13,17,LVA,8,MIN,home,home,100,97,True,61.9,12.7,35.5,28.4,54.7,10.9,33.3,24.3,3
401856986,2026-06-13,5,IND,18,CON,away,away,85,75,True,59.0,19.7,34.6,31.1,46.0,10.2,23.7,12.0,10
401856986,2026-06-13,18,CON,5,IND,home,home,75,85,False,46.0,10.2,23.7,12.0,59.0,19.7,34.6,31.1,-10
401856985,2026-06-12,129689,GSV,14,SEA,away,away,76,72,True,42.4,14.6,28.6,34.8,45.5,13.0,20.7,27.3,4
401856985,2026-06-12,14,SEA,129689,GSV,home,home,72,76,False,45.5,13.0,20.7,27.3,42.4,14.6,28.6,34.8,-4
401856984,2026-06-12,131935,TOR,16,WAS,away,away,85,86,False,53.9,19.1,17.2,28.1,49.2,22.3,48.4,40.0,-1
401856984,2026-06-12,16,WAS,131935,TOR,home,home,86,85,True,49.2,22.3,48.4,40.0,53.9,19.1,17.2,28.1,1
401856983,2026-06-11,17,LVA,132052,PDX,away,away,105,89,True,59.7,14.2,48.6,40.3,58.8,10.9,3.8,17.6,16
401856983,2026-06-11,132052,PDX,17,LVA,home,home,89,105,False,58.8,10.9,3.8,17.6,59.7,14.2,48.6,40.3,-16
401856982,2026-06-11,11,PHX,3,DAL,away,away,70,85,False,43.8,18.2,18.9,28.1,54.9,17.7,23.3,11.3,-15
401856982,2026-06-11,3,DAL,11,PHX,home,home,85,70,True,54.9,17.7,23.3,11.3,43.8,18.2,18.9,28.1,15
401856981,2026-06-11,9,NYL,20,ATL,away,away,104,90,True,67.8,21.0,31.8,47.5,50.0,5.4,21.4,36.0,14
401856981,2026-06-11,20,ATL,9,NYL,home,home,90,104,False,50.0,5.4,21.4,36.0,67.8,21.0,31.8,47.5,-14
401856980,2026-06-11,19,CHI,5,IND,away,away,106,114,False,48.7,14.6,32.5,49.4,48.9,13.0,47.5,35.6,-8
401856980,2026-06-11,5,IND,19,CHI,home,home,114,106,True,48.9,13.0,47.5,35.6,48.7,14.6,32.5,49.4,8
401856979,2026-06-10,6,LAS,14,SEA,away,away,88,83,True,44.7,9.5,30.2,33.3,53.9,17.4,16.7,25.0,5
401856979,2026-06-10,14,SEA,6,LAS,home,home,83,88,False,53.9,17.4,16.7,25.0,44.7,9.5,30.2,33.3,-5
401856978,2026-06-10,18,CON,131935,TOR,away,away,102,106,False,52.0,16.6,51.4,50.0,50.7,11.1,31.4,62.3,-4
401856978,2026-06-10,131935,TOR,18,CON,home,home,106,102,True,50.7,11.1,31.4,62.3,52.0,16.6,51.4,50.0,4
401856977,2026-06-09,11,PHX,129689,GSV,away,away,81,87,False,53.1,14.1,30.0,27.7,52.5,10.9,20.0,45.9,-6
401856977,2026-06-09,129689,GSV,11,PHX,home,home,87,81,True,52.5,10.9,20.0,45.9,53.1,14.1,30.0,27.7,6
401856976,2026-06-09,3,DAL,8,MIN,away,away,76,100,False,42.9,12.8,18.6,13.0,58.5,13.2,20.7,25.4,-24
401856976,2026-06-09,8,MIN,3,DAL,home,home,100,76,True,58.5,13.2,20.7,25.4,42.9,12.8,18.6,13.0,24
401856975,2026-06-09,20,ATL,19,CHI,away,away,82,75,True,47.9,17.2,36.4,22.9,52.8,19.0,14.3,47.2,7
401856975,2026-06-09,19,CHI,20,ATL,home,home,75,82,False,52.8,19.0,14.3,47.2,47.9,17.2,36.4,22.9,-7
401856974,2026-06-08,14,SEA,17,LVA,away,away,91,101,False,52.7,10.0,17.6,20.3,57.1,13.0,34.4,34.3,-10
401856974,2026-06-08,17,LVA,14,SEA,home,home,101,91,True,57.1,13.0,34.4,34.3,52.7,10.0,17.6,20.3,10
401856972,2026-06-08,9,NYL,18,CON,away,away,89,80,True,52.5,20.5,30.0,47.5,47.9,11.1,17.5,32.9,9
401856972,2026-06-08,18,CON,9,NYL,home,home,80,89,False,47.9,11.1,17.5,32.9,52.5,20.5,30.0,47.5,-9
401856973,2026-06-08,5,IND,16,WAS,away,away,78,76,True,51.5,19.1,10.3,21.2,50.9,18.0,16.7,41.4,2
401856973,2026-06-08,16,WAS,5,IND,home,home,76,78,False,50.9,18.0,16.7,41.4,51.5,19.1,10.3,21.2,-2
401856971,2026-06-07,132052,PDX,6,LAS,away,away,72,89,False,38.2,15.5,34.1,30.6,48.0,12.4,34.9,29.3,-17
401856971,2026-06-07,6,LAS,132052,PDX,home,home,89,72,True,48.0,12.4,34.9,29.3,38.2,15.5,34.1,30.6,17
401856970,2026-06-07,19,CHI,131935,TOR,away,away,68,85,False,40.0,17.3,17.5,40.0,41.6,9.2,26.8,35.1,-17
401856970,2026-06-07,131935,TOR,19,CHI,home,home,85,68,True,41.6,9.2,26.8,35.1,40.0,17.3,17.5,40.0,17
401856969,2026-06-06,5,IND,9,NYL,away,away,75,83,False,45.8,15.1,20.9,20.8,37.9,11.6,28.9,60.6,-8
401856969,2026-06-06,9,NYL,5,IND,home,home,83,75,True,37.9,11.6,28.9,60.6,45.8,15.1,20.9,20.8,8
401856968,2026-06-06,16,WAS,20,ATL,away,away,77,109,False,49.1,19.6,23.5,46.6,58.3,11.6,47.1,62.1,-32
401856968,2026-06-06,20,ATL,16,WAS,home,home,109,77,True,58.3,11.6,47.1,62.1,49.1,19.6,23.5,46.6,32
401856967,2026-06-06,129689,GSV,17,LVA,away,away,79,84,False,46.5,10.2,25.0,23.6,53.2,13.1,17.6,34.9,-5
401856967,2026-06-06,17,LVA,129689,GSV,home,home,84,79,True,53.2,13.1,17.6,34.9,46.5,10.2,25.0,23.6,5
401856966,2026-06-06,14,SEA,8,MIN,away,away,68,88,False,43.7,23.1,30.3,25.4,53.2,13.0,34.2,10.4,-20
401856966,2026-06-06,8,MIN,14,SEA,home,home,88,68,True,53.2,13.0,34.2,10.4,43.7,23.1,30.3,25.4,20
401856964,2026-06-05,3,DAL,6,LAS,away,away,104,96,True,59.7,12.4,37.1,23.4,60.4,18.2,28.6,31.3,8
401856964,2026-06-05,6,LAS,3,DAL,home,home,96,104,False,60.4,18.2,28.6,31.3,59.7,12.4,37.1,23.4,-8
401856965,2026-06-05,11,PHX,132052,PDX,away,away,78,72,True,47.6,14.3,22.6,35.5,50.9,23.7,32.0,29.8,6
401856965,2026-06-05,132052,PDX,11,PHX,home,home,72,78,False,50.9,23.7,32.0,29.8,47.6,14.3,22.6,35.5,-6
401856963,2026-06-05,18,CON,19,CHI,away,away,80,85,False,45.1,15.7,40.0,29.6,50.7,13.5,21.2,32.8,-5
401856963,2026-06-05,19,CHI,18,CON,home,home,85,80,True,50.7,13.5,21.2,32.8,45.1,15.7,40.0,29.6,5
401856962,2026-06-04,129689,GSV,8,MIN,away,away,84,87,False,48.7,8.0,23.7,13.2,48.6,12.9,38.9,26.0,-3
401856962,2026-06-04,8,MIN,129689,GSV,home,home,87,84,True,48.6,12.9,38.9,26.0,48.7,8.0,23.7,13.2,3
401856961,2026-06-04,20,ATL,5,IND,away,away,71,83,False,38.8,12.4,23.7,35.8,56.3,16.7,22.2,23.8,-12
401856961,2026-06-04,5,IND,20,ATL,home,home,83,71,True,56.3,16.7,22.2,23.8,38.8,12.4,23.7,35.8,12
401856960,2026-06-03,11,PHX,14,SEA,away,away,72,68,True,39.8,14.6,25.0,42.2,44.5,15.7,10.5,6.8,4
401856960,2026-06-03,14,SEA,11,PHX,home,home,68,72,False,44.5,15.7,10.5,6.8,39.8,14.6,25.0,42.2,-4
401856959,2026-06-03,131935,TOR,9,NYL,away,away,82,97,False,49.3,8.1,21.6,13.3,56.3,11.1,31.4,28.2,-15
401856959,2026-06-03,9,NYL,131935,TOR,home,home,97,82,True,56.3,11.1,31.4,28.2,49.3,8.1,21.6,13.3,15
401856957,2026-06-02,132052,PDX,129689,GSV,away,away,77,95,False,53.3,18.1,29.6,26.2,59.4,8.3,31.0,26.1,-18
401856957,2026-06-02,129689,GSV,132052,PDX,home,home,95,77,True,59.4,8.3,31.0,26.1,53.3,18.1,29.6,26.2,18
401856958,2026-06-02,17,LVA,6,LAS,away,away,79,69,True,50.7,11.6,21.1,23.2,35.4,12.5,18.2,41.5,10
401856958,2026-06-02,6,LAS,17,LVA,home,home,69,79,False,35.4,12.5,18.2,41.5,50.7,11.6,21.1,23.2,-10
401856955,2026-06-02,18,CON,20,ATL,away,away,75,91,False,50.9,17.1,10.3,52.7,57.4,14.6,26.5,26.5,-16
401856955,2026-06-02,20,ATL,18,CON,home,home,91,75,True,57.4,14.6,26.5,26.5,50.9,17.1,10.3,52.7,16
401856956,2026-06-02,19,CHI,16,WAS,away,away,72,90,False,48.4,20.2,14.7,25.0,47.9,15.5,41.5,43.8,-18
401856956,2026-06-02,16,WAS,19,CHI,home,home,90,72,True,47.9,15.5,41.5,43.8,48.4,20.2,14.7,25.0,18
401856954,2026-06-01,8,MIN,11,PHX,away,away,111,77,True,71.0,12.8,38.1,18.8,42.2,15.6,28.9,42.2,34
401856954,2026-06-01,11,PHX,8,MIN,home,home,77,111,False,42.2,15.6,28.9,42.2,71.0,12.8,38.1,18.8,-34
401856953,2026-06-01,14,SEA,3,DAL,away,away,56,79,False,36.1,19.9,16.7,27.9,38.9,8.0,37.5,29.6,-23
401856953,2026-06-01,3,DAL,14,SEA,home,home,79,56,True,38.9,8.0,37.5,29.6,36.1,19.9,16.7,27.9,23
401856952,2026-05-31,17,LVA,129689,GSV,away,away,91,81,True,53.6,16.1,33.3,30.4,44.6,12.8,21.4,23.0,10
401856952,2026-05-31,129689,GSV,17,LVA,home,home,81,91,False,44.6,12.8,21.4,23.0,53.6,16.1,33.3,30.4,-10
401856951,2026-05-30,5,IND,132052,PDX,away,away,84,100,False,45.7,18.8,34.6,60.3,57.9,12.2,32.0,28.6,-16
401856951,2026-05-30,132052,PDX,5,IND,home,home,100,84,True,57.9,12.2,32.0,28.6,45.7,18.8,34.6,60.3,16
401856950,2026-05-30,6,LAS,18,CON,away,away,81,84,False,47.0,17.1,30.6,39.4,46.3,16.6,40.0,46.3,-3
401856950,2026-05-30,18,CON,6,LAS,home,home,84,81,True,46.3,16.6,40.0,46.3,47.0,17.1,30.6,39.4,3
401856949,2026-05-30,14,SEA,131935,TOR,away,away,72,93,False,45.8,18.6,24.3,11.3,52.5,14.0,20.7,55.9,-21
401856949,2026-05-30,131935,TOR,14,SEA,home,home,93,72,True,52.5,14.0,20.7,55.9,45.8,18.6,24.3,11.3,21
401856948,2026-05-29,20,ATL,132052,PDX,away,away,86,66,True,50.7,16.3,41.4,29.4,52.7,32.0,26.1,14.3,20
401856948,2026-05-29,132052,PDX,20,ATL,home,home,66,86,False,52.7,32.0,26.1,14.3,50.7,16.3,41.4,29.4,-20
401856945,2026-05-29,11,PHX,9,NYL,away,away,68,75,False,38.7,11.2,8.3,35.5,50.0,19.2,25.9,28.3,-7
401856945,2026-05-29,9,NYL,11,PHX,home,home,75,68,True,50.0,19.2,25.9,28.3,38.7,11.2,8.3,35.5,7
401856946,2026-05-29,6,LAS,16,WAS,away,away,92,87,True,54.5,15.2,27.3,42.4,54.9,16.9,25.9,47.5,5
401856946,2026-05-29,16,WAS,6,LAS,home,home,87,92,False,54.9,16.9,25.9,47.5,54.5,15.2,27.3,42.4,-5
401856947,2026-05-29,8,MIN,19,CHI,away,away,79,58,True,45.1,15.1,15.8,25.4,32.1,17.9,19.6,25.7,21
401856947,2026-05-29,19,CHI,8,MIN,home,home,58,79,False,32.1,17.9,19.6,25.7,45.1,15.1,15.8,25.4,-21
401856944,2026-05-28,5,IND,129689,GSV,away,away,88,90,False,47.3,11.8,19.4,28.8,51.5,12.0,22.9,41.2,-2
401856944,2026-05-28,129689,GSV,5,IND,home,home,90,88,True,51.5,12.0,22.9,41.2,47.3,11.8,19.4,28.8,2
401856943,2026-05-28,17,LVA,3,DAL,away,away,87,95,False,48.8,5.4,20.5,14.6,56.7,11.5,24.2,32.8,-8
401856943,2026-05-28,3,DAL,17,LVA,home,home,95,87,True,56.7,11.5,24.2,32.8,48.8,5.4,20.5,14.6,8
401856941,2026-05-27,18,CON,132052,PDX,away,away,61,71,False,39.5,19.2,41.2,35.5,52.9,23.3,24.0,46.2,-10
401856941,2026-05-27,132052,PDX,18,CON,home,home,71,61,True,52.9,23.3,24.0,46.2,39.5,19.2,41.2,35.5,10
401856942,2026-05-27,16,WAS,14,SEA,away,away,78,64,True,47.7,14.1,40.6,24.2,38.9,13.4,30.8,30.2,14
401856942,2026-05-27,14,SEA,16,WAS,home,home,64,78,False,38.9,13.4,30.8,30.2,47.7,14.1,40.6,24.2,-14
401856940,2026-05-27,20,ATL,8,MIN,away,away,81,96,False,53.1,18.2,34.5,24.6,64.9,16.4,22.7,14.9,-15
401856940,2026-05-27,8,MIN,20,ATL,home,home,96,81,True,64.9,16.4,22.7,14.9,53.1,18.2,34.5,24.6,15
401856939,2026-05-27,131935,TOR,19,CHI,away,away,111,104,True,65.2,14.1,35.7,45.5,52.7,9.3,25.0,38.7,7
401856939,2026-05-27,19,CHI,131935,TOR,home,home,104,111,False,52.7,9.3,25.0,38.7,65.2,14.1,35.7,45.5,-7
