game_id,game_date,player_id,player_name,team_abbreviation,opponent_team_abbreviation,home_away,minutes,points,rebounds,assists,turnovers,field_goals_made,field_goals_attempted,three_point_field_goals_made,free_throws_attempted,plus_minus,bench_ts_pct,bench_efg_pct
401857036,2026-07-02,2529183,Stefanie Dolson,SEA,PHX,away,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-15.0,0.0,0.0
401857036,2026-07-02,4432832,Zia Cooke,SEA,PHX,away,7.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,-7.0,0.0,0.0
401857036,2026-07-02,4704594,Marta Suarez,PHX,SEA,home,8.0,6.0,3.0,0.0,1.0,2.0,4.0,0.0,2.0,3.0,61.47540983606557,50.0
401857036,2026-07-02,4873359,Kyara Linskens,PHX,SEA,home,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
401857036,2026-07-02,5107404,Quionche Carter,PHX,SEA,home,11.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,7.0,12.886597938144332,0.0
401857036,2026-07-02,5274110,Monique Akoa Makani,PHX,SEA,home,14.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,8.0,75.0,75.0
401857035,2026-07-02,3913881,Alanna Smith,DAL,CON,away,14.0,11.0,3.0,0.0,0.0,4.0,6.0,2.0,3.0,1.0,75.13661202185791,83.33333333333334
401857035,2026-07-02,4399415,Maddy Siegrist,DAL,CON,away,13.0,7.0,3.0,0.0,0.0,3.0,6.0,1.0,0.0,-9.0,58.333333333333336,58.333333333333336
401857035,2026-07-02,4336633,Li Yueru,DAL,CON,away,10.0,5.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,132.9787234042553,150.0
401857035,2026-07-02,2529047,Odyssey Sims,DAL,CON,away,12.0,2.0,1.0,4.0,2.0,1.0,4.0,0.0,0.0,3.0,25.0,25.0
401857035,2026-07-02,4068159,Sug Sutton,DAL,CON,away,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-4.0,0.0,0.0
401857035,2026-07-02,4433807,Aziaha James,DAL,CON,away,12.0,4.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,-5.0,50.0,50.0
401857035,2026-07-02,4433408,Aaliyah Edwards,CON,DAL,home,19.0,11.0,3.0,4.0,2.0,4.0,7.0,0.0,7.0,-7.0,54.563492063492056,57.14285714285714
401857035,2026-07-02,4684384,Aneesah Morrow,CON,DAL,home,4.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,61.47540983606557,50.0
401857035,2026-07-02,3922628,Kennedy Burke,CON,DAL,home,26.0,8.0,2.0,1.0,0.0,3.0,6.0,0.0,3.0,-4.0,54.64480874316939,50.0
401857035,2026-07-02,4433514,Saniya Rivers,CON,DAL,home,13.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0,-4.0,33.33333333333333,33.33333333333333
401857034,2026-07-02,4398915,Naz Hillmon,ATL,WAS,away,26.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,42.51700680272109,30.0
401857034,2026-07-02,5108587,Madina Okot,ATL,WAS,away,8.0,4.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,-5.0,50.0,50.0
401857034,2026-07-02,4433431,Te-Hina Paopao,ATL,WAS,away,6.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,-5.0,0.0,0.0
401857034,2026-07-02,5105740,Indya Nivar,ATL,WAS,away,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0
401857034,2026-07-02,5208983,Isobel Borlase,ATL,WAS,away,8.0,3.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,-3.0,50.0,50.0
401857034,2026-07-02,4433411,Angela Dugalic,WAS,ATL,home,8.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,34.72222222222222,50.0
401857034,2026-07-02,5105737,Lauren Betts,WAS,ATL,home,12.0,4.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,6.0,100.0,100.0
401857034,2026-07-02,4433815,Lucy Olsen,WAS,ATL,home,5.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,7.0,150.0,150.0
401857034,2026-07-02,5122345,Cassandre Prosper,WAS,ATL,home,18.0,2.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,13.0,25.0,25.0
401857034,2026-07-02,5349415,Alicia Florez,WAS,ATL,home,27.0,13.0,6.0,7.0,4.0,5.0,8.0,2.0,2.0,16.0,73.1981981981982,75.0
401857321,2026-06-30,2529458,Cheyenne Parker-Tyus,LVA,NYL,away,19.0,8.0,8.0,2.0,0.0,3.0,8.0,0.0,2.0,0.0,45.04504504504504,37.5
401857321,2026-06-30,3142086,Brianna Turner,LVA,NYL,away,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.0,0.0,0.0
401857321,2026-06-30,4433633,Kierstan Bell,LVA,NYL,away,11.0,7.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,7.0,70.0,70.0
401857321,2026-06-30,4280892,Chennedy Carter,LVA,NYL,away,25.0,18.0,3.0,3.0,1.0,7.0,14.0,0.0,5.0,10.0,55.55555555555556,50.0
401857321,2026-06-30,4790258,Raquel Carrera,NYL,LVA,home,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,-7.0,113.63636363636364,
401857321,2026-06-30,2327695,Rebekah Gardner,NYL,LVA,home,12.0,7.0,1.0,0.0,2.0,3.0,5.0,0.0,1.0,-16.0,64.33823529411764,60.0
401857321,2026-06-30,4038379,Marine Johannes,NYL,LVA,home,19.0,7.0,3.0,0.0,0.0,3.0,7.0,1.0,0.0,-13.0,50.0,50.0
401857033,2026-06-28,4790258,Raquel Carrera,NYL,GSV,away,8.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,
401857033,2026-06-28,4337216,Han Xu,NYL,GSV,away,10.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.0,106.38297872340425,150.0
401857033,2026-06-28,2327695,Rebekah Gardner,NYL,GSV,away,15.0,4.0,5.0,1.0,0.0,2.0,6.0,0.0,0.0,1.0,33.33333333333333,33.33333333333333
401857033,2026-06-28,2593770,Betnijah Laney-Hamilton,NYL,GSV,away,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-13.0,,
401857033,2026-06-28,3102133,Rebecca Allen,NYL,GSV,away,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0
401857033,2026-06-28,4038379,Marine Johannes,NYL,GSV,away,18.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,0.0,17.0,30.0,30.0
401857033,2026-06-28,4432834,Laeticia Amihere,GSV,NYL,home,15.0,0.0,5.0,3.0,2.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0
401857033,2026-06-28,4790264,Janelle Salaun,GSV,NYL,home,14.0,10.0,4.0,1.0,0.0,4.0,8.0,0.0,2.0,7.0,56.3063063063063,50.0
401857033,2026-06-28,4066546,Nadia Fingall,GSV,NYL,home,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,,
401857033,2026-06-28,1054,Tiffany Hayes,GSV,NYL,home,18.0,8.0,1.0,2.0,0.0,3.0,8.0,2.0,0.0,7.0,50.0,50.0
401857033,2026-06-28,4065780,Kaila Charles,GSV,NYL,home,23.0,13.0,2.0,1.0,0.0,6.0,12.0,0.0,2.0,1.0,50.46583850931676,50.0
401857033,2026-06-28,4899328,Kaitlyn Chen,GSV,NYL,home,13.0,8.0,0.0,2.0,0.0,3.0,5.0,0.0,2.0,-16.0,68.02721088435374,60.0
401857033,2026-06-28,5277552,Juste Jocyte,GSV,NYL,home,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.0,0.0,0.0
401857032,2026-06-28,2529458,Cheyenne Parker-Tyus,LVA,CHI,away,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0
401857032,2026-06-28,3142086,Brianna Turner,LVA,CHI,away,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,
401857032,2026-06-28,4433633,Kierstan Bell,LVA,CHI,away,10.0,5.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,10.0,62.5,62.5
401857032,2026-06-28,2987869,Jewell Loyd,LVA,CHI,away,28.0,6.0,1.0,0.0,0.0,2.0,7.0,2.0,0.0,6.0,42.857142857142854,42.857142857142854
401857032,2026-06-28,4280892,Chennedy Carter,LVA,CHI,away,16.0,11.0,1.0,1.0,1.0,3.0,6.0,1.0,5.0,8.0,67.07317073170732,58.333333333333336
401857032,2026-06-28,2566081,Elizabeth Williams,CHI,LVA,home,10.0,10.0,3.0,1.0,0.0,5.0,7.0,0.0,1.0,-1.0,67.20430107526882,71.42857142857143
401857032,2026-06-28,981,Courtney Vandersloot,CHI,LVA,home,16.0,5.0,4.0,8.0,1.0,0.0,4.0,0.0,6.0,9.0,37.65060240963855,0.0
401857032,2026-06-28,2529137,Natasha Cloud,CHI,LVA,home,23.0,6.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,-6.0,61.47540983606557,62.5
401857032,2026-06-28,4432865,Jacy Sheldon,CHI,LVA,home,11.0,5.0,1.0,2.0,0.0,2.0,6.0,1.0,0.0,9.0,41.66666666666667,41.66666666666667
401857032,2026-06-28,4433433,Aicha Coulibaly,CHI,LVA,home,9.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,-11.0,33.33333333333333,33.33333333333333
401857031,2026-06-28,5105406,Frieda Buhner,PDX,WAS,away,22.0,9.0,1.0,1.0,0.0,3.0,10.0,1.0,2.0,6.0,41.36029411764706,35.0
401857031,2026-06-28,5209202,Nyadiew Puoch,PDX,WAS,away,19.0,9.0,2.0,1.0,0.0,3.0,6.0,2.0,2.0,10.0,65.40697674418605,66.66666666666666
401857031,2026-06-28,5108550,Serah Williams,PDX,WAS,away,14.0,4.0,7.0,0.0,0.0,1.0,3.0,0.0,2.0,12.0,51.54639175257733,33.33333333333333
401857031,2026-06-28,5108051,Jordan Harrison,PDX,WAS,away,7.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,,
401857031,2026-06-28,5346554,Teja Oblak,PDX,WAS,away,9.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,0.0,5.0,50.0,50.0
401857031,2026-06-28,4433411,Angela Dugalic,WAS,PDX,home,11.0,3.0,2.0,0.0,2.0,1.0,3.0,0.0,2.0,-19.0,38.659793814432994,33.33333333333333
401857031,2026-06-28,5105737,Lauren Betts,WAS,PDX,home,13.0,4.0,2.0,1.0,0.0,2.0,6.0,0.0,2.0,-4.0,29.069767441860467,33.33333333333333
401857031,2026-06-28,4433815,Lucy Olsen,WAS,PDX,home,14.0,4.0,2.0,1.0,0.0,1.0,4.0,0.0,2.0,1.0,40.98360655737705,25.0
401857031,2026-06-28,4583144,Cotie McMahon,WAS,PDX,home,21.0,5.0,1.0,2.0,0.0,2.0,5.0,1.0,0.0,-23.0,50.0,50.0
401857031,2026-06-28,5349415,Alicia Florez,WAS,PDX,home,34.0,8.0,3.0,4.0,2.0,4.0,7.0,0.0,2.0,1.0,50.76142131979695,57.14285714285714
401857030,2026-06-28,4596309,Liatu King,MIN,DAL,away,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,-9.0,,
401857030,2026-06-28,4873358,Antonia Delaere,MIN,DAL,away,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,
401857030,2026-06-28,5278237,Anastasiia Olairi Kosu,MIN,DAL,away,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,
401857030,2026-06-28,4280850,Maya Caldwell,MIN,DAL,away,10.0,5.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,-3.0,83.33333333333334,83.33333333333334
401857030,2026-06-28,4399415,Maddy Siegrist,DAL,MIN,home,24.0,12.0,5.0,2.0,1.0,3.0,4.0,0.0,7.0,3.0,84.7457627118644,75.0
401857030,2026-06-28,4336633,Li Yueru,DAL,MIN,home,5.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0
401857030,2026-06-28,4068159,Sug Sutton,DAL,MIN,home,9.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,-4.0,25.0,25.0
401857030,2026-06-28,4433807,Aziaha James,DAL,MIN,home,11.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,-1.0,20.491803278688526,0.0
401857029,2026-06-27,3142242,Amy Okonkwo,ATL,SEA,away,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,26.595744680851062,0.0
401857029,2026-06-27,5017721,Sika Kone,ATL,SEA,away,14.0,6.0,2.0,2.0,0.0,2.0,5.0,0.0,2.0,7.0,51.02040816326531,40.0
401857029,2026-06-27,4433431,Te-Hina Paopao,ATL,SEA,away,18.0,3.0,0.0,4.0,0.0,1.0,6.0,1.0,0.0,2.0,25.0,25.0
401857029,2026-06-27,5105740,Indya Nivar,ATL,SEA,away,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
401857029,2026-06-27,5208983,Isobel Borlase,ATL,SEA,away,14.0,7.0,2.0,1.0,1.0,3.0,6.0,1.0,0.0,-5.0,58.333333333333336,58.333333333333336
401857029,2026-06-27,3917453,Katie Lou Samuelson,SEA,ATL,home,17.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,2.0,10.0,20.491803278688526,0.0
401857029,2026-06-27,4433643,Mackenzie Holmes,SEA,ATL,home,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.81818181818182,
401857029,2026-06-27,4898400,Taylor Thierry,SEA,ATL,home,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.0,0.0,0.0
401857029,2026-06-27,2529183,Stefanie Dolson,SEA,ATL,home,13.0,5.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,-5.0,83.33333333333334,83.33333333333334
401857029,2026-06-27,4432832,Zia Cooke,SEA,ATL,home,11.0,6.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,-4.0,90.36144578313252,125.0
401857028,2026-06-27,2284331,Emma Cannon,LAS,IND,away,7.0,6.0,1.0,1.0,0.0,1.0,2.0,1.0,4.0,2.0,79.7872340425532,75.0
401857028,2026-06-27,4874375,Jihyun Park,LAS,IND,away,24.0,8.0,4.0,1.0,0.0,3.0,6.0,1.0,1.0,-11.0,62.11180124223602,58.333333333333336
401857028,2026-06-27,5107515,Laura Ziegler,LAS,IND,away,8.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,4.0,69.44444444444444,50.0
401857028,2026-06-27,4282168,Kiana Williams,LAS,IND,away,19.0,4.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,-1.0,28.57142857142857,28.57142857142857
401857028,2026-06-27,4609797,Ta'Niya Latson,LAS,IND,away,7.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,33.33333333333333,33.33333333333333
401857028,2026-06-27,5105729,Chance Gray,LAS,IND,away,11.0,6.0,0.0,4.0,0.0,2.0,4.0,0.0,2.0,-5.0,61.47540983606557,50.0
401857028,2026-06-27,3142055,Myisha Hines-Allen,IND,LAS,home,9.0,7.0,3.0,3.0,1.0,3.0,6.0,0.0,2.0,-2.0,50.872093023255815,50.0
401857028,2026-06-27,4433546,Makayla Timpson,IND,LAS,home,10.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,94.69696969696969,
401857028,2026-06-27,5105731,Grace VanSlooten,IND,LAS,home,5.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,-6.0,100.0,100.0
401857028,2026-06-27,2955898,Damiris Dantas,IND,LAS,home,4.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,-8.0,0.0,0.0
401857028,2026-06-27,3907781,Sophie Cunningham,IND,LAS,home,20.0,9.0,2.0,1.0,1.0,2.0,4.0,1.0,5.0,8.0,72.58064516129032,62.5
401857028,2026-06-27,4433797,Raven Johnson,IND,LAS,home,21.0,2.0,3.0,4.0,3.0,1.0,2.0,0.0,0.0,-1.0,50.0,50.0
401857028,2026-06-27,4898383,Bree Hall,IND,LAS,home,10.0,5.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,-4.0,50.0,50.0
401857027,2026-06-27,3919496,Valeriane Ayayi,PHX,TOR,away,27.0,20.0,6.0,2.0,3.0,7.0,14.0,2.0,4.0,8.0,63.45177664974619,57.14285714285714
401857027,2026-06-27,4704594,Marta Suarez,PHX,TOR,away,15.0,4.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,11.0,40.0,40.0
401857027,2026-06-27,4688629,Shay Ciezki,PHX,TOR,away,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0
401857027,2026-06-27,5107404,Quionche Carter,PHX,TOR,away,11.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,6.0,11.0,21.551724137931032,0.0
401857027,2026-06-27,5345444,Laura Juskaite,TOR,PHX,home,11.0,0.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0
401857027,2026-06-27,2569044,Temi Fagbenle,TOR,PHX,home,19.0,8.0,4.0,3.0,0.0,4.0,6.0,0.0,2.0,-1.0,58.139534883720934,66.66666666666666
401857027,2026-06-27,5355509,Tima Pouye,TOR,PHX,home,20.0,13.0,2.0,4.0,1.0,5.0,10.0,3.0,0.0,6.0,65.0,65.0
401857026,2026-06-26,5108587,Madina Okot,ATL,GSV,away,11.0,7.0,2.0,0.0,2.0,3.0,5.0,0.0,2.0,0.0,59.523809523809526,60.0
401857026,2026-06-26,4433431,Te-Hina Paopao,ATL,GSV,away,5.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,75.0,75.0
401857026,2026-06-26,5105740,Indya Nivar,ATL,GSV,away,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
401857026,2026-06-26,5208983,Isobel Borlase,ATL,GSV,away,18.0,2.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,6.0,20.0,20.0
401857026,2026-06-26,4432834,Laeticia Amihere,GSV,ATL,home,10.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,-5.0,0.0,0.0
401857026,2026-06-26,4790264,Janelle Salaun,GSV,ATL,home,22.0,8.0,7.0,0.0,0.0,2.0,7.0,2.0,2.0,0.0,50.76142131979695,42.857142857142854
401857026,2026-06-26,1054,Tiffany Hayes,GSV,ATL,home,22.0,12.0,2.0,5.0,5.0,4.0,6.0,0.0,5.0,4.0,73.17073170731709,66.66666666666666
401857026,2026-06-26,4065780,Kaila Charles,GSV,ATL,home,18.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,-4.0,34.72222222222222,0.0
401857026,2026-06-26,4899328,Kaitlyn Chen,GSV,ATL,home,18.0,13.0,3.0,1.0,4.0,5.0,9.0,1.0,2.0,-2.0,65.78947368421052,61.111111111111114
401857024,2026-06-26,4433411,Angela Dugalic,WAS,CON,away,8.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,50.0,50.0
401857024,2026-06-26,5105737,Lauren Betts,WAS,CON,away,17.0,5.0,6.0,2.0,1.0,2.0,5.0,0.0,4.0,10.0,36.98224852071006,40.0
401857024,2026-06-26,4433815,Lucy Olsen,WAS,CON,away,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0
401857024,2026-06-26,4583144,Cotie McMahon,WAS,CON,away,24.0,4.0,2.0,2.0,2.0,1.0,4.0,0.0,4.0,0.0,34.72222222222222,25.0
401857024,2026-06-26,4433408,Aaliyah Edwards,CON,WAS,home,18.0,6.0,5.0,0.0,2.0,3.0,5.0,0.0,0.0,-4.0,60.0,60.0
401857024,2026-06-26,5105732,Raegan Beers,CON,WAS,home,9.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,7.0,52.083333333333336,50.0
401857024,2026-06-26,5345319,Nell Angloma,CON,WAS,home,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0
401857024,2026-06-26,3922628,Kennedy Burke,CON,WAS,home,28.0,11.0,3.0,2.0,1.0,3.0,9.0,3.0,3.0,4.0,53.29457364341085,50.0
401857024,2026-06-26,5106232,Ashlon Jackson,CON,WAS,home,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,,
401857025,2026-06-26,5105406,Frieda Buhner,PDX,CHI,away,21.0,10.0,5.0,2.0,0.0,4.0,7.0,1.0,1.0,-21.0,67.20430107526882,64.28571428571429
401857025,2026-06-26,5209202,Nyadiew Puoch,PDX,CHI,away,14.0,2.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,-5.0,22.52252252252252,25.0
401857025,2026-06-26,5108550,Serah Williams,PDX,CHI,away,11.0,6.0,0.0,1.0,0.0,3.0,6.0,0.0,2.0,-9.0,43.604651162790695,50.0
401857025,2026-06-26,4433690,Holly Winterburn,PDX,CHI,away,3.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,-3.0,33.33333333333333,33.33333333333333
401857025,2026-06-26,5108051,Jordan Harrison,PDX,CHI,away,13.0,3.0,2.0,3.0,0.0,1.0,4.0,0.0,2.0,-7.0,30.737704918032787,25.0
401857025,2026-06-26,5346554,Teja Oblak,PDX,CHI,away,10.0,5.0,2.0,0.0,2.0,2.0,7.0,1.0,0.0,-20.0,35.714285714285715,35.714285714285715
401857025,2026-06-26,2566081,Elizabeth Williams,CHI,PDX,home,19.0,8.0,5.0,4.0,0.0,3.0,5.0,0.0,5.0,27.0,55.55555555555556,60.0
401857025,2026-06-26,981,Courtney Vandersloot,CHI,PDX,home,14.0,10.0,3.0,7.0,2.0,4.0,4.0,1.0,1.0,-1.0,112.6126126126126,112.5
401857025,2026-06-26,2529137,Natasha Cloud,CHI,PDX,home,18.0,2.0,1.0,4.0,2.0,1.0,3.0,0.0,0.0,12.0,33.33333333333333,33.33333333333333
401857025,2026-06-26,2566186,Rachel Banham,CHI,PDX,home,12.0,8.0,0.0,1.0,0.0,3.0,4.0,2.0,0.0,12.0,100.0,100.0
401857025,2026-06-26,4432865,Jacy Sheldon,CHI,PDX,home,15.0,11.0,2.0,0.0,0.0,4.0,6.0,1.0,2.0,10.0,79.94186046511628,75.0
401857022,2026-06-25,924,Alysha Clark,DAL,LVA,away,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-3.0,0.0,0.0
401857022,2026-06-25,4399415,Maddy Siegrist,DAL,LVA,away,12.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,-3.0,33.33333333333333,33.33333333333333
401857022,2026-06-25,4336633,Li Yueru,DAL,LVA,away,7.0,5.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,-7.0,56.3063063063063,50.0
401857022,2026-06-25,4068159,Sug Sutton,DAL,LVA,away,7.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,-3.0,150.0,150.0
401857022,2026-06-25,4433807,Aziaha James,DAL,LVA,away,13.0,8.0,1.0,3.0,3.0,3.0,5.0,0.0,2.0,4.0,68.02721088435374,60.0
401857022,2026-06-25,2529458,Cheyenne Parker-Tyus,LVA,DAL,home,17.0,13.0,2.0,3.0,0.0,4.0,7.0,0.0,6.0,9.0,67.42738589211618,57.14285714285714
401857022,2026-06-25,3142086,Brianna Turner,LVA,DAL,home,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,,
