player_id,rapm_style_points_per_100_events,rapm_events,rapm_model_status
1628277.0,50.767,3428,rapm_style_scoring_event_ridge
1643443.0,47.947,3428,rapm_style_scoring_event_ridge
1630143.0,44.661,3428,rapm_style_scoring_event_ridge
1643447.0,43.243,3428,rapm_style_scoring_event_ridge
1642798.0,39.942,3428,rapm_style_scoring_event_ridge
1631086.0,38.148,3428,rapm_style_scoring_event_ridge
204365.0,37.178,3428,rapm_style_scoring_event_ridge
1642786.0,34.977,3428,rapm_style_scoring_event_ridge
1631009.0,34.468,3428,rapm_style_scoring_event_ridge
1642782.0,34.026,3428,rapm_style_scoring_event_ridge
1643506.0,33.789,3428,rapm_style_scoring_event_ridge
1643505.0,32.404,3428,rapm_style_scoring_event_ridge
1630386.0,30.815,3428,rapm_style_scoring_event_ridge
1642802.0,30.383,3428,rapm_style_scoring_event_ridge
203827.0,29.617,3428,rapm_style_scoring_event_ridge
1630993.0,29.593,3428,rapm_style_scoring_event_ridge
203833.0,29.354,3428,rapm_style_scoring_event_ridge
1643426.0,29.327,3428,rapm_style_scoring_event_ridge
1643489.0,27.361,3428,rapm_style_scoring_event_ridge
204323.0,26.645,3428,rapm_style_scoring_event_ridge
1630148.0,26.472,3428,rapm_style_scoring_event_ridge
1630442.0,26.172,3428,rapm_style_scoring_event_ridge
1628915.0,25.956,3428,rapm_style_scoring_event_ridge
1629479.0,25.18,3428,rapm_style_scoring_event_ridge
1642785.0,24.653,3428,rapm_style_scoring_event_ridge
1630150.0,24.088,3428,rapm_style_scoring_event_ridge
1643445.0,23.577,3428,rapm_style_scoring_event_ridge
1628276.0,22.451,3428,rapm_style_scoring_event_ridge
1643428.0,22.315,3428,rapm_style_scoring_event_ridge
1629482.0,21.791,3428,rapm_style_scoring_event_ridge
1628922.0,21.767,3428,rapm_style_scoring_event_ridge
1642210.0,20.751,3428,rapm_style_scoring_event_ridge
203866.0,20.747,3428,rapm_style_scoring_event_ridge
1642304.0,20.615,3428,rapm_style_scoring_event_ridge
203822.0,20.444,3428,rapm_style_scoring_event_ridge
1642777.0,20.228,3428,rapm_style_scoring_event_ridge
1641652.0,20.15,3428,rapm_style_scoring_event_ridge
1643469.0,19.484,3428,rapm_style_scoring_event_ridge
1643448.0,18.706,3428,rapm_style_scoring_event_ridge
1643527.0,18.427,3428,rapm_style_scoring_event_ridge
1643441.0,18.197,3428,rapm_style_scoring_event_ridge
1642822.0,17.905,3428,rapm_style_scoring_event_ridge
1642794.0,16.729,3428,rapm_style_scoring_event_ridge
1627673.0,16.644,3428,rapm_style_scoring_event_ridge
1630142.0,15.465,3428,rapm_style_scoring_event_ridge
1642817.0,14.895,3428,rapm_style_scoring_event_ridge
1631118.0,14.431,3428,rapm_style_scoring_event_ridge
1629546.0,14.036,3428,rapm_style_scoring_event_ridge
203398.0,13.88,3428,rapm_style_scoring_event_ridge
1627671.0,13.735,3428,rapm_style_scoring_event_ridge
1641660.0,13.63,3428,rapm_style_scoring_event_ridge
1631135.0,13.414,3428,rapm_style_scoring_event_ridge
1643467.0,13.127,3428,rapm_style_scoring_event_ridge
1643453.0,12.911,3428,rapm_style_scoring_event_ridge
202252.0,12.329,3428,rapm_style_scoring_event_ridge
1629481.0,12.259,3428,rapm_style_scoring_event_ridge
1628899.0,12.205,3428,rapm_style_scoring_event_ridge
1642292.0,12.079,3428,rapm_style_scoring_event_ridge
201886.0,11.896,3428,rapm_style_scoring_event_ridge
203828.0,10.957,3428,rapm_style_scoring_event_ridge
1629498.0,10.316,3428,rapm_style_scoring_event_ridge
1629574.0,9.81,3428,rapm_style_scoring_event_ridge
1630097.0,9.653,3428,rapm_style_scoring_event_ridge
1643425.0,9.558,3428,rapm_style_scoring_event_ridge
1630471.0,9.087,3428,rapm_style_scoring_event_ridge
1643490.0,9.085,3428,rapm_style_scoring_event_ridge
1628932.0,9.019,3428,rapm_style_scoring_event_ridge
1628508.0,8.875,3428,rapm_style_scoring_event_ridge
1631007.0,8.754,3428,rapm_style_scoring_event_ridge
1642800.0,8.719,3428,rapm_style_scoring_event_ridge
1641656.0,8.578,3428,rapm_style_scoring_event_ridge
1642815.0,8.448,3428,rapm_style_scoring_event_ridge
203014.0,8.435,3428,rapm_style_scoring_event_ridge
1641648.0,7.787,3428,rapm_style_scoring_event_ridge
1642324.0,7.591,3428,rapm_style_scoring_event_ridge
1629501.0,7.409,3428,rapm_style_scoring_event_ridge
1643473.0,7.228,3428,rapm_style_scoring_event_ridge
1642801.0,7.053,3428,rapm_style_scoring_event_ridge
1629488.0,6.905,3428,rapm_style_scoring_event_ridge
204468.0,6.495,3428,rapm_style_scoring_event_ridge
1643420.0,5.761,3428,rapm_style_scoring_event_ridge
1631019.0,5.716,3428,rapm_style_scoring_event_ridge
1643449.0,5.525,3428,rapm_style_scoring_event_ridge
1630384.0,5.466,3428,rapm_style_scoring_event_ridge
1631055.0,5.337,3428,rapm_style_scoring_event_ridge
1629568.0,5.299,3428,rapm_style_scoring_event_ridge
1643427.0,4.652,3428,rapm_style_scoring_event_ridge
1630149.0,4.501,3428,rapm_style_scoring_event_ridge
1629484.0,4.246,3428,rapm_style_scoring_event_ridge
1628242.0,3.828,3428,rapm_style_scoring_event_ridge
203825.0,3.798,3428,rapm_style_scoring_event_ridge
1642321.0,3.74,3428,rapm_style_scoring_event_ridge
1630461.0,3.6,3428,rapm_style_scoring_event_ridge
203024.0,3.558,3428,rapm_style_scoring_event_ridge
1628269.0,3.088,3428,rapm_style_scoring_event_ridge
1629478.0,2.802,3428,rapm_style_scoring_event_ridge
1628279.0,2.629,3428,rapm_style_scoring_event_ridge
1629477.0,2.214,3428,rapm_style_scoring_event_ridge
1642768.0,1.6,3428,rapm_style_scoring_event_ridge
1643644.0,1.386,3428,rapm_style_scoring_event_ridge
1642797.0,0.829,3428,rapm_style_scoring_event_ridge
1629491.0,0.517,3428,rapm_style_scoring_event_ridge
203826.0,0.191,3428,rapm_style_scoring_event_ridge
204335.0,0.183,3428,rapm_style_scoring_event_ridge
1631044.0,-0.659,3428,rapm_style_scoring_event_ridge
1642767.0,-0.775,3428,rapm_style_scoring_event_ridge
1643433.0,-1.24,3428,rapm_style_scoring_event_ridge
1642820.0,-1.443,3428,rapm_style_scoring_event_ridge
1642296.0,-1.733,3428,rapm_style_scoring_event_ridge
1642775.0,-1.882,3428,rapm_style_scoring_event_ridge
204329.0,-2.553,3428,rapm_style_scoring_event_ridge
1642288.0,-2.56,3428,rapm_style_scoring_event_ridge
1630115.0,-2.663,3428,rapm_style_scoring_event_ridge
1643431.0,-3.543,3428,rapm_style_scoring_event_ridge
1642784.0,-3.671,3428,rapm_style_scoring_event_ridge
1642781.0,-4.284,3428,rapm_style_scoring_event_ridge
1642286.0,-5.266,3428,rapm_style_scoring_event_ridge
204333.0,-5.388,3428,rapm_style_scoring_event_ridge
204322.0,-6.046,3428,rapm_style_scoring_event_ridge
1642792.0,-6.252,3428,rapm_style_scoring_event_ridge
1643457.0,-6.324,3428,rapm_style_scoring_event_ridge
1629566.0,-6.534,3428,rapm_style_scoring_event_ridge
1628931.0,-6.83,3428,rapm_style_scoring_event_ridge
1641651.0,-7.069,3428,rapm_style_scoring_event_ridge
203400.0,-7.893,3428,rapm_style_scoring_event_ridge
1631022.0,-8.111,3428,rapm_style_scoring_event_ridge
1641695.0,-8.2,3428,rapm_style_scoring_event_ridge
1642826.0,-8.83,3428,rapm_style_scoring_event_ridge
1641649.0,-9.347,3428,rapm_style_scoring_event_ridge
1643479.0,-10.124,3428,rapm_style_scoring_event_ridge
1643455.0,-10.172,3428,rapm_style_scoring_event_ridge
1628881.0,-10.252,3428,rapm_style_scoring_event_ridge
1630108.0,-10.336,3428,rapm_style_scoring_event_ridge
1628882.0,-11.288,3428,rapm_style_scoring_event_ridge
1643436.0,-11.464,3428,rapm_style_scoring_event_ridge
1627668.0,-11.57,3428,rapm_style_scoring_event_ridge
1629497.0,-11.997,3428,rapm_style_scoring_event_ridge
1642814.0,-12.094,3428,rapm_style_scoring_event_ridge
204324.0,-12.304,3428,rapm_style_scoring_event_ridge
1643493.0,-12.72,3428,rapm_style_scoring_event_ridge
1642793.0,-13.527,3428,rapm_style_scoring_event_ridge
1631006.0,-13.636,3428,rapm_style_scoring_event_ridge
1628317.0,-13.94,3428,rapm_style_scoring_event_ridge
203824.0,-14.151,3428,rapm_style_scoring_event_ridge
1641650.0,-14.444,3428,rapm_style_scoring_event_ridge
1631021.0,-14.848,3428,rapm_style_scoring_event_ridge
1643444.0,-15.634,3428,rapm_style_scoring_event_ridge
204296.0,-16.491,3428,rapm_style_scoring_event_ridge
1643429.0,-16.975,3428,rapm_style_scoring_event_ridge
1630134.0,-17.997,3428,rapm_style_scoring_event_ridge
1629576.0,-18.334,3428,rapm_style_scoring_event_ridge
1642287.0,-18.393,3428,rapm_style_scoring_event_ridge
1628878.0,-18.405,3428,rapm_style_scoring_event_ridge
1629524.0,-18.476,3428,rapm_style_scoring_event_ridge
1629581.0,-20.039,3428,rapm_style_scoring_event_ridge
1627675.0,-20.283,3428,rapm_style_scoring_event_ridge
1643437.0,-20.455,3428,rapm_style_scoring_event_ridge
1628909.0,-20.853,3428,rapm_style_scoring_event_ridge
1642804.0,-21.048,3428,rapm_style_scoring_event_ridge
1630446.0,-21.505,3428,rapm_style_scoring_event_ridge
203026.0,-21.721,3428,rapm_style_scoring_event_ridge
1643525.0,-23.252,3428,rapm_style_scoring_event_ridge
1627700.0,-23.53,3428,rapm_style_scoring_event_ridge
1631141.0,-23.619,3428,rapm_style_scoring_event_ridge
1627701.0,-23.635,3428,rapm_style_scoring_event_ridge
1643462.0,-24.365,3428,rapm_style_scoring_event_ridge
1629567.0,-24.747,3428,rapm_style_scoring_event_ridge
1630154.0,-24.849,3428,rapm_style_scoring_event_ridge
1628886.0,-25.885,3428,rapm_style_scoring_event_ridge
1630112.0,-26.048,3428,rapm_style_scoring_event_ridge
1631136.0,-26.82,3428,rapm_style_scoring_event_ridge
1642291.0,-26.904,3428,rapm_style_scoring_event_ridge
1642307.0,-27.414,3428,rapm_style_scoring_event_ridge
1630996.0,-28.164,3428,rapm_style_scoring_event_ridge
1643487.0,-28.426,3428,rapm_style_scoring_event_ridge
1642289.0,-29.845,3428,rapm_style_scoring_event_ridge
1643488.0,-30.853,3428,rapm_style_scoring_event_ridge
1643494.0,-31.016,3428,rapm_style_scoring_event_ridge
1631083.0,-31.902,3428,rapm_style_scoring_event_ridge
1642290.0,-35.328,3428,rapm_style_scoring_event_ridge
1643430.0,-35.681,3428,rapm_style_scoring_event_ridge
1643450.0,-36.021,3428,rapm_style_scoring_event_ridge
1631263.0,-36.355,3428,rapm_style_scoring_event_ridge
1641683.0,-37.662,3428,rapm_style_scoring_event_ridge
1643438.0,-38.119,3428,rapm_style_scoring_event_ridge
1631039.0,-42.205,3428,rapm_style_scoring_event_ridge
1627674.0,-42.281,3428,rapm_style_scoring_event_ridge
1642809.0,-44.663,3428,rapm_style_scoring_event_ridge
203855.0,-49.792,3428,rapm_style_scoring_event_ridge
1642302.0,-49.797,3428,rapm_style_scoring_event_ridge
204319.0,-52.516,3428,rapm_style_scoring_event_ridge
1628278.0,-82.342,3428,rapm_style_scoring_event_ridge
