team_id,team_abbreviation,drtg,def_strength
1611661313,NYL,108.61337683523655,0.45822791998305945
1611661317,PHX,109.32659932659932,1.1714504113458304
1611661319,LVA,107.46753246753246,-0.6876164477210267
1611661320,LAS,112.57367387033399,4.4185249550805
1611661321,DAL,108.34181078331638,0.18666186806288465
1611661322,WAS,104.01957357567284,-4.1355753395806545
1611661323,CON,108.67152271938953,0.5163738041360375
1611661324,MIN,103.5294117647059,-4.625737150547593
1611661325,IND,109.05362776025235,0.8984788449988628
1611661327,PDX,112.55589955280358,4.4007506375500896
1611661328,SEA,108.31952270467352,0.16437378942002567
1611661329,CHI,107.20779220779222,-0.9473567074612674
1611661330,ATL,105.34173855341737,-2.8134103618361195
1611661331,GSV,101.24816446402349,-6.906984451230002
1611661332,TOR,115.6004105371194,7.44526162186591
