team,player_a,player_b,r,games_both,combined_mpg,combined_sd,r_pctile,name_a,name_b
NYL,204296,1629477,0.2631238063402022,17,50.33529411764706,11.624572501681007,88.5369532428356,Rebecca Allen,Sabrina Ionescu
NYL,204296,1629546,-0.40522482606428933,20,37.49084500000001,11.037516171602864,12.066365007541478,Rebecca Allen,Marine Johannes
NYL,204296,1629566,0.2404675629473138,23,32.98841739130434,12.208213214793787,86.42533936651584,Rebecca Allen,Han Xu
NYL,204296,1630142,-0.5790464157025439,5,38.790000000000006,8.017406428203577,4.072398190045249,Rebecca Allen,Leonie Fiebich
NYL,204296,1631136,-0.18310996876412028,23,41.38986086956521,9.31756302414176,34.38914027149321,Rebecca Allen,Pauline Astier
NYL,204335,1627668,-0.23898080697348834,16,49.295825,6.97634533429455,27.7526395173454,Betnijah Laney-Hamilton,Breanna Stewart
NYL,204335,1627673,-0.11271159951308712,16,45.84583125,5.85263750466047,42.835595776772244,Betnijah Laney-Hamilton,Jonquel Jones
NYL,204335,1629477,-0.5289177345734478,7,44.63332857142858,5.437476232504159,5.429864253393665,Betnijah Laney-Hamilton,Sabrina Ionescu
NYL,204335,1629546,0.5022617667984185,17,40.65686470588235,9.907451607877098,98.49170437405732,Betnijah Laney-Hamilton,Marine Johannes
NYL,204335,1629566,0.031952447051848534,17,30.334323529411762,9.509456382762464,63.65007541478129,Betnijah Laney-Hamilton,Han Xu
NYL,204335,1630142,0.2172632705225212,10,44.16833,4.4287674638662144,84.61538461538461,Betnijah Laney-Hamilton,Leonie Fiebich
NYL,204335,1631136,0.3606721645176313,17,41.73724117647059,7.815147522044835,94.87179487179486,Betnijah Laney-Hamilton,Pauline Astier
NYL,1627668,1627673,-0.007438140552928147,36,61.85508333333334,6.754504352060185,58.22021116138764,Breanna Stewart,Jonquel Jones
NYL,1627668,1629477,0.040741201421003764,24,64.23471666666667,7.378184813687412,64.70588235294117,Breanna Stewart,Sabrina Ionescu
NYL,1627668,1629546,-0.14657417727558872,34,54.27745588235294,7.373950708845259,38.3107088989442,Breanna Stewart,Marine Johannes
NYL,1627668,1629566,0.01611577856537503,37,47.147754054054055,6.774592270699339,61.53846153846154,Breanna Stewart,Han Xu
NYL,1627668,1630142,-0.21712444466194825,14,62.150014285714285,5.0353350240471215,30.165912518853695,Breanna Stewart,Leonie Fiebich
NYL,1627668,1631136,0.0949000871204049,37,56.370267567567566,6.915490121381052,72.2473604826546,Breanna Stewart,Pauline Astier
NYL,1627673,1629477,0.09049419766529397,25,59.110659999999996,7.245931518790389,71.64404223227753,Jonquel Jones,Sabrina Ionescu
NYL,1627673,1629546,-0.0076472090637141,34,50.22450882352942,8.550146524754314,57.9185520361991,Jonquel Jones,Marine Johannes
NYL,1627673,1629566,-0.5233149294102526,37,42.5027081081081,5.246576987658947,5.580693815987934,Jonquel Jones,Han Xu
NYL,1627673,1630142,-0.006028475126103731,14,59.291671428571426,5.178620580132032,58.67269984917044,Jonquel Jones,Leonie Fiebich
NYL,1627673,1631136,0.1294326313464485,37,51.92612162162162,7.942083647225049,77.37556561085974,Jonquel Jones,Pauline Astier
NYL,1629477,1629546,-0.6937578948586853,22,48.04621363636363,5.944891729984136,1.206636500754148,Sabrina Ionescu,Marine Johannes
NYL,1629477,1629566,0.16175766557044052,25,45.187343999999996,7.055796487940489,80.09049773755656,Sabrina Ionescu,Han Xu
NYL,1629477,1630142,-0.1402140361274884,9,58.36667777777777,7.768075855830998,39.81900452488688,Sabrina Ionescu,Leonie Fiebich
NYL,1629477,1631136,-0.4664481427219869,25,52.169332,6.6329941084148905,7.8431372549019605,Sabrina Ionescu,Pauline Astier
NYL,1629546,1629566,-0.04051851147902555,35,35.38334857142857,8.476137001341625,53.996983408748115,Marine Johannes,Han Xu
NYL,1629546,1630142,0.02364873919630347,15,49.55111333333333,5.427082222634746,62.14177978883861,Marine Johannes,Leonie Fiebich
NYL,1629546,1631136,0.28988656442089,35,44.94714857142857,9.101263941064689,90.9502262443439,Marine Johannes,Pauline Astier
NYL,1629566,1630142,-0.37417415636541906,15,40.91557333333333,5.3803443411400815,14.328808446455504,Han Xu,Leonie Fiebich
NYL,1629566,1631136,-0.06913116767177395,38,37.223694736842106,7.075570868648611,50.075414781297134,Han Xu,Pauline Astier
NYL,1630142,1631136,0.07782819230284878,15,53.10222,6.476004785050734,69.68325791855203,Leonie Fiebich,Pauline Astier
PDX,1628317,1629484,0.23936932143964945,23,40.24710434782608,5.044125438339883,86.27450980392157,Karlie Samuelson,Megan DiLeo
PDX,1628317,1629524,-0.23908887757566602,23,45.21088260869565,4.00918065452193,27.601809954751133,Karlie Samuelson,Bridget Carleton
PDX,1628317,1630143,-0.43215357273362137,12,28.43058333333333,6.800780446501353,9.95475113122172,Karlie Samuelson,Luisa Geiselsoder
PDX,1628317,1631083,-0.10861120773037268,24,39.340975,4.440605486549544,43.89140271493213,Karlie Samuelson,Emily Engstler
PDX,1628317,1642296,-0.21102973928990237,23,31.894934782608694,6.060417206281241,30.76923076923077,Karlie Samuelson,Nyadiew Puoch
PDX,1628317,1642304,0.15201996699159545,23,40.91160869565217,7.178528490379743,79.48717948717949,Karlie Samuelson,Carla Leite
PDX,1628317,1642782,-0.5478509621951237,14,38.1274,6.082892477457388,4.826546003016592,Karlie Samuelson,Sarah Ashlee Barker
PDX,1628317,1643436,0.13854759798774274,22,27.97046818181818,6.7959257475403785,78.73303167420815,Karlie Samuelson,Serah Williams
PDX,1628317,1643494,0.11644109003217509,23,30.070304347826095,5.042570553116937,75.26395173453997,Karlie Samuelson,Frieda Buhner
PDX,1628317,1643506,0.13036347144501645,20,28.23001,4.219792608884943,77.526395173454,Karlie Samuelson,Teja Oblak
PDX,1629484,1629524,0.3643501472531815,33,54.41615757575757,9.839266852770024,95.02262443438913,Megan DiLeo,Bridget Carleton
PDX,1629484,1630143,-0.6243379286174535,19,37.30351052631579,3.4818315678030305,3.0165912518853695,Megan DiLeo,Luisa Geiselsoder
PDX,1629484,1631083,0.26857368682923494,34,47.72204411764705,9.600513138974968,88.68778280542986,Megan DiLeo,Emily Engstler
PDX,1629484,1642296,-0.0947324767623287,33,41.33585151515152,6.7571521874566915,46.45550527903469,Megan DiLeo,Nyadiew Puoch
PDX,1629484,1642304,0.41368457194023744,31,50.12257741935485,11.534728348996339,95.92760180995475,Megan DiLeo,Carla Leite
PDX,1629484,1642782,-0.05114396132227529,24,47.295125000000006,13.366136578625788,52.94117647058824,Megan DiLeo,Sarah Ashlee Barker
PDX,1629484,1643436,-0.3025049199905709,30,35.75999,7.942657170526576,20.66365007541478,Megan DiLeo,Serah Williams
PDX,1629484,1643494,0.314620115358686,31,39.43118387096775,8.32896409265469,92.15686274509804,Megan DiLeo,Frieda Buhner
PDX,1629484,1643506,0.11876147077686323,25,38.791315999999995,5.21189867424211,75.86726998491704,Megan DiLeo,Teja Oblak
PDX,1629524,1630143,-0.36368846527693954,20,45.349174999999995,6.94708620296649,15.082956259426847,Bridget Carleton,Luisa Geiselsoder
PDX,1629524,1631083,0.594723081665742,35,54.69761714285715,8.114948383166844,98.94419306184012,Bridget Carleton,Emily Engstler
PDX,1629524,1642296,-0.01665635239983898,34,47.73039117647059,6.835128298739009,56.56108597285068,Bridget Carleton,Nyadiew Puoch
PDX,1629524,1642304,0.3048442245885254,32,56.1770875,10.572745793014683,91.4027149321267,Bridget Carleton,Carla Leite
