player,off_poss,sched_def_strength,pts75_raw,pts75_opp_adj,ts_raw
Angela Dugalic,611,0.7753506936822745,11.90671031096563,11.821353084441704,0.485
Charlisse Leger-Walker,1670,0.10827488183566027,10.91317365269461,10.902248459830082,0.4735734331150608
Gabriela Jaquez,1245,0.22356948284253172,13.132530120481928,13.105383782251792,0.5202367315769377
Gianna Kneepkens,472,-0.44706338943776724,13.983050847457628,14.040849986777618,0.5188679245283019
Kiki Rice,1091,-0.3664374894490108,17.3923006416132,17.451226682275507,0.6131252423419931
Lauren Betts,1195,0.34361234609857755,14.560669456066945,14.514410009694085,0.591715976331361
