game_date,player_name,team_abbreviation,opponent_team_abbreviation,is_home,win,minutes,points,fg2_m,fg2_a,fg3_m,fg3_a,fta,ft_points,at_rim_fgm,at_rim_fga,assists,turnovers,off_rebounds,def_rebounds,rebounds,steals,blocks,fouls,plus_minus,usage,ts_pct,off_poss,def_poss,on_off_rtg,on_def_rtg,shot_quality_avg,game_no
2026-05-15,Charlisse Leger-Walker,CON,LVA,True,False,18.4167,10.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-3.0,14.893617021276597,0.7142857142857143,38.0,39.0,118.42105263157895,123.07692307692307,0.45225,4
2026-05-18,Charlisse Leger-Walker,CON,PDX,False,False,23.2,10.0,0.0,3.0,3.0,4.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,4.0,-4.0,21.428571428571427,0.625,46.0,45.0,110.8695652173913,122.22222222222221,0.47897142857142855,5
2026-05-20,Charlisse Leger-Walker,CON,SEA,False,True,28.15,16.0,5.0,9.0,1.0,6.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0,27.419354838709676,0.5,52.0,52.0,113.46153846153845,105.76923076923076,0.47324666666666665,6
2026-05-22,Charlisse Leger-Walker,CON,SEA,False,False,29.8167,5.0,1.0,6.0,1.0,3.0,0.0,0.0,1.0,2.0,5.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,-6.0,14.0625,0.2777777777777778,55.0,57.0,81.81818181818181,89.47368421052633,0.54675,7
2026-05-25,Charlisse Leger-Walker,CON,GSV,False,False,18.6333,9.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,4.0,-16.0,20.51282051282051,0.75,37.0,38.0,86.48648648648648,126.3157894736842,0.50587,8
2026-05-27,Charlisse Leger-Walker,CON,PDX,False,False,27.3,11.0,3.0,4.0,0.0,3.0,9.0,5.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,-14.0,20.967741935483872,0.5,49.0,49.0,81.63265306122449,110.20408163265306,0.45970000000000005,9
2026-05-30,Charlisse Leger-Walker,CON,LAS,True,True,13.2,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,-3.0,19.35483870967742,0.3333333333333333,27.0,27.0,96.29629629629629,107.4074074074074,0.5886,10
2026-06-02,Charlisse Leger-Walker,CON,ATL,False,False,16.2167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-11.0,5.555555555555555,0.0,34.0,36.0,117.6470588235294,141.66666666666669,0.0,11
2026-06-05,Charlisse Leger-Walker,CON,CHI,False,False,7.9667,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,21.05263157894737,0.5,16.0,14.0,118.75,78.57142857142857,0.3447375,12
2026-06-08,Charlisse Leger-Walker,CON,NYL,True,False,14.4667,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,7.0,14.705882352941176,0.6666666666666666,31.0,30.0,109.6774193548387,90.0,0.46480000000000005,13
2026-06-10,Charlisse Leger-Walker,CON,TOR,False,False,18.3333,4.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,-9.0,18.6046511627907,0.3333333333333333,36.0,32.0,100.0,140.625,0.38025833333333336,14
2026-06-13,Charlisse Leger-Walker,CON,IND,True,False,13.65,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,-4.0,13.333333333333334,0.5,26.0,25.0,107.6923076923077,128.0,0.3661666666666667,15
2026-06-17,Charlisse Leger-Walker,CON,WAS,True,False,19.1333,10.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,-4.0,15.0,0.8333333333333334,37.0,38.0,129.72972972972974,136.8421052631579,0.3988,16
2026-06-19,Charlisse Leger-Walker,CON,TOR,True,False,18.2667,7.0,2.0,3.0,0.0,0.0,4.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7.0,11.363636363636363,0.7,36.0,38.0,147.22222222222223,121.05263157894737,0.4886333333333333,17
2026-06-22,Charlisse Leger-Walker,CON,CHI,True,True,28.95,13.0,3.0,7.0,1.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,0.0,7.0,7.0,1.0,0.0,3.0,19.0,21.91780821917808,0.5,62.0,63.0,114.51612903225806,82.53968253968254,0.46482727272727276,18
2026-06-26,Charlisse Leger-Walker,CON,WAS,True,True,31.05,10.0,2.0,5.0,2.0,4.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,15.0,13.636363636363635,0.5555555555555556,60.0,60.0,98.33333333333334,73.33333333333334,0.4921833333333333,19
2026-07-02,Charlisse Leger-Walker,CON,DAL,True,False,29.5667,14.0,4.0,6.0,1.0,2.0,5.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,15.625,0.7,57.0,61.0,107.01754385964914,98.36065573770492,0.525875,20
2026-07-06,Charlisse Leger-Walker,CON,MIN,False,True,27.8333,6.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,3.0,4.0,1.0,0.0,3.0,5.0,15.873015873015873,0.375,54.0,53.0,114.81481481481481,107.54716981132074,0.418125,21
2026-07-08,Charlisse Leger-Walker,CON,MIN,True,False,31.2333,7.0,2.0,6.0,1.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,4.0,4.0,3.0,1.0,2.0,-15.0,20.547945205479454,0.3181818181818182,62.0,64.0,95.16129032258064,115.625,0.4217954545454546,22
2026-07-10,Charlisse Leger-Walker,CON,GSV,True,False,24.8833,10.0,3.0,5.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,-6.0,22.641509433962263,0.5,44.0,43.0,77.27272727272727,93.02325581395348,0.48715,23
2026-07-14,Charlisse Leger-Walker,CON,PDX,True,True,33.45,4.0,2.0,3.0,0.0,5.0,0.0,0.0,1.0,1.0,7.0,2.0,0.0,4.0,4.0,3.0,0.0,2.0,5.0,13.698630136986301,0.25,65.0,66.0,123.07692307692307,113.63636363636363,0.50965,24
2026-07-17,Charlisse Leger-Walker,CON,PHX,False,True,29.1333,4.0,2.0,6.0,0.0,2.0,0.0,0.0,1.0,3.0,7.0,2.0,0.0,4.0,4.0,1.0,0.0,3.0,7.0,15.625,0.25,59.0,61.0,110.16949152542374,95.08196721311475,0.50445625,25
2026-07-19,Charlisse Leger-Walker,CON,PHX,False,False,28.5667,5.0,2.0,5.0,0.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,0.0,3.0,3.0,2.0,0.0,1.0,-9.0,18.75,0.3125,57.0,56.0,78.94736842105264,96.42857142857142,0.4748625,26
2026-07-22,Charlisse Leger-Walker,CON,IND,False,False,27.4,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0,4.0,-29.0,10.606060606060606,0.16666666666666666,55.0,57.0,101.81818181818181,149.12280701754386,0.44603333333333334,27
2026-07-28,Charlisse Leger-Walker,CON,WAS,False,False,22.95,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,8.0,3.0,1.0,2.0,3.0,0.0,0.0,4.0,-8.0,13.20754716981132,0.25,46.0,47.0,119.56521739130434,134.04255319148936,0.5274666666666666,28
2026-07-30,Charlisse Leger-Walker,CON,CHI,False,False,30.0167,10.0,2.0,6.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,-8.0,20.0,0.45454545454545453,61.0,61.0,103.27868852459017,116.39344262295083,0.4497409090909091,29
2026-08-02,Charlisse Leger-Walker,CON,DAL,False,False,25.35,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-9.0,8.928571428571427,0.0,49.0,49.0,83.6734693877551,102.04081632653062,0.5133166666666666,30
2026-08-07,Charlisse Leger-Walker,CON,PHX,True,True,19.5,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,4.0,5.0,14.634146341463415,1.0,38.0,36.0,97.36842105263158,88.88888888888889,0.5409499999999999,31
2026-08-13,Charlisse Leger-Walker,CON,ATL,True,False,17.6667,8.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-23.0,19.444444444444446,0.6666666666666666,34.0,35.0,88.23529411764706,151.42857142857144,0.508375,32
2026-08-15,Charlisse Leger-Walker,CON,NYL,True,False,31.8,14.0,1.0,5.0,4.0,9.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,3.0,5.0,1.0,2.0,2.0,-6.0,24.637681159420293,0.5,60.0,62.0,91.66666666666667,98.38709677419355,0.46998214285714285,33
2026-08-18,Charlisse Leger-Walker,CON,LAS,True,True,30.55,7.0,2.0,4.0,0.0,0.0,3.0,3.0,2.0,3.0,6.0,2.0,1.0,7.0,8.0,1.0,1.0,2.0,6.0,9.859154929577466,0.6,63.0,64.0,109.52380952380952,98.4375,0.633125,34
2026-08-20,Charlisse Leger-Walker,CON,LVA,False,False,28.3167,10.0,2.0,4.0,2.0,3.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,-26.0,11.11111111111111,0.7142857142857143,57.0,59.0,92.98245614035089,133.89830508474577,0.5403214285714285,35
2026-08-22,Charlisse Leger-Walker,CON,LAS,False,False,22.25,5.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,4.0,0.0,0.0,2.0,-3.0,16.666666666666664,0.3125,48.0,48.0,77.08333333333334,83.33333333333334,0.4070875,36
2026-05-09,Gabriela Jaquez,CHI,PDX,False,True,32.0,10.0,2.0,6.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,0.0,2.0,5.0,7.0,2.0,0.0,3.0,14.0,11.538461538461538,0.5555555555555556,64.0,68.0,128.125,99.99999999999999,0.4937357142857143,1
2026-05-13,Gabriela Jaquez,CHI,GSV,False,True,26.0167,7.0,2.0,5.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,10.0,14.035087719298247,0.5,50.0,51.0,96.0,74.50980392156863,0.5159142857142858,2
2026-05-15,Gabriela Jaquez,CHI,PHX,False,False,28.7,13.0,4.0,4.0,0.0,1.0,7.0,5.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,2.0,-5.0,15.873015873015873,0.8125,57.0,59.0,91.2280701754386,96.61016949152543,0.49234,3
2026-05-17,Gabriela Jaquez,CHI,MIN,False,True,31.6833,20.0,5.0,9.0,1.0,2.0,7.0,7.0,3.0,5.0,1.0,2.0,1.0,7.0,8.0,1.0,0.0,2.0,5.0,22.22222222222222,0.7142857142857143,65.0,67.0,103.07692307692308,92.53731343283582,0.5267954545454545,4
2026-05-20,Gabriela Jaquez,CHI,DAL,True,False,28.45,12.0,4.0,9.0,0.0,2.0,4.0,4.0,3.0,5.0,2.0,1.0,1.0,4.0,5.0,1.0,0.0,4.0,-8.0,20.967741935483872,0.4583333333333333,56.0,58.0,99.99999999999999,110.3448275862069,0.5205636363636365,5
2026-05-23,Gabriela Jaquez,CHI,MIN,True,False,23.2167,7.0,0.0,4.0,1.0,4.0,4.0,4.0,0.0,3.0,0.0,1.0,0.0,4.0,4.0,2.0,0.0,3.0,-5.0,20.754716981132074,0.35,48.0,49.0,85.41666666666667,93.87755102040816,0.55006875,6
2026-06-07,Gabriela Jaquez,CHI,TOR,False,False,18.9667,11.0,2.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,2.0,0.0,2.0,-7.0,22.448979591836736,0.6111111111111112,41.0,41.0,80.48780487804879,97.5609756097561,0.5338625,7
2026-06-09,Gabriela Jaquez,CHI,ATL,True,False,18.6667,3.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0,3.0,4.0,0.0,0.0,4.0,-3.0,23.684210526315788,0.375,35.0,37.0,100.0,102.70270270270271,0.43379999999999996,8
2026-06-11,Gabriela Jaquez,CHI,IND,False,False,21.5833,6.0,2.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,-14.0,14.285714285714286,0.42857142857142855,43.0,45.0,95.34883720930233,122.22222222222221,0.52705,9
2026-06-17,Gabriela Jaquez,CHI,NYL,True,False,28.8833,22.0,3.0,6.0,4.0,5.0,4.0,4.0,2.0,5.0,3.0,2.0,0.0,3.0,3.0,1.0,0.0,1.0,4.0,24.193548387096776,0.8461538461538461,57.0,58.0,129.8245614035088,120.68965517241381,0.579590909090909,10
2026-06-20,Gabriela Jaquez,CHI,DAL,False,False,25.3167,6.0,3.0,6.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,5.0,7.0,2.0,0.0,1.0,1.0,12.307692307692307,0.42857142857142855,52.0,53.0,113.46153846153845,109.43396226415094,0.51085,11
2026-06-22,Gabriela Jaquez,CHI,CON,False,False,21.25,5.0,2.0,5.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,-19.0,20.0,0.3125,44.0,43.0,72.72727272727273,118.6046511627907,0.4488375,12
2026-06-24,Gabriela Jaquez,CHI,PDX,True,True,23.1667,10.0,3.0,6.0,0.0,1.0,5.0,4.0,3.0,4.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,13.0,16.9811320754717,0.5555555555555556,46.0,47.0,126.08695652173913,95.74468085106383,0.5880428571428571,13
2026-06-26,Gabriela Jaquez,CHI,PDX,True,True,24.1167,4.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0,12.962962962962962,0.4,49.0,52.0,153.06122448979593,113.46153846153845,0.4727375,14
2026-06-28,Gabriela Jaquez,CHI,LVA,True,False,12.2667,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,-8.0,10.344827586206897,0.3333333333333333,24.0,25.0,100.0,128.0,0.6727333333333334,15
2026-07-03,Gabriela Jaquez,CHI,LVA,False,False,12.2833,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,-15.0,14.814814814814813,0.3333333333333333,25.0,27.0,88.0,137.03703703703704,0.5684,16
2026-07-07,Gabriela Jaquez,CHI,PHX,False,True,18.4667,3.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,13.0,16.27906976744186,0.3,37.0,37.0,100.0,64.86486486486487,0.50266,17
2026-07-10,Gabriela Jaquez,CHI,LAS,False,False,20.4333,15.0,6.0,10.0,0.0,2.0,3.0,3.0,3.0,5.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,-8.0,26.0,0.5769230769230769,42.0,42.0,88.0952380952381,107.14285714285715,0.5024083333333333,18
2026-07-12,Gabriela Jaquez,CHI,DAL,False,False,17.1333,8.0,3.0,6.0,0.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,-5.0,22.22222222222222,0.5,32.0,35.0,125.0,128.57142857142858,0.5457500000000001,19
2026-07-15,Gabriela Jaquez,CHI,SEA,True,True,18.9333,10.0,5.0,6.0,0.0,4.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,-7.0,24.390243902439025,0.5,38.0,42.0,105.26315789473684,111.90476190476191,0.5690777777777778,20
2026-07-17,Gabriela Jaquez,CHI,LAS,True,True,13.9,8.0,1.0,5.0,2.0,4.0,0.0,0.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,-4.0,26.31578947368421,0.4444444444444444,32.0,33.0,93.75,103.03030303030303,0.5707,21
2026-07-19,Gabriela Jaquez,CHI,ATL,False,False,14.7167,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,-12.0,13.333333333333334,0.3333333333333333,28.0,32.0,89.28571428571428,115.625,0.5509166666666666,22
2026-07-22,Gabriela Jaquez,CHI,NYL,False,False,20.35,5.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,-4.0,16.27906976744186,0.35714285714285715,40.0,40.0,90.0,100.0,0.47957857142857147,23
