game_date,player_name,team_abbreviation,opponent_team_abbreviation,is_home,win,minutes,points,fg2_m,fg2_a,fg3_m,fg3_a,fta,ft_points,at_rim_fgm,at_rim_fga,assists,turnovers,off_rebounds,def_rebounds,rebounds,steals,blocks,fouls,plus_minus,usage,ts_pct,off_poss,def_poss,on_off_rtg,on_def_rtg,shot_quality_avg,game_no
2026-07-30,Gabriela Jaquez,CHI,CON,True,True,13.2833,6.0,2.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,-2.0,15.625,0.6,28.0,29.0,82.14285714285714,86.20689655172414,0.6093125,24
2026-08-01,Gabriela Jaquez,CHI,LVA,True,True,3.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-8.0,30.0,0.0,10.0,10.0,50.0,130.0,0.3663,25
2026-08-03,Gabriela Jaquez,CHI,PHX,True,False,25.7333,9.0,3.0,4.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,-6.0,11.475409836065573,0.75,54.0,55.0,116.66666666666666,125.45454545454544,0.522875,26
2026-08-05,Gabriela Jaquez,CHI,LAS,True,True,6.7667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.76470588235294,0.0,15.0,13.0,126.66666666666667,146.15384615384616,0.3323,27
2026-08-08,Gabriela Jaquez,CHI,IND,True,False,21.0167,4.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,-6.0,6.382978723404256,0.6666666666666666,42.0,43.0,116.66666666666667,127.90697674418605,0.5973,28
2026-08-10,Gabriela Jaquez,CHI,SEA,False,False,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,8.0,8.0,125.0,162.5,0.0,29
2026-08-12,Gabriela Jaquez,CHI,GSV,False,False,12.8667,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,-19.0,16.0,0.5,21.0,24.0,104.76190476190476,170.83333333333334,0.49445,30
2026-08-16,Gabriela Jaquez,CHI,SEA,False,True,4.9167,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,16.666666666666668,0.0,9.0,9.0,100.0,100.0,0.4588,31
2026-08-18,Gabriela Jaquez,CHI,NYL,True,True,14.1,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,4.0,1.0,0.0,0.0,-4.0,16.666666666666668,0.6666666666666666,28.0,32.0,74.99999999999999,78.125,0.5605666666666667,32
2026-08-21,Gabriela Jaquez,CHI,GSV,True,True,13.2333,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-14.0,7.692307692307692,0.5,25.0,25.0,72.0,128.0,0.46045,33
2026-05-08,Gianna Kneepkens,CON,NYL,False,False,12.7833,7.0,2.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,-7.0,25.0,0.4375,27.0,25.0,66.66666666666666,100.0,0.46970625,1
2026-05-10,Gianna Kneepkens,CON,SEA,True,False,7.9667,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,9.523809523809524,0.5,17.0,17.0,111.76470588235293,70.58823529411764,0.39185,2
2026-05-13,Gianna Kneepkens,CON,LVA,True,False,15.9833,4.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,-7.0,10.526315789473685,0.5,33.0,37.0,75.75757575757575,86.48648648648648,0.467425,3
2026-05-15,Gianna Kneepkens,CON,LVA,True,False,17.55,3.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0,2.0,-5.0,16.27906976744186,0.2,37.0,38.0,113.51351351351352,123.6842105263158,0.49099000000000004,4
2026-05-18,Gianna Kneepkens,CON,PDX,False,False,4.2833,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.0,20.0,0.75,8.0,8.0,100.0,175.0,0.527475,5
2026-05-20,Gianna Kneepkens,CON,SEA,False,True,4.2167,2.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,30.0,0.3333333333333333,9.0,9.0,100.0,111.11111111111111,0.4317,6
2026-05-22,Gianna Kneepkens,CON,SEA,False,False,10.95,4.0,2.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,21.73913043478261,0.4,20.0,22.0,100.0,77.27272727272727,0.55298,7
2026-05-25,Gianna Kneepkens,CON,GSV,False,False,11.5333,6.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,-12.0,11.538461538461538,1.0,24.0,26.0,104.16666666666667,142.3076923076923,0.485,8
2026-05-27,Gianna Kneepkens,CON,PDX,False,False,8.8,4.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.0,18.75,0.6666666666666666,16.0,16.0,68.75,81.25,0.442475,9
2026-05-30,Gianna Kneepkens,CON,LAS,True,True,6.4167,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,6.666666666666667,1.5,14.0,14.0,99.99999999999999,114.28571428571428,0.2502,10
2026-06-02,Gianna Kneepkens,CON,ATL,False,False,4.5667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,10.0,11.0,100.0,63.63636363636363,0.0,11
2026-06-05,Gianna Kneepkens,CON,CHI,False,False,7.6667,2.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,10.0,0.5,17.0,16.0,70.58823529411764,112.5,0.6801,12
2026-06-08,Gianna Kneepkens,CON,NYL,True,False,13.4333,5.0,1.0,3.0,0.0,2.0,3.0,3.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,20.689655172413794,0.4166666666666667,27.0,28.0,137.03703703703704,107.14285714285714,0.51573,13
2026-06-10,Gianna Kneepkens,CON,TOR,False,False,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,14
2026-06-17,Gianna Kneepkens,CON,WAS,True,False,4.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-6.0,22.22222222222222,0.0,7.0,8.0,57.14285714285714,125.0,0.597,15
2026-06-22,Gianna Kneepkens,CON,CHI,True,True,5.0667,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-2.0,25.0,0.6666666666666666,11.0,12.0,100.0,108.33333333333334,0.48555,16
2026-07-06,Gianna Kneepkens,CON,MIN,False,True,4.7,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,25.0,0.3333333333333333,11.0,11.0,100.0,72.72727272727273,0.562125,17
2026-07-08,Gianna Kneepkens,CON,MIN,True,False,8.6,6.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,16.666666666666668,1.0,16.0,17.0,100.0,111.76470588235293,0.54795,18
2026-07-10,Gianna Kneepkens,CON,GSV,True,False,9.2333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,-8.0,5.2631578947368425,0.0,17.0,19.0,94.11764705882352,126.3157894736842,0.4022,19
2026-07-17,Gianna Kneepkens,CON,PHX,False,True,3.2833,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-5.0,14.285714285714285,1.0,6.0,8.0,100.0,137.5,0.0,20
2026-07-19,Gianna Kneepkens,CON,PHX,False,False,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,-3.0,0.0,0.0,3.0,3.0,66.66666666666667,166.66666666666669,0.0,21
2026-07-22,Gianna Kneepkens,CON,IND,False,False,11.8333,7.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,11.76470588235294,0.875,25.0,25.0,116.0,124.0,0.5397666666666666,22
2026-08-02,Gianna Kneepkens,CON,DAL,False,False,6.9167,4.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,-3.0,16.666666666666668,0.6666666666666666,14.0,12.0,85.71428571428571,125.0,0.42288333333333333,23
2026-08-13,Gianna Kneepkens,CON,ATL,True,False,14.45,10.0,2.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,-3.0,20.0,0.7142857142857143,27.0,27.0,114.81481481481481,125.92592592592592,0.4944285714285714,24
2026-08-15,Gianna Kneepkens,CON,NYL,True,False,4.2167,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,28.57142857142857,0.0,7.0,8.0,0.0,125.0,0.556125,25
2026-08-18,Gianna Kneepkens,CON,LAS,True,True,1.7333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,4.0,5.0,75.0,120.0,0.0,26
2026-08-20,Gianna Kneepkens,CON,LVA,False,False,11.35,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,14.814814814814813,0.25,23.0,22.0,113.04347826086956,104.54545454545455,0.4712625,27
2026-08-22,Gianna Kneepkens,CON,LAS,False,False,18.6167,6.0,2.0,6.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,6.0,19.148936170212767,0.375,41.0,40.0,75.60975609756098,62.5,0.4000642857142857,28
2026-05-08,Kiki Rice,TOR,WAS,True,False,17.5667,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,7.5,0.0,31.0,34.0,77.41935483870968,67.6470588235294,0.5729666666666667,1
2026-05-13,Kiki Rice,TOR,SEA,True,True,20.5,12.0,4.0,6.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,-3.0,19.565217391304348,0.6666666666666666,42.0,42.0,100.0,107.14285714285715,0.5440611111111111,2
2026-05-15,Kiki Rice,TOR,LAS,False,False,21.0,11.0,1.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,16.3265306122449,0.7857142857142857,41.0,40.0,143.90243902439025,110.0,0.5105500000000001,3
2026-05-17,Kiki Rice,TOR,LAS,False,True,35.0333,19.0,4.0,5.0,1.0,3.0,10.0,8.0,3.0,3.0,2.0,0.0,1.0,4.0,5.0,0.0,0.0,5.0,5.0,15.384615384615383,0.7916666666666666,68.0,70.0,133.8235294117647,122.85714285714286,0.47813125,4
2026-05-19,Kiki Rice,TOR,PHX,False,True,34.0667,15.0,3.0,5.0,2.0,2.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,7.0,2.0,0.0,5.0,13.0,13.253012048192772,0.8333333333333334,71.0,70.0,122.53521126760565,105.71428571428572,0.6526285714285713,5
2026-05-21,Kiki Rice,TOR,MIN,False,False,22.8333,11.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,-12.0,16.0,0.6875,43.0,44.0,104.65116279069768,129.54545454545453,0.49509285714285717,6
2026-05-23,Kiki Rice,TOR,PDX,True,False,30.1667,19.0,8.0,10.0,0.0,1.0,4.0,3.0,6.0,7.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,-17.0,20.28985507246377,0.7307692307692307,59.0,60.0,100.0,126.66666666666667,0.5836727272727272,7
2026-05-27,Kiki Rice,TOR,CHI,False,True,34.15,14.0,3.0,5.0,0.0,2.0,9.0,8.0,2.0,4.0,7.0,3.0,1.0,7.0,8.0,2.0,0.0,4.0,11.0,17.72151898734177,0.6363636363636364,71.0,70.0,136.61971830985917,122.85714285714286,0.5451142857142857,8
2026-05-30,Kiki Rice,TOR,SEA,True,True,27.9667,17.0,4.0,6.0,0.0,2.0,9.0,9.0,3.0,5.0,1.0,3.0,2.0,4.0,6.0,4.0,0.0,3.0,24.0,24.193548387096776,0.7083333333333334,57.0,56.0,131.57894736842107,91.07142857142857,0.7144571428571428,9
2026-06-03,Kiki Rice,TOR,NYL,False,False,23.35,9.0,3.0,7.0,0.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,4.0,5.0,0.0,0.0,1.0,-4.0,24.0,0.5,43.0,44.0,109.30232558139535,115.9090909090909,0.53105625,10
2026-07-28,Kiki Rice,TOR,MIN,False,False,17.1333,4.0,1.0,4.0,0.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0,0.0,5.0,0.0,21.951219512195124,0.2857142857142857,35.0,34.0,102.85714285714286,105.88235294117646,0.508825,11
2026-07-30,Kiki Rice,TOR,MIN,True,False,23.0,6.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,3.0,4.0,0.0,1.0,3.0,-29.0,25.49019607843137,0.3333333333333333,45.0,48.0,77.77777777777777,133.33333333333334,0.44862222222222226,12
2026-08-02,Kiki Rice,TOR,GSV,False,False,26.8167,16.0,6.0,10.0,0.0,2.0,4.0,4.0,4.0,6.0,3.0,2.0,2.0,3.0,5.0,1.0,0.0,5.0,-1.0,26.315789473684212,0.6153846153846154,49.0,50.0,124.48979591836735,124.0,0.48389583333333336,13
2026-08-04,Kiki Rice,TOR,GSV,False,False,22.8833,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,5.0,-15.0,12.5,0.25,41.0,42.0,95.1219512195122,128.57142857142858,0.4478,14
2026-08-06,Kiki Rice,TOR,PDX,False,False,17.6167,5.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-11.0,9.523809523809524,1.25,37.0,37.0,78.37837837837839,108.10810810810811,0.36345,15
2026-08-10,Kiki Rice,TOR,ATL,False,False,30.0833,18.0,6.0,9.0,1.0,2.0,5.0,3.0,4.0,4.0,6.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,18.84057971014493,0.6923076923076923,64.0,64.0,114.0625,110.9375,0.5398772727272727,16
2026-08-12,Kiki Rice,TOR,DAL,False,False,31.45,13.0,5.0,9.0,0.0,2.0,3.0,3.0,4.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,0.0,5.0,-7.0,17.333333333333332,0.5416666666666666,62.0,64.0,106.45161290322581,114.0625,0.5502681818181818,17
2026-08-18,Kiki Rice,TOR,IND,True,False,29.8667,10.0,4.0,10.0,0.0,2.0,2.0,2.0,2.0,3.0,6.0,2.0,3.0,0.0,3.0,0.0,1.0,4.0,2.0,18.072289156626507,0.38461538461538464,64.0,61.0,112.5,114.75409836065575,0.47350833333333336,18
2026-08-19,Kiki Rice,TOR,WAS,False,False,24.4833,19.0,2.0,5.0,3.0,4.0,6.0,6.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,24.074074074074073,0.7916666666666666,48.0,48.0,129.16666666666669,125.0,0.49064444444444444,19
2026-08-21,Kiki Rice,TOR,PDX,True,True,31.8,19.0,6.0,7.0,1.0,2.0,6.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,-7.0,15.942028985507248,0.8636363636363636,63.0,64.0,100.0,109.375,0.5153555555555556,20
2026-05-08,Lauren Betts,WAS,TOR,False,True,12.0333,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,1.0,-10.0,15.384615384615383,0.0,21.0,22.0,52.38095238095238,95.45454545454545,0.5805,1
2026-05-10,Lauren Betts,WAS,NYL,True,False,18.4,7.0,3.0,7.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,-7.0,20.51282051282051,0.4375,33.0,35.0,96.96969696969697,111.42857142857143,0.38535714285714284,2
2026-05-15,Lauren Betts,WAS,IND,False,True,13.9,4.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,4.0,-5.0,12.903225806451614,0.6666666666666666,27.0,28.0,81.48148148148148,96.42857142857142,0.6374,3
2026-05-18,Lauren Betts,WAS,DAL,False,False,14.6333,11.0,5.0,7.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,-7.0,25.925925925925924,0.7857142857142857,26.0,28.0,130.76923076923077,146.42857142857142,0.45135714285714285,4
2026-05-24,Lauren Betts,WAS,SEA,False,False,13.1833,6.0,2.0,4.0,0.0,0.0,4.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,-7.0,26.666666666666668,0.5,24.0,24.0,75.0,104.16666666666667,0.489925,5
2026-05-27,Lauren Betts,WAS,SEA,False,True,11.2667,6.0,1.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,4.0,18.181818181818183,0.75,20.0,21.0,120.0,95.23809523809524,0.34195,6
2026-05-29,Lauren Betts,WAS,LAS,True,False,10.35,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,-2.0,13.636363636363637,0.3333333333333333,18.0,19.0,77.77777777777779,84.21052631578948,0.41300000000000003,7
2026-06-02,Lauren Betts,WAS,CHI,True,True,15.0167,8.0,4.0,8.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,2.0,4.0,20.51282051282051,0.5,34.0,34.0,97.05882352941175,85.29411764705881,0.52875,8
2026-06-06,Lauren Betts,WAS,ATL,False,False,15.7,6.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,-6.0,20.0,0.6,29.0,28.0,117.24137931034484,142.85714285714283,0.526475,9
2026-06-08,Lauren Betts,WAS,IND,True,False,12.2,8.0,4.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,18.51851851851852,0.8,24.0,23.0,116.66666666666667,117.39130434782608,0.6028,10
2026-06-12,Lauren Betts,WAS,TOR,True,True,20.7333,18.0,8.0,9.0,0.0,0.0,2.0,2.0,6.0,7.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,0.0,3.0,23.21428571428571,0.9,48.0,44.0,104.16666666666667,106.81818181818181,0.5548666666666667,11
2026-06-14,Lauren Betts,WAS,NYL,False,False,24.4333,4.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,5.0,6.0,1.0,1.0,2.0,-17.0,5.084745762711865,0.6666666666666666,49.0,47.0,79.59183673469389,119.14893617021278,0.48619999999999997,12
2026-06-17,Lauren Betts,WAS,CON,False,True,32.1667,13.0,2.0,7.0,0.0,0.0,10.0,9.0,1.0,2.0,3.0,2.0,1.0,6.0,7.0,0.0,0.0,1.0,12.0,21.21212121212121,0.5416666666666666,60.0,63.0,120.0,95.23809523809524,0.44058571428571425,13
2026-06-19,Lauren Betts,WAS,NYL,False,True,17.4333,8.0,4.0,6.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,-3.0,16.666666666666668,0.6666666666666666,34.0,34.0,88.23529411764706,97.05882352941175,0.48456666666666665,14
2026-06-21,Lauren Betts,WAS,MIN,False,True,17.6167,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,11.0,6.976744186046512,0.5,38.0,35.0,115.78947368421052,94.28571428571429,0.52085,15
2026-06-24,Lauren Betts,WAS,MIN,True,False,16.4167,4.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,4.0,0.0,1.0,4.0,-2.0,16.666666666666668,0.6666666666666666,32.0,31.0,90.625,100.0,0.44893333333333335,16
2026-06-26,Lauren Betts,WAS,CON,False,False,17.3333,5.0,2.0,5.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,6.0,6.0,1.0,1.0,3.0,10.0,21.05263157894737,0.35714285714285715,32.0,32.0,93.75,62.5,0.44858000000000003,17
2026-06-28,Lauren Betts,WAS,PDX,True,True,12.8667,4.0,2.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,-4.0,25.925925925925924,0.2857142857142857,22.0,22.0,77.27272727272727,95.45454545454545,0.4335333333333333,18
2026-07-02,Lauren Betts,WAS,ATL,True,True,12.3,4.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,6.0,15.625,1.0,28.0,27.0,71.42857142857142,51.85185185185185,0.42985,19
2026-07-06,Lauren Betts,WAS,GSV,True,False,16.3,7.0,3.0,7.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,0.0,1.0,1.0,-10.0,29.032258064516128,0.5,27.0,30.0,66.66666666666666,93.33333333333334,0.44701428571428575,20
2026-07-12,Lauren Betts,WAS,SEA,True,True,16.35,11.0,4.0,8.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,9.0,27.027027027027028,0.6111111111111112,33.0,34.0,115.15151515151514,85.29411764705881,0.4192,21
2026-07-14,Lauren Betts,WAS,TOR,False,True,19.6333,6.0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,1.0,5.0,6.0,2.0,1.0,2.0,8.0,10.416666666666668,0.75,36.0,37.0,108.33333333333334,83.78378378378379,0.59605,22
2026-07-16,Lauren Betts,WAS,PDX,True,False,12.3333,6.0,3.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,2.0,4.0,1.0,0.0,2.0,3.0,18.18181818181818,0.5,24.0,22.0,91.66666666666667,86.36363636363636,0.49195000000000005,23
2026-07-18,Lauren Betts,WAS,GSV,False,False,20.5333,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,1.0,-6.0,12.195121951219512,0.6,35.0,36.0,111.42857142857143,125.0,0.3384,24
2026-07-20,Lauren Betts,WAS,GSV,False,True,13.9833,4.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,4.0,1.0,-13.0,18.18181818181818,0.5,25.0,25.0,76.0,128.0,0.419725,25
2026-07-22,Lauren Betts,WAS,LVA,True,True,19.8833,13.0,4.0,6.0,0.0,0.0,6.0,5.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,-5.0,19.565217391304348,0.7222222222222222,38.0,39.0,121.05263157894737,130.76923076923077,0.45188333333333336,26
2026-07-28,Lauren Betts,WAS,CON,True,True,14.4833,8.0,1.0,3.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,7.0,8.0,0.0,1.0,1.0,-2.0,21.21212121212121,0.6666666666666666,29.0,31.0,103.44827586206897,103.22580645161291,0.4113,27
2026-07-31,Lauren Betts,WAS,DAL,True,True,17.0667,3.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,7.0,0.0,1.0,2.0,-2.0,11.11111111111111,0.375,30.0,29.0,76.66666666666667,86.20689655172414,0.4353666666666667,28
2026-08-05,Lauren Betts,WAS,DAL,True,True,18.8833,6.0,2.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,7.0,0.0,1.0,0.0,-5.0,15.0,0.6,37.0,36.0,110.8108108108108,127.77777777777779,0.435,29
2026-08-07,Lauren Betts,WAS,ATL,True,True,21.1167,5.0,2.0,2.0,0.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,2.0,9.0,11.0,1.0,3.0,2.0,8.0,9.25925925925926,0.625,43.0,45.0,106.97674418604652,84.44444444444444,0.56925,30
2026-08-09,Lauren Betts,WAS,PHX,True,True,17.7833,6.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,2.0,4.0,6.0,1.0,0.0,0.0,7.0,14.634146341463415,0.6,36.0,34.0,100.0,85.29411764705881,0.5996,31
2026-08-11,Lauren Betts,WAS,LVA,False,False,14.15,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,-15.0,6.8965517241379315,1.0,25.0,25.0,96.0,156.0,0.39445,32
2026-08-13,Lauren Betts,WAS,LVA,False,False,19.3833,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,6.0,1.0,0.0,1.0,1.0,11.627906976744185,0.6666666666666666,40.0,38.0,112.5,115.78947368421052,0.3877,33
2026-08-15,Lauren Betts,WAS,LAS,True,True,21.45,8.0,4.0,6.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,0.0,15.0,15.384615384615383,0.6666666666666666,42.0,40.0,102.38095238095238,70.0,0.66775,34
2026-08-19,Lauren Betts,WAS,TOR,True,True,21.6667,7.0,3.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,3.0,3.0,0.0,2.0,1.0,-10.0,13.043478260869565,0.7,38.0,42.0,100.0,114.28571428571429,0.5040199999999999,35
