off_poss,def_poss,total_poss,points,opponent_points,fg2_a,fg2_m,fg3_a,fg3_m,fta,ft_points,at_rim_fga,at_rim_fgm,short_mid_range_fga,short_mid_range_fgm,long_mid_range_fga,long_mid_range_fgm,corner3_fga,corner3_fgm,arc3_fga,arc3_fgm,turnovers,live_ball_turnovers,off_rebounds,def_rebounds,assists,pts_assisted2s,pts_assisted3s,second_chance_points,second_chance_off_poss,penalty_off_poss,penalty_points,steals,blocks,fouls,games_in_window,is_baseline_block,window_start_utc,window_end_utc,shotquality_pbp_avg,shotquality_pbp_avg_weight,off_rating,def_rating,net_rating,pace,points_per_game,opponent_points_per_game,fga,fgm,efg_pct,ts_pct,points_per_fga,fg2_pct,fg3_pct,ft_attempt_rate,three_point_attempt_rate,rim_fga_share,short_mid_fga_share,long_mid_fga_share,midrange_fga_share,corner3_fga_share,above_break3_fga_share,rim_and_three_fga_share,corner3_share_of_3pa,rim_accuracy,shot_making_over_shotquality,turnover_rate,live_ball_turnover_rate,assist_rate,assisted_points_share,off_reb_per_100_off_poss,def_reb_per_100_def_poss,second_chance_points_share,second_chance_off_poss_share,penalty_off_poss_share,penalty_points_share,steals_per_100_def_poss,blocks_per_100_def_poss,fouls_per_100_def_poss,team_abbreviation,period,games,first_game_date,last_game_date
2061.0,2083.0,4144.0,2347.0,2243.0,1047.0,560.0,677.0,252.0,570.0,471.0,550.0,352.0,342.0,147.0,155.0,61.0,139.0,43.0,538.0,209.0,384.0,186.0,299.0,719.0,507.0,622.0,588.0,291.0,255.0,633.0,752.0,162.0,95.0,570.0,25.0,0.0,4.45323744e+16,4.45323744e+16,0.5150875834902993,1724.0,113.87675885492479,107.68122899663946,6.195529858285326,82.44,93.88,89.72,1724.0,812.0,0.5440835266821346,0.5942373911282155,1.361368909512761,0.5348615090735435,0.3722304283604136,0.3306264501160093,0.39269141531322505,0.3190255220417633,0.19837587006960558,0.08990719257540604,0.2882830626450116,0.08062645011600927,0.31206496519721577,0.7117169373549884,0.20531757754800592,0.64,0.028995943191835294,0.18631732168850074,0.09024745269286755,0.624384236453202,0.5155517682147422,14.50752062105774,34.51752280364858,0.12398806987643801,0.12372634643377002,0.3071324599708879,0.3204090328078398,7.777244359097455,4.560729716754681,27.364378300528085,IND,baseline,25.0,2026-05-09,2026-07-17
836.0,841.0,1677.0,1021.0,919.0,459.0,262.0,242.0,106.0,220.0,179.0,234.0,157.0,157.0,76.0,68.0,29.0,37.0,18.0,205.0,88.0,137.0,67.0,97.0,297.0,211.0,276.0,219.0,114.0,92.0,235.0,286.0,72.0,44.0,190.0,10.0,0.0,1.78573248e+16,1.78573248e+16,0.5141265315830326,701.0,122.12918660287082,109.27467300832343,12.854513594547385,83.6,102.1,91.9,701.0,368.0,0.6005706134094151,0.6398846828779143,1.456490727532097,0.5708061002178649,0.4380165289256198,0.31383737517831667,0.34522111269614836,0.3338088445078459,0.2239657631954351,0.09700427960057062,0.3209700427960057,0.052781740370898715,0.29243937232524964,0.6790299572039943,0.15289256198347106,0.6709401709401709,0.08644408182638252,0.1638755980861244,0.08014354066985646,0.5733695652173914,0.48481880509304603,11.602870813397129,35.315101070154576,0.11165523996082272,0.11004784688995216,0.2811004784688995,0.2801175318315377,8.561236623067776,5.231866825208085,22.59215219976219,IND,recent,10.0,2026-07-18,2026-08-16
1977.0,1990.0,3967.0,2131.0,2251.0,1013.0,554.0,636.0,203.0,524.0,414.0,514.0,347.0,404.0,170.0,95.0,37.0,132.0,44.0,504.0,159.0,356.0,200.0,256.0,641.0,500.0,664.0,504.0,257.0,225.0,588.0,690.0,181.0,71.0,486.0,24.0,0.0,4.27504608e+16,4.27504608e+16,0.5116274062193693,1649.0,107.78958017197775,113.11557788944724,-5.325997717469491,82.375,88.79166666666667,93.79166666666667,1649.0,757.0,0.520618556701031,0.5668879950626743,1.2922983626440268,0.5468904244817374,0.3191823899371069,0.3177683444511825,0.3856882959369315,0.3117040630685264,0.24499696785930866,0.05761067313523347,0.3026076409945421,0.08004851425106124,0.30563978168587025,0.6973923590054578,0.20754716981132076,0.6750972762645915,0.008991150481661658,0.1800708143651998,0.10116337885685382,0.6605019815059445,0.5480994838104176,12.94891249367729,32.21105527638191,0.12060065696855936,0.11380880121396054,0.29742033383915023,0.32379164711403097,9.095477386934673,3.567839195979899,24.42211055276382,LAS,baseline,24.0,2026-05-10,2026-07-17
806.0,813.0,1619.0,872.0,910.0,419.0,229.0,276.0,101.0,149.0,111.0,207.0,144.0,169.0,69.0,43.0,16.0,55.0,24.0,221.0,77.0,146.0,91.0,101.0,258.0,250.0,316.0,276.0,101.0,90.0,205.0,203.0,79.0,36.0,188.0,10.0,0.0,1.78577568e+16,1.78577568e+16,0.5042152177213453,695.0,108.18858560794044,111.9311193111931,-3.7425337032526613,80.6,87.2,91.0,695.0,330.0,0.5474820143884892,0.573261807089513,1.2546762589928058,0.5465393794749404,0.36594202898550726,0.2143884892086331,0.3971223021582734,0.29784172661870506,0.24316546762589927,0.0618705035971223,0.30503597122302156,0.07913669064748201,0.31798561151079136,0.6949640287769784,0.19927536231884058,0.6956521739130435,0.04326679666714395,0.18114143920595532,0.11290322580645161,0.7575757575757576,0.6788990825688074,12.531017369727046,31.73431734317343,0.1158256880733945,0.11166253101736973,0.2543424317617866,0.23279816513761467,9.71709717097171,4.428044280442804,23.124231242312423,LAS,recent,10.0,2026-07-19,2026-08-15
2066.0,2096.0,4162.0,2366.0,2245.0,1169.0,654.0,602.0,214.0,529.0,416.0,384.0,285.0,581.0,285.0,204.0,84.0,132.0,50.0,470.0,164.0,315.0,175.0,253.0,756.0,585.0,800.0,555.0,303.0,225.0,550.0,628.0,187.0,133.0,454.0,26.0,0.0,4.63158432e+16,4.63158432e+16,0.4792528722180257,1771.0,114.52081316553726,107.1087786259542,7.412034539583061,79.46153846153847,91.0,86.34615384615384,1771.0,868.0,0.5505364201016375,0.5903900666746517,1.3359683794466404,0.5594525235243798,0.3554817275747508,0.2987012987012987,0.33992094861660077,0.21682665160926032,0.32806324110671936,0.11518915866741954,0.4432523997741389,0.07453416149068323,0.26538678712591757,0.5567476002258611,0.21926910299003322,0.7421875,0.0712835478836118,0.15246853823814133,0.08470474346563407,0.673963133640553,0.5726965342349958,12.245885769603097,36.06870229007634,0.12806424344885883,0.10890609874152953,0.26621490803484993,0.2654268808114962,8.92175572519084,6.345419847328245,21.660305343511453,LVA,baseline,26.0,2026-05-09,2026-07-22
805.0,816.0,1621.0,894.0,890.0,437.0,229.0,245.0,90.0,190.0,166.0,137.0,91.0,202.0,100.0,98.0,38.0,53.0,20.0,192.0,70.0,127.0,75.0,91.0,259.0,208.0,270.0,219.0,90.0,82.0,173.0,213.0,59.0,42.0,180.0,10.0,0.0,1.78599168e+16,1.78599168e+16,0.4839580156294747,682.0,111.05590062111801,109.06862745098039,1.9872731701376267,80.5,89.4,89.0,682.0,319.0,0.533724340175953,0.5838557993730408,1.310850439882698,0.5240274599542334,0.3673469387755102,0.2785923753665689,0.3592375366568915,0.20087976539589442,0.2961876832844575,0.1436950146627566,0.4398826979472141,0.07771260997067449,0.28152492668621704,0.5601173020527859,0.2163265306122449,0.6642335766423357,0.049766324546478335,0.1577639751552795,0.09316770186335403,0.6520376175548589,0.5469798657718121,11.304347826086957,31.74019607843137,0.10067114093959731,0.10186335403726708,0.21490683229813665,0.23825503355704697,7.230392156862746,5.147058823529411,22.058823529411764,LVA,recent,10.0,2026-07-28,2026-08-15
2077.0,2105.0,4182.0,2371.0,2141.0,1247.0,665.0,583.0,220.0,475.0,381.0,598.0,386.0,350.0,153.0,299.0,126.0,139.0,50.0,444.0,170.0,357.0,194.0,311.0,733.0,559.0,744.0,561.0,368.0,267.0,421.0,488.0,230.0,132.0,493.0,26.0,0.0,4.63146336e+16,4.63146336e+16,0.5135241105665399,1830.0,114.15503129513722,101.71021377672209,12.444817518415135,79.88461538461539,91.1923076923077,82.34615384615384,1830.0,885.0,0.5437158469945356,0.5814124570868072,1.2956284153005464,0.5332798716920609,0.37735849056603776,0.25956284153005466,0.3185792349726776,0.326775956284153,0.1912568306010929,0.1633879781420765,0.3546448087431694,0.07595628415300547,0.24262295081967214,0.6453551912568306,0.23842195540308747,0.6454849498327759,0.030191736427995663,0.17188252286952335,0.09340394800192585,0.631638418079096,0.5504006748207507,14.973519499277804,34.82185273159145,0.1552087726697596,0.12855079441502168,0.202696196437169,0.20582032897511598,10.926365795724466,6.270783847980997,23.42042755344418,MIN,baseline,26.0,2026-05-09,2026-07-18
799.0,805.0,1604.0,963.0,877.0,467.0,242.0,269.0,116.0,159.0,131.0,218.0,136.0,143.0,64.0,106.0,42.0,57.0,26.0,212.0,90.0,115.0,56.0,120.0,253.0,229.0,266.0,288.0,143.0,104.0,109.0,122.0,98.0,32.0,171.0,10.0,0.0,1.78569792e+16,1.78569792e+16,0.5086258232438782,736.0,120.52565707133918,108.94409937888199,11.581557692457196,79.9,96.3,87.7,736.0,358.0,0.5652173913043478,0.5974241897860936,1.3084239130434783,0.5182012847965739,0.4312267657992565,0.21603260869565216,0.3654891304347826,0.296195652173913,0.19429347826086957,0.14402173913043478,0.3383152173913043,0.07744565217391304,0.28804347826086957,0.6616847826086957,0.21189591078066913,0.6238532110091743,0.05659156806046961,0.1439299123904881,0.07008760951188986,0.6396648044692738,0.5752855659397715,15.018773466833544,31.428571428571427,0.14849428868120457,0.13016270337922403,0.13642052565707133,0.12668743509865005,12.173913043478262,3.9751552795031055,21.242236024844722,MIN,recent,10.0,2026-07-20,2026-08-15
2068.0,2085.0,4153.0,2295.0,2233.0,960.0,522.0,750.0,259.0,561.0,474.0,475.0,325.0,411.0,167.0,74.0,30.0,188.0,70.0,562.0,189.0,395.0,188.0,281.0,776.0,527.0,606.0,672.0,313.0,240.0,618.0,734.0,162.0,108.0,492.0,26.0,0.0,4.63122144e+16,4.63122144e+16,0.5081365939013218,1710.0,110.97678916827853,107.09832134292566,3.878467825352871,79.53846153846153,88.26923076923077,85.88461538461539,1710.0,781.0,0.5324561403508772,0.5864046115165267,1.3421052631578947,0.54375,0.3453333333333333,0.3280701754385965,0.43859649122807015,0.2777777777777778,0.24035087719298245,0.04327485380116959,0.28362573099415206,0.10994152046783626,0.3286549707602339,0.716374269005848,0.25066666666666665,0.6842105263157895,0.024319546449555363,0.19100580270793036,0.09090909090909091,0.674775928297055,0.5568627450980392,13.588007736943908,37.21822541966427,0.1363834422657952,0.11605415860735009,0.2988394584139265,0.3198257080610022,7.76978417266187,5.179856115107913,23.597122302158276,NYL,baseline,26.0,2026-05-08,2026-07-20
809.0,810.0,1619.0,958.0,901.0,418.0,231.0,295.0,111.0,188.0,163.0,214.0,154.0,184.0,71.0,20.0,6.0,69.0,27.0,226.0,84.0,137.0,68.0,123.0,294.0,226.0,276.0,264.0,135.0,106.0,201.0,220.0,61.0,40.0,168.0,10.0,0.0,1.78583616e+16,1.78583616e+16,0.5043295354611272,713.0,118.41779975278122,111.23456790123456,7.183231851546665,80.9,95.8,90.1,713.0,342.0,0.5575035063113605,0.6019705424018499,1.343618513323983,0.5526315789473685,0.376271186440678,0.26367461430575034,0.41374474053295934,0.30014025245441794,0.25806451612903225,0.028050490883590462,0.2861150070126227,0.0967741935483871,0.3169705469845722,0.7138849929873773,0.23389830508474577,0.719626168224299,0.05317397085023323,0.16934487021013597,0.08405438813349815,0.6608187134502924,0.5636743215031316,15.203955500618047,36.2962962962963,0.1409185803757829,0.13102595797280595,0.2484548825710754,0.22964509394572025,7.530864197530865,4.938271604938271,20.74074074074074,NYL,recent,10.0,2026-07-22,2026-08-15
1991.0,2003.0,3994.0,2114.0,2244.0,983.0,507.0,701.0,240.0,465.0,380.0,478.0,294.0,438.0,184.0,67.0,29.0,169.0,67.0,532.0,173.0,395.0,205.0,282.0,624.0,505.0,580.0,645.0,242.0,236.0,498.0,561.0,191.0,102.0,565.0,25.0,0.0,4.45261536e+16,4.45261536e+16,0.5047204430565476,1684.0,106.17780010045203,112.03195207189216,-5.854151971440132,79.64,84.56,89.76,1684.0,747.0,0.5148456057007126,0.5596738324684952,1.2553444180522566,0.5157680569684638,0.34236804564907275,0.27612826603325413,0.416270783847981,0.2838479809976247,0.26009501187648454,0.03978622327790974,0.2998812351543943,0.1003562945368171,0.3159144893111639,0.7001187648456056,0.24108416547788872,0.6150627615062761,0.010125162644164964,0.19839276745354092,0.10296333500753391,0.6760374832663989,0.5794701986754967,14.163736815670516,31.153270094857717,0.11447492904446546,0.1185334003013561,0.2501255650426921,0.2653736991485336,9.535696455317025,5.09236145781328,28.207688467299054,PDX,baseline,25.0,2026-05-09,2026-07-16
816.0,824.0,1640.0,922.0,946.0,377.0,216.0,323.0,117.0,183.0,139.0,180.0,123.0,164.0,81.0,33.0,12.0,83.0,25.0,240.0,92.0,137.0,74.0,106.0,273.0,220.0,238.0,303.0,107.0,92.0,169.0,159.0,68.0,27.0,203.0,10.0,0.0,1.78574112e+16,1.78574112e+16,0.5070198614455966,700.0,112.99019607843137,114.80582524271846,-1.8156291642870883,81.6,92.2,94.6,700.0,333.0,0.5592857142857143,0.5906318864346846,1.3171428571428572,0.5729442970822282,0.3622291021671827,0.26142857142857145,0.4614285714285714,0.2571428571428571,0.2342857142857143,0.047142857142857146,0.2814285714285714,0.11857142857142858,0.34285714285714286,0.7185714285714285,0.25696594427244585,0.6833333333333333,0.052265852840117644,0.16789215686274508,0.09068627450980392,0.6606606606606606,0.586767895878525,12.990196078431374,33.13106796116505,0.11605206073752712,0.11274509803921569,0.20710784313725492,0.17245119305856832,8.25242718446602,3.2766990291262137,24.635922330097088,PDX,recent,10.0,2026-07-18,2026-08-16
2047.0,2076.0,4123.0,2165.0,2278.0,1066.0,538.0,636.0,209.0,583.0,462.0,442.0,291.0,445.0,179.0,179.0,68.0,172.0,59.0,464.0,150.0,364.0,197.0,264.0,700.0,500.0,628.0,558.0,243.0,228.0,546.0,548.0,189.0,81.0,470.0,26.0,0.0,4.63088448e+16,4.63088448e+16,0.5004312666031284,1702.0,105.76453346360528,109.73025048169558,-3.9657170180903023,78.73076923076923,83.26923076923077,87.61538461538461,1702.0,747.0,0.5002937720329025,0.552713273287993,1.272032902467685,0.5046904315196998,0.32861635220125784,0.3425381903642773,0.3736780258519389,0.2596944770857814,0.26145710928319627,0.10517038777908343,0.36662749706227965,0.10105757931844889,0.27262044653349,0.6333725029377203,0.27044025157232704,0.6583710407239819,-0.0001374945702259378,0.17782120175867122,0.09623839765510503,0.6693440428380187,0.5478060046189377,12.896922325354176,33.71868978805395,0.11224018475750577,0.11138251099169516,0.26673180263800683,0.2531177829099307,9.104046242774565,3.901734104046243,22.639691714836225,PHX,baseline,26.0,2026-05-09,2026-07-17
804.0,813.0,1617.0,855.0,870.0,410.0,221.0,236.0,72.0,259.0,197.0,185.0,136.0,159.0,69.0,66.0,16.0,64.0,22.0,172.0,50.0,132.0,61.0,87.0,288.0,216.0,310.0,183.0,76.0,76.0,260.0,293.0,72.0,34.0,194.0,10.0,0.0,1.78570656e+16,1.78570656e+16,0.5012947750565,646.0,106.34328358208955,107.0110701107011,-0.6677865286115434,80.4,85.5,87.0,646.0,293.0,0.5092879256965944,0.5625296068214116,1.3235294117647058,0.5390243902439025,0.3050847457627119,0.40092879256965946,0.3653250773993808,0.28637770897832815,0.24613003095975233,0.1021671826625387,0.34829721362229105,0.09907120743034056,0.26625386996904027,0.651702786377709,0.2711864406779661,0.7351351351351352,0.007993150640094426,0.16417910447761194,0.07587064676616916,0.7372013651877133,0.5766081871345029,10.820895522388058,35.42435424354243,0.08888888888888889,0.0945273631840796,0.32338308457711445,0.34269005847953216,8.856088560885608,4.182041820418204,23.862238622386222,PHX,recent,10.0,2026-07-19,2026-08-16
