team_abbreviation,dimension,baseline_value,recent_value,delta,league_scale,z_delta
LVA,pace,79.56521739130434,81.2,1.6347826086956587,1.8596041745647498,0.8791024622636633
MIN,three_point_attempt_rate,0.31713100177830467,0.36133333333333334,0.04420233155502867,0.050443404684413044,0.8762757357789361
MIN,rim_fga_share,0.32009484291641965,0.3413333333333333,0.02123849041691367,0.05815079271966341,0.3652313136864938
MIN,midrange_fga_share,0.3627741553052756,0.29733333333333334,-0.06544082197194229,0.058844169397011585,-1.1121037588350378
MIN,corner3_share_of_3pa,0.2336448598130841,0.2177121771217712,-0.0159326826913129,0.030733017041944796,-0.5184223426410683
MIN,ft_attempt_rate,0.25963248369887376,0.20266666666666666,-0.0569658170322071,0.04221213900935763,-1.3495126844810887
MIN,turnover_rate,0.17502612330198536,0.13647642679900746,-0.038549696502977904,0.015704202441784446,-2.4547376185375738
MIN,live_ball_turnover_rate,0.09456635318704285,0.06823821339950373,-0.026328139787539118,0.010658823415013403,-2.4700793664012504
MIN,off_reb_per_100_off_poss,15.412748171368861,14.516129032258066,-0.8966191391107952,1.9568467032219692,-0.4581959014134843
MIN,assist_rate,0.6283950617283951,0.6549865229110512,0.026591461182656095,0.019207007525681472,1.3844666404748869
MIN,assisted_points_share,0.546918123275069,0.5930824008138352,0.046164277538766285,0.01807023533814567,2.55471368661785
MIN,second_chance_off_poss_share,0.13166144200626959,0.12655086848635236,-0.0051105735199172275,0.014055422510176658,-0.36360155777721936
MIN,penalty_off_poss_share,0.2027168234064786,0.13399503722084366,-0.06872178618563493,0.03672341091110656,-1.871334510620059
MIN,pace,79.75,80.6,0.8499999999999943,1.8596041745647498,0.4570865196078307
NYL,three_point_attempt_rate,0.445043830074174,0.4085872576177285,-0.03645657245644546,0.050443404684413044,-0.7227222802371723
NYL,rim_fga_share,0.2710721510451787,0.3060941828254848,0.035022031780306107,0.05815079271966341,0.6022623276890183
NYL,midrange_fga_share,0.28388401888064735,0.2853185595567867,0.0014345406761393509,0.058844169397011585,0.02437863752414873
NYL,corner3_share_of_3pa,0.2545454545454545,0.21016949152542372,-0.0443759630200308,0.030733017041944796,-1.4439182121125935
NYL,ft_attempt_rate,0.3310856372218476,0.29916897506925205,-0.03191666215259553,0.04221213900935763,-0.7561015125416937
NYL,turnover_rate,0.19383259911894274,0.17496962332928312,-0.01886297578965962,0.015704202441784446,-1.2011419146935198
NYL,live_ball_turnover_rate,0.09361233480176212,0.08262454434993925,-0.010987790451822868,0.010658823415013403,-1.0308633536742997
NYL,off_reb_per_100_off_poss,12.940528634361234,15.91737545565006,2.9768468212888255,1.9568467032219692,1.5212468183570103
NYL,assist_rate,0.6954612005856515,0.6268221574344023,-0.06863904315124925,0.019207007525681472,-3.5736458716680755
NYL,assisted_points_share,0.572136836886465,0.5240532241555783,-0.04808361273088668,0.01807023533814567,-2.660928971377797
NYL,second_chance_off_poss_share,0.11068281938325991,0.1385176184690158,0.027834799085755896,0.014055422510176658,1.9803601823852999
NYL,penalty_off_poss_share,0.2907488986784141,0.27217496962332927,-0.018573929055084815,0.03672341091110656,-0.5057789729838889
NYL,pace,78.95652173913044,82.3,3.34347826086956,1.8596041745647498,1.7979515784062587
PDX,three_point_attempt_rate,0.4074816299265197,0.4591381872213967,0.051656557294877004,0.050443404684413044,1.0240497765377605
PDX,rim_fga_share,0.27788911155644624,0.29271916790490343,0.014830056348457188,0.05815079271966341,0.25502758698322053
PDX,midrange_fga_share,0.31462925851703405,0.24814264487369986,-0.06648661364333419,0.058844169397011585,-1.1298759813357264
PDX,corner3_share_of_3pa,0.24754098360655738,0.2524271844660194,0.0048862008594620365,0.030733017041944796,0.15898864900876117
PDX,ft_attempt_rate,0.27788911155644624,0.26448736998514116,-0.013401741571305081,0.04221213900935763,-0.3174854884357831
PDX,turnover_rate,0.19954519613416713,0.17385943279901356,-0.025685763335153572,0.015704202441784446,-1.6355980783087087
PDX,live_ball_turnover_rate,0.10346787947697555,0.09617755856966707,-0.007290320907308481,0.010658823415013403,-0.6839705118896853
PDX,off_reb_per_100_off_poss,15.008527572484365,10.60419235511714,-4.404335217367224,1.9568467032219692,-2.2507308365624343
PDX,assist_rate,0.6707503828483921,0.6897590361445783,0.019008653296186284,0.019207007525681472,0.9896728197128069
PDX,assisted_points_share,0.5740540540540541,0.6012861736334405,0.027232119579386427,0.01807023533814567,1.5070152142346658
PDX,second_chance_off_poss_share,0.12563956793632747,0.09124537607891492,-0.03439419185741255,0.014055422510176658,-2.4470407654063657
PDX,penalty_off_poss_share,0.2586696986924389,0.18618988902589395,-0.07247980966654494,0.03672341091110656,-1.973667692306443
PDX,pace,79.95454545454545,81.1,1.145454545454541,1.8596041745647498,0.6159668606479874
PHX,three_point_attempt_rate,0.3786531130876747,0.3462132921174652,-0.032439820970209476,0.050443404684413044,-0.6430934068221875
PHX,rim_fga_share,0.2560355781448539,0.2921174652241113,0.03608188707925741,0.05815079271966341,0.6204883096470066
PHX,midrange_fga_share,0.3653113087674714,0.3616692426584235,-0.0036420661090479367,0.058844169397011585,-0.0618934067107913
PHX,corner3_share_of_3pa,0.2701342281879195,0.2767857142857143,0.006651486097794812,0.030733017041944796,0.21642802230307498
PHX,ft_attempt_rate,0.34243964421855144,0.38330757341576505,0.040867929197213604,0.04221213900935763,0.9681558470219659
PHX,turnover_rate,0.17790759426447159,0.1546134663341646,-0.023294127930306996,0.015704202441784446,-1.4833053774401113
PHX,live_ball_turnover_rate,0.09612320764737121,0.07481296758104738,-0.02131024006632383,0.010658823415013403,-1.9993051049431456
