team_id,team_abbreviation,team_name,games_played
1611661313,NYL,NYL,42
1611661317,PHX,PHX,42
1611661319,LVA,LVA,42
1611661320,LAS,LAS,42
1611661321,DAL,DAL,42
1611661322,WAS,WAS,42
1611661323,CON,CON,42
1611661324,MIN,MIN,42
1611661325,IND,IND,42
1611661327,PDX,PDX,43
1611661328,SEA,SEA,43
1611661329,CHI,CHI,42
1611661330,ATL,ATL,42
1611661331,GSV,GSV,42
1611661332,TOR,TOR,42
