Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Date,GameId,Opponent,TeamId,TeamName,TeamAbbreviation,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Fg3aBlocked,Corner3Assists,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,FTOffRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Corner3PctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,Defensive 3 Seconds Violations,BlockedCorner3,SecondChanceArc3PctAssisted,3pt And 1 Free Throw Trips,BlockedLongMidRange,OffensiveGoaltends,Clear Path Fouls
40:00,82,83,13.0,9,165,12.0,12.0,3.0,3.0,11.0,32,4.0,9.0,1.0,11,23,1.0,1.0,2.0,4.0,27,53,11,24,12,99,4.0,7.0,1.0,1.0,1.0,12.0,3.0,7.0,2.0,4.0,1.0,13.0,32,22,21.0,12.0,4.0,23,11,8.0,16,7.0,23,7.0,7.0,7.0,2.0,53,1.0,8.0,10,21,1.0,32,9,41,11,6.0,5.0,5,1.0,4.0,3.0,1.0,8,2.0,3,10,1.0,15,3.0,15,2.0,7,1.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,87,13.0,13.0,0.5925925925925926,0.64,0.6363636363636364,0.4583333333333333,1.0,0.5,0.4583333333333333,0.5094339622641509,0.5714285714285714,0.42857142857142855,0.564935064935065,0.6875,0.5454545454545454,0.5963855421686747,0.6666666666666666,0.5416666666666666,0.3116883116883117,0.1509433962264151,0.21875,0.1111111111111111,0.625,1.0,0.8076923076923077,0.3076923076923077,0.7692307692307693,0.07692307692307693,0.7948717948717948,0.23076923076923078,0.3333333333333333,0.2,0.08333333333333333,1.0,0.7272727272727273,0.8333333333333334,0.8,0.6666666666666666,99.0,0.75,15.25731707317073,13.842168674698796,14.598780487804877,13.449397590361448,0.15584415584415584,1.0,1.0,0.5833333333333334,0.4155844155844156,0.34375,0.44,0.6363636363636364,0.11688311688311688,0.4444444444444444,0.5,0.5,0.012987012987012988,0.2987012987012987,0.4782608695652174,0.4782608695652174,0.6363636363636364,0.375,1.0,0.125,1.0,0.36363636363636365,0.5,0.4675324675324675,0.4782608695652174,0.46792142857142854,0.5116142857142857,0.3926318181818182,0.0963855421686747,0.1206896551724138,0.04,0.12121212121212122,0.13131313131313133,8.281132075471698,26.3875,0.15853658536585366,2026-05-09,1022600005,LVA,1611661317,PHX,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39:59,76,76,23.0,4,152,4.0,8.0,,,9.0,16,2.0,8.0,7.0,6,15,,1.0,3.0,7.0,15,32,11,22,16,79,1.0,2.0,,1.0,,2.0,5.0,7.0,4.0,9.0,5.0,27.0,20,10,30.0,3.0,2.0,15,6,3.0,10,10.0,20,5.0,2.0,7.0,1.0,50,,4.0,13,10,,23,4,27,2,1.0,1.0,10,1.0,8.0,7.0,2.0,17,4.0,10,21,2.0,21,2.0,19,1.0,8,,3.0,,,1.0,2.0,3.0,2.0,77,27.0,23.0,0.6666666666666666,0.7142857142857143,0.9090909090909091,0.5,,0.4444444444444444,0.5,0.46875,0.5,0.7142857142857143,0.5833333333333334,0.3333333333333333,0.6875,0.626984126984127,0.3333333333333333,0.7105263157894737,0.4074074074074074,0.09375,0.0625,,0.5882352941176471,,0.7692307692307693,0.23529411764705882,0.6842105263157895,,0.71875,0.14285714285714285,0.14285714285714285,0.5,,1.0,0.625,1.0,0.6666666666666666,0.75,91.20000000000006,0.6666666666666666,14.224999999999975,17.353947368421053,13.93552631578945,16.46578947368421,0.14814814814814814,0.5,0.6666666666666666,0.5,0.2962962962962963,0.5625,0.6,0.7777777777777778,0.14814814814814814,0.25,0.25,0.5,0.12962962962962962,0.2777777777777778,0.4,0.42857142857142855,0.8333333333333334,,,0.3333333333333333,,0.4375,0.42857142857142855,0.5555555555555556,0.4,0.49527499999999997,0.46423333333333333,0.53128125,0.13114754098360656,0.20512820512820512,,0.02531645569620253,0.34177215189873417,8.375,25.245454545454546,0.3026315789473684,2026-05-10,1022600011,GSV,1611661317,PHX,PHX,14.0,2.0,3.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.045454545454545456,0.25,0.06666666666666667,0.7142857142857143,0.7142857142857143,1.0,0.1875,0.6666666666666666,0.125,0.5,,,,,,,,,,,,,,,,,,,,,,,
40:00,81,80,25.0,13,161,14.0,26.0,3.0,5.0,2.0,10,1.0,6.0,8.0,6,21,,1.0,,7.0,17,42,9,29,23,84,3.0,7.0,1.0,4.0,4.0,13.0,4.0,12.0,1.0,10.0,12.0,23.0,22,12,27.0,,4.0,21,6,3.0,11,9.0,20,6.0,8.0,2.0,1.0,49,7.0,7.0,7,14,3.0,24,15,39,11,6.0,5.0,5,2.0,3.0,6.0,2.0,11,3.0,10,22,3.0,28,4.0,33,4.0,12,1.0,3.0,1.0,1.0,3.0,,4.0,2.0,71,23.0,25.0,0.6470588235294118,0.7333333333333333,1.0,0.3103448275862069,0.25,0.1,0.3103448275862069,0.40476190476190477,0.42857142857142855,0.3333333333333333,0.4295774647887324,0.4090909090909091,0.25,0.49411764705882355,0.43333333333333335,0.38333333333333336,0.4084507042253521,0.07142857142857142,,0.16666666666666666,0.45454545454545453,1.0,0.7,0.2916666666666667,0.5833333333333334,0.3684210526315789,0.65625,0.32558139534883723,0.2857142857142857,,0.2857142857142857,0.6,0.75,0.8333333333333334,0.5454545454545454,1.0,96.6,0.5,15.469135802469136,14.3375,14.604938271604938,13.8125,0.36619718309859156,0.5384615384615384,0.5833333333333334,0.5714285714285714,0.14084507042253522,0.2,0.2,1.0,0.08450704225352113,0.16666666666666666,0.2,1.0,0.11267605633802817,0.29577464788732394,0.2857142857142857,0.2857142857142857,1.0,0.45454545454545453,0.6,0.09090909090909091,,0.3181818181818182,,0.7746478873239436,0.2857142857142857,0.5600885714285715,0.5578071428571428,0.5491,0.1625,0.24,0.03333333333333333,0.15476190476190477,0.27380952380952384,5.264285714285714,25.582758620689653,0.30864197530864196,2026-05-12,1022600013,MIN,1611661317,PHX,PHX,23.0,4.0,8.0,3.0,1.0,3.0,1.0,3.0,,,,,1.0,,4.0,5.0,5.0,0.034482758620689655,0.07692307692307693,,0.375,0.42857142857142855,1.0,0.36363636363636365,0.5,0.13636363636363635,0.3333333333333333,1.0,3.0,1.0,1.0,1.0,1.0,0.125,0.16666666666666666,0.4166666666666667,0.6,0.02564102564102564,0.3333333333333333,0.2727272727272727,0.3333333333333333,1.0,,,,,,,,
40:00,82,83,43.0,13,165,4.0,6.0,2.0,3.0,14.0,32,,3.0,2.0,5,19,,3.0,2.0,12.0,18,41,6,21,37,91,5.0,8.0,,3.0,2.0,12.0,10.0,21.0,3.0,13.0,20.0,49.0,16,20,12.0,6.0,6.0,19,5,7.0,8,4.0,12,3.0,1.0,7.0,,28,4.0,9.0,12,19,2.0,33,14,47,5,5.0,,5,3.0,4.0,10.0,1.0,15,8.0,14,22,3.0,30,3.0,41,1.0,10,1.0,6.0,1.0,1.0,1.0,5.0,7.0,4.0,79,46.0,41.0,0.4444444444444444,0.5333333333333333,0.6666666666666666,0.2857142857142857,,0.23076923076923078,0.2857142857142857,0.43902439024390244,0.625,0.47619047619047616,0.43548387096774194,0.45454545454545453,0.4264705882352941,0.5555555555555556,0.5,0.5454545454545454,0.3387096774193548,0.17073170731707318,0.15625,,0.3333333333333333,0.5,0.8260869565217391,0.391304347826087,0.8571428571428571,0.26666666666666666,0.8378378378378378,0.34210526315789475,0.3888888888888889,0.3333333333333333,0.21428571428571427,1.0,0.7857142857142857,0.8333333333333334,0.9166666666666666,0.5,99.0,0.5714285714285714,15.012195121951219,14.08433734939759,14.146341463414634,13.698795180722891,0.0967741935483871,0.6666666666666666,1.0,0.25,0.5161290322580645,0.4375,0.5185185185185185,0.5,0.04838709677419355,,,,0.03225806451612903,0.3064516129032258,0.2631578947368421,0.2631578947368421,0.6,0.2727272727272727,0.6666666666666666,0.2727272727272727,,0.35294117647058826,0.16666666666666666,0.43548387096774194,0.2631578947368421,0.45153688524590163,0.46633888888888886,0.45470303030303033,0.1527777777777778,0.2,0.045454545454545456,0.13186813186813187,0.5384615384615384,7.3341463414634145,25.87142857142857,0.524390243902439,2026-05-15,1022600024,CHI,1611661317,PHX,PHX,15.0,3.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,9.0,6.0,,0.3333333333333333,,0.5,0.5,1.0,0.14705882352941177,0.6,0.029411764705882353,1.0,,,1.0,3.0,2.0,1.0,,0.5,0.5,1.0,0.0967741935483871,,,,,1.0,,,,,,,
40:00,81,83,26.0,11,164,21.0,31.0,5.0,5.0,6.0,12,1.0,5.0,5.0,2,17,,,1.0,7.0,28,48,4,22,22,90,5.0,9.0,,,3.0,13.0,5.0,12.0,2.0,10.0,9.0,25.0,32,24,12.0,,6.0,17,2,2.0,16,4.0,20,2.0,11.0,4.0,1.0,44,5.0,6.0,17,10,2.0,29,11,40,6,3.0,3.0,4,2.0,3.0,5.0,1.0,9,2.0,9,17,,26,3.0,28,1.0,9,,1.0,,,1.0,,1.0,,77,25.0,26.0,0.5714285714285714,0.64,1.0,0.18181818181818182,,0.2,0.18181818181818182,0.5833333333333334,0.5555555555555556,0.4166666666666667,0.4857142857142857,0.5555555555555556,0.36363636363636365,0.536144578313253,0.5909090909090909,0.43103448275862066,0.3142857142857143,0.041666666666666664,0.08333333333333333,,0.4444444444444444,1.0,0.5555555555555556,0.3,0.8095238095238095,0.2777777777777778,0.6923076923076923,0.2894736842105263,0.3333333333333333,0.25,0.3333333333333333,0.625,0.6666666666666666,0.25,0.7894736842105263,1.0,98.4,,14.662962962962963,14.606024096385541,14.359259259259261,13.891566265060241,0.44285714285714284,0.6774193548387096,0.7,0.5238095238095238,0.17142857142857143,0.5,0.5454545454545454,0.6666666666666666,0.07142857142857142,0.2,0.2,1.0,0.07142857142857142,0.24285714285714285,0.11764705882352941,0.11764705882352941,1.0,0.5555555555555556,1.0,,,0.3181818181818182,0.14285714285714285,0.7571428571428571,0.11764705882352941,0.5588442857142858,0.5175333333333333,0.4859363636363636,0.11538461538461539,0.16071428571428573,,0.14444444444444443,0.2777777777777778,4.635416666666667,25.14090909090909,0.32098765432098764,2026-05-19,1022600031,TOR,1611661317,PHX,PHX,16.0,3.0,5.0,2.0,1.0,3.0,,2.0,,2.0,,1.0,3.0,,4.0,5.0,5.0,,0.03225806451612903,,0.4,0.4,1.0,0.22727272727272727,0.6,0.13636363636363635,0.3333333333333333,,,,,,2.0,,,0.3,,,0.4,,,,1.0,,,,,,,
40:00,81,81,29.0,12,162,18.0,31.0,4.0,6.0,2.0,9,1.0,4.0,6.0,6,19,,2.0,3.0,7.0,21,44,8,25,22,88,4.0,8.0,,2.0,6.0,14.0,6.0,16.0,3.0,8.0,12.0,33.0,18,24,24.0,,4.0,19,6,4.0,9,8.0,17,6.0,8.0,1.0,,42,5.0,8.0,13,11,1.0,25,15,40,9,5.0,4.0,8,,6.0,5.0,2.0,13,2.0,7,24,2.0,25,2.0,29,3.0,9,,1.0,1.0,1.0,,1.0,2.0,2.0,74,33.0,29.0,0.42857142857142855,0.47368421052631576,1.0,0.32,,0.375,0.32,0.4772727272727273,0.5,0.375,0.4782608695652174,0.4,0.4375,0.5365853658536586,0.5384615384615384,0.515625,0.36231884057971014,0.09090909090909091,0.1111111111111111,,0.6153846153846154,1.0,0.6875,0.36363636363636365,0.7647058823529411,0.29411764705882354,0.7272727272727273,0.3333333333333333,0.2857142857142857,,0.3076923076923077,0.7,0.6666666666666666,,0.7692307692307693,0.75,97.19999999999993,1.0,14.169135802469137,15.46049382716052,13.362962962962964,15.102469135802494,0.4492753623188406,0.5806451612903226,0.6428571428571429,0.4444444444444444,0.13043478260869565,0.2222222222222222,0.25,0.5,0.057971014492753624,0.25,0.25,,0.08695652173913043,0.2753623188405797,0.3157894736842105,0.3157894736842105,1.0,0.6,0.6666666666666666,0.2,,0.2916666666666667,0.42857142857142855,0.8115942028985508,0.3157894736842105,0.5651963768115942,0.56522,0.5311083333333334,0.12,0.18,,0.1590909090909091,0.375,4.795454545454546,25.011999999999997,0.35802469135802467,2026-05-21,1022600037,LAS,1611661317,PHX,PHX,29.0,4.0,9.0,2.0,,1.0,,2.0,,,1.0,,1.0,,1.0,7.0,7.0,,0.0967741935483871,,0.3333333333333333,0.3333333333333333,1.0,0.375,0.4444444444444444,0.041666666666666664,,,,2.0,1.0,1.0,4.0,,0.5,0.46153846153846156,0.25,0.02857142857142857,0.5,,,,,,,,,,,
40:00,75,74,6.0,10,149,13.0,18.0,5.0,5.0,7.0,18,5.0,9.0,8.0,3,13,,1.0,1.0,1.0,25,45,4,21,18,80,7.0,8.0,,1.0,2.0,16.0,,2.0,1.0,1.0,4.0,7.0,22,28,9.0,3.0,8.0,13,3,3.0,11,3.0,14,2.0,5.0,3.0,3.0,31,7.0,3.0,11,14,4.0,29,11,40,8,5.0,3.0,9,1.0,5.0,6.0,4.0,15,1.0,9,19,1.0,16,3.0,19,1.0,5,2.0,6.0,,,4.0,2.0,6.0,4.0,64,7.0,6.0,0.44,0.5238095238095238,0.75,0.19047619047619047,,1.0,0.19047619047619047,0.5555555555555556,0.875,,0.4696969696969697,0.7777777777777778,0.5,0.5342465753424658,0.8,0.7,0.3181818181818182,0.06666666666666667,0.1111111111111111,,0.6,0.5714285714285714,0.6086956521739131,0.15,0.7333333333333333,0.4117647058823529,0.6578947368421053,0.2702702702702703,0.09090909090909091,0.25,0.5,0.5833333333333334,0.7,,0.75,0.6666666666666666,89.4,0.6666666666666666,16.628,15.579729729729731,15.951999999999998,14.252702702702702,0.2727272727272727,0.7222222222222222,0.7647058823529411,0.38461538461538464,0.2727272727272727,0.3888888888888889,0.4375,0.42857142857142855,0.13636363636363635,0.5555555555555556,0.5555555555555556,0.6,0.12121212121212122,0.19696969696969696,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.5555555555555556,1.0,0.1111111111111111,,0.3333333333333333,1.0,0.5909090909090909,0.23076923076923078,0.49196060606060604,0.5846,0.4287666666666667,0.08450704225352113,0.10204081632653061,0.045454545454545456,0.2,0.0875,7.5088888888888885,23.91904761904762,0.08,2026-05-24,1022600044,ATL,1611661317,PHX,PHX,13.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,0.05555555555555555,,0.125,0.125,1.0,0.3333333333333333,,,,,,1.0,,2.0,,,1.0,0.2,0.2857142857142857,,0.2,,,,2.0,1.0,,,,,,
40:00,76,78,10.0,7,154,10.0,14.0,1.0,2.0,4.0,12,1.0,3.0,11.0,5,19,1.0,4.0,1.0,3.0,15,29,10,30,14,74,1.0,2.0,1.0,5.0,1.0,6.0,1.0,3.0,2.0,5.0,4.0,12.0,20,10,27.0,3.0,2.0,19,5,,10,9.0,19,4.0,6.0,3.0,1.0,47,7.0,2.0,12,17,,29,9,38,7,2.0,5.0,9,2.0,8.0,8.0,1.0,17,,5,21,3.0,18,2.0,22,1.0,9,,4.0,1.0,,2.0,2.0,5.0,2.0,68,12.0,10.0,0.6666666666666666,0.7142857142857143,0.9,0.3333333333333333,0.2,0.4,0.3333333333333333,0.5172413793103449,0.5,0.3333333333333333,0.5084745762711864,0.35714285714285715,0.5,0.5367647058823529,0.375,0.5454545454545454,0.5084745762711864,,,,0.5294117647058824,,0.7727272727272727,0.14285714285714285,0.8,0.35,0.7837837837837838,0.2647058823529412,0.25,,0.21428571428571427,0.42857142857142855,1.0,0.8,0.7777777777777778,0.8333333333333334,92.4,0.4,14.885526315789473,16.265384615384615,14.477631578947367,15.719230769230771,0.23728813559322035,0.7142857142857143,0.7142857142857143,0.6,0.2033898305084746,0.3333333333333333,0.3333333333333333,0.75,0.05084745762711865,0.3333333333333333,0.3333333333333333,1.0,0.1864406779661017,0.3220338983050847,0.2631578947368421,0.2777777777777778,0.8,0.2857142857142857,0.5,0.5714285714285714,0.25,0.375,0.3333333333333333,0.7457627118644068,0.2631578947368421,0.5198915254237289,0.604,0.493775,0.13432835820895522,0.24324324324324326,,0.08108108108108109,0.16216216216216217,6.320689655172414,24.71333333333333,0.13157894736842105,2026-05-27,1022600049,NYL,1611661317,PHX,PHX,16.0,,1.0,5.0,1.0,2.0,2.0,5.0,,,1.0,,1.0,,,1.0,1.0,0.06666666666666667,,0.05263157894736842,0.45454545454545453,0.5,1.0,0.125,,0.25,0.5,,1.0,,1.0,1.0,3.0,0.09090909090909091,,,0.6666666666666666,0.03125,,0.14285714285714285,,,1.0,,1.0,1.0,,,,
40:00,75,76,19.0,6,151,4.0,8.0,2.0,2.0,9.0,22,2.0,8.0,8.0,5,16,,,2.0,4.0,15,38,6,24,20,68,3.0,5.0,,,2.0,8.0,3.0,8.0,2.0,7.0,10.0,22.0,20,10,12.0,6.0,4.0,16,5,5.0,10,4.0,14,3.0,1.0,7.0,2.0,32,1.0,5.0,12,10,1.0,23,6,29,11,7.0,4.0,5,2.0,4.0,4.0,1.0,9,,6,20,1.0,20,1.0,22,1.0,5,1.0,3.0,,,,3.0,3.0,1.0,60,22.0,19.0,0.6666666666666666,0.7692307692307693,0.6666666666666666,0.25,,0.2857142857142857,0.25,0.39473684210526316,0.6,0.375,0.3870967741935484,0.6,0.4,0.47183098591549294,0.6666666666666666,0.5238095238095238,0.3870967741935484,0.13157894736842105,0.13636363636363635,,0.5555555555555556,1.0,0.6666666666666666,0.21739130434782608,0.75,0.05555555555555555,0.7096774193548387,0.14634146341463414,0.23076923076923078,0.3333333333333333,0.09090909090909091,1.0,0.5833333333333334,1.0,0.7692307692307693,0.6666666666666666,90.6,0.3333333333333333,14.828,16.946052631578947,14.441333333333333,16.689473684210526,0.12903225806451613,0.5,0.6666666666666666,0.25,0.3548387096774194,0.4090909090909091,0.47368421052631576,0.7777777777777778,0.12903225806451613,0.25,0.25,1.0,0.12903225806451613,0.25806451612903225,0.3125,0.3125,0.6,0.4,1.0,,,0.26666666666666666,0.5,0.5161290322580645,0.3125,0.46588306451612904,0.48334,0.49756,0.08955223880597014,0.11904761904761904,0.04,0.11764705882352941,0.3235294117647059,8.121052631578948,25.462500000000002,0.25333333333333335,2026-05-29,1022600056,NYL,1611661317,PHX,PHX,25.0,3.0,4.0,1.0,,3.0,,1.0,,1.0,,,,,3.0,4.0,3.0,,0.25,,0.125,0.125,1.0,0.26666666666666666,0.75,0.2,,,,,1.0,,1.0,,,,,0.027777777777777776,,,,,1.0,,,,,,,
40:00,78,79,21.0,11,157,4.0,8.0,1.0,4.0,5.0,20,3.0,9.0,9.0,7,18,,,1.0,4.0,12,37,10,27,23,77,1.0,9.0,,,6.0,8.0,2.0,7.0,1.0,6.0,8.0,15.0,20,4,24.0,6.0,2.0,18,7,5.0,10,8.0,18,5.0,3.0,5.0,2.0,44,4.0,10.0,5,10,,15,14,29,6,5.0,1.0,10,3.0,10.0,4.0,,14,5.0,5,12,,22,2.0,27,,10,,,,,,,,,69,15.0,21.0,0.8333333333333334,0.9090909090909091,0.8,0.37037037037037035,,0.16666666666666666,0.37037037037037035,0.32432432432432434,0.1111111111111111,0.2857142857142857,0.421875,0.1111111111111111,0.2692307692307692,0.4935064935064935,0.3333333333333333,0.4166666666666667,0.421875,0.13513513513513514,0.25,,0.7142857142857143,,0.5555555555555556,0.4,0.7142857142857143,0.23529411764705882,0.6,0.3333333333333333,0.4,0.3333333333333333,0.2727272727272727,1.0,0.42857142857142855,0.5,0.7142857142857143,,94.2,,16.07051282051282,14.512658227848101,15.082051282051284,13.677215189873417,0.125,0.5,0.5,0.75,0.3125,0.25,0.3333333333333333,1.0,0.140625,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.140625,0.28125,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.4444444444444444,0.25,,,0.3076923076923077,0.25,0.546875,0.3888888888888889,0.49615703125,0.5120285714285714,0.4763230769230769,0.13513513513513514,0.2127659574468085,,0.1038961038961039,0.19480519480519481,8.683783783783785,24.451851851851853,0.2692307692307692,2026-06-01,1022600065,MIN,1611661317,PHX,PHX,9.0,1.0,2.0,3.0,,2.0,,3.0,,,2.0,,2.0,,1.0,3.0,3.0,,,,0.3333333333333333,0.3333333333333333,1.0,0.15384615384615385,0.5,0.15384615384615385,,,,,1.0,,1.0,,,0.5,0.16666666666666666,0.02702702702702703,,,,,1.0,,,,,,,
