id,text,dataset,league,season,season_type,source_endpoint,source_params_json,run_id,fetched_at_utc,row_content_hash,source_response_keys,team_id_clean,team_name_clean,dataset_clean,_cleaned_at_utc,_clean_run_id,_row_content_hash
1611661330,ATL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,6650961fb17437a0efb3c1c2ced8e9ad13f4336d5989620bf01cb2d9fef18b2a,"[""teams""]",1611661330,ATL,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,8a44c370f9c182a5b5eb5163c8c4c2b834b58660824d13967362ac29d5015892
1611661329,CHI,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,e6d34ed0fe62363a5d374c408b935d8a8f29638b0e41a03838b7b2e5d98f1a1f,"[""teams""]",1611661329,CHI,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,c6302b245dca90be7e547194f3a824c619399274e1f77b67c58dd76ce8148cd1
1611661323,CON,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,b027582a9433c1510cf671222eaa8d872220ce57d0797f40d90e6b285aeb2985,"[""teams""]",1611661323,CON,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,755c79154ccf3546b4d45d3d6a9d7d6327c537c6773ad0628336a7c216129bcd
1611661321,DAL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,8b6adee0e32c2d711918623c984dafd400068b66a34760b645c9978b44cc01ec,"[""teams""]",1611661321,DAL,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,f24f9fb8d919c2d479a0f6be33102771feabf31a9183e0c633dc3d92ee0b438c
1611661331,GSV,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,9b7bcccdcc20ab380138b7b5489328184adb6317fe456f5293778f8cfa338067,"[""teams""]",1611661331,GSV,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,ec7438e492f10ca9158c426260d9fa38fc2881ad39f82a3a5d1d0d316be23a64
1611661325,IND,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,957eb3416b8f54d85d0a3b8bf701f3f54663133f61bec0623aa16153b351e46c,"[""teams""]",1611661325,IND,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,70b5998a96cb73c42451f375382ec3c2aac8a5b699fc33cfbead1fc03d985421
1611661320,LAS,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,741b31a98d142a218eb1a60a81e00a049baa415cdb976710be7018a8c673f280,"[""teams""]",1611661320,LAS,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,79c0afb870e382079f636dfa188cc706c451115cd1f9a87d43113176e9c46073
1611661319,LVA,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,e47b3ba7271f0bfdabaef06252dcb888d49a04fb613760ac25608a6556e1126d,"[""teams""]",1611661319,LVA,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,24fbfc81d001d03c4288742268e9d895504a17589a3633c09dfa4b8c9b84a74c
1611661324,MIN,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,42581375959d4224bad25aed67b57077a47ca02019b4f3d3e51a8bc24898fd6f,"[""teams""]",1611661324,MIN,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,5b7b588e4fe121b380a11c88e913207528fdedb59ac46fe6402f8f7b3a6099aa
1611661313,NYL,teams_directory,wnba,,,/get-teams/wnba,{},20260603T200437Z,2026-06-03T20:04:38+00:00,542e6b98a169480e56213dfb647ffc2c81e44ef60fbd30f059aac10a4c83a45a,"[""teams""]",1611661313,NYL,teams_directory,2026-06-03T20:04:40+00:00,20260603T200437Z,049381472a5b600c050b4a1efd3f21b4199cd68ccbee5fcd4b0603d96fa6013c
