game_id,game_date,home_id,away_id,home_win_branch_n,home_loss_branch_n,conditional_estimate_available,home_playoff_probability_if_home_win,home_playoff_probability_if_home_loss,home_playoff_probability_swing,away_playoff_probability_if_home_win,away_playoff_probability_if_home_loss,away_playoff_probability_swing,home_top4_probability_if_home_win,home_top4_probability_if_home_loss,home_top4_probability_swing,away_top4_probability_if_home_win,away_top4_probability_if_home_loss,away_top4_probability_swing,home_expected_rank_if_home_win,home_expected_rank_if_home_loss,home_expected_rank_swing,away_expected_rank_if_home_win,away_expected_rank_if_home_loss,away_expected_rank_swing,direct_h2h_tiebreak_flag,cutline_matchup_flag,top4_matchup_flag,raw_leverage,leverage_score,leverage_label
401857205,2026-09-20,17,14,8059,1941,True,1,1,0,0,0,0,0.91264424866608762,0.71303451828954145,0.19960973037654617,0,0,0,3.0558381933242336,3.8438948995363216,0.78805670621208801,14.71113041320263,14.437403400309119,-0.2737270128935112,False,False,False,15.128810647441123,62.658947887055263,Moderate
401857206,2026-09-21,9,20,4194,5806,True,1,1,0,1,1,0,0.094897472579876019,0.012400964519462624,0.082496508060413393,0.35407725321888411,0.65328970031002409,-0.29921244709113998,6.3168812589413443,7.0874956941095419,0.77061443516819761,4.9053409632808771,4.0962797106441613,-0.8090612526367158,False,False,False,21.188991836015262,90.359764180381617,Critical
401857207,2026-09-21,11,3,4223,5777,True,0,0,0,1,1,0,0,0,0,0.00094719393795879704,0.016617621602908084,-0.015670427664949287,10.367511247928013,10.928336506837459,0.56082525890944623,7.1626805588444231,6.55634412324736,-0.60633643559706307,False,False,False,3.3655714022852097,8.8897091126650505,Low
401857208,2026-09-22,16,18,8287,1713,True,0.99987932906962718,1,-0.00012067093037282373,0,0,0,0.031495112827319899,0.0052539404553415062,0.026241172371978393,0,0,0,6.767105104380355,7.30764740221833,0.54054229783797503,14.303487389887776,13.93812025685931,-0.36536713302846557,False,False,False,3.7487066267078859,10.64100303226682,Low
401857209,2026-09-22,5,8,4165,5835,True,1,1,0,1,1,0,0.68907563025210083,0.41919451585261353,0.26988111439948731,1,1,0,4.0295318127250903,4.7950299914310195,0.76549817870592918,1.004561824729892,1,-0.0045618247298919723,False,False,False,19.254859578792956,81.518932416914566,High
401857210,2026-09-22,19,131935,7549,2451,True,0.00013246787653993907,0,0.00013246787653993907,0,0,0,0,0,0,0,0,0,9.4305205987548018,9.8612811097511219,0.43076051099632018,12.827526824745,12.485516115871073,-0.34201070887392682,False,False,False,1.7362888316392746,1.4423315879675633,Low
401857211,2026-09-22,17,6,7861,2139,True,1,1,0,0,0,0,0.91273374888691006,0.73118279569892475,0.18155095318798531,0,0,0,3.0534283170080143,3.7798036465638147,0.72637532955580042,12.034219564940848,11.493688639551193,-0.54053092538965508,False,False,False,13.798558509502321,56.57842505280032,Moderate
401857212,2026-09-22,132052,129689,2463,7537,True,0,0,0,1,1,0,0,0,0,0.95818107998375968,0.99071248507363674,-0.032531405089877063,9.8615509541209914,10.325328379992039,0.4637774258710472,2.7580186764108809,2.3376675069656363,-0.42035116944524464,False,False,False,3.8069940088768126,10.907432040812724,Low
401857213,2026-09-23,9,20,4502,5498,True,1,1,0,1,1,0,0.090182141270546426,0.011640596580574755,0.078541544689971668,0.3607285650821857,0.66460531102218989,-0.30387674594000419,6.3387383385162153,7.1127682793743183,0.77402994085810306,4.8729453576188364,4.0774827209894511,-0.79546263662938532,False,False,False,21.414455302917794,91.390347571072766,Critical
401857214,2026-09-23,14,3,3706,6294,True,0,0,0,1,1,0,0,0,0,0.0013491635186184566,0.015093740069907848,-0.013744576551289392,14.5,14.751032729583731,0.25103272958373068,7.1891527253103078,6.5905624404194469,-0.59859028489086086,False,False,False,3.219035732640807,8.219901141759447,Low
401857215,2026-09-24,18,131935,4958,5042,True,0,0,0,0,0,0,0,0,0,0,0,0,14.053247277127873,14.42542641808806,0.37217914096018667,12.931827349737798,12.558706862356209,-0.37312048738158943,False,False,False,1.4924819495263577,0.32790126941670722,Low
401857216,2026-09-24,16,19,6208,3792,True,1,0.99973628691983119,0.00026371308016881478,0,0.00026371308016877635,-0.00026371308016877635,0.037693298969072163,0.0094936708860759497,0.028199628082996211,0,0,0,6.6259664948453612,7.2423523206751055,0.61638582582974433,9.6799291237113394,9.3006329113924053,-0.37929621231893407,False,False,False,4.1838922963156318,12.630217201311941,Low
401857217,2026-09-24,8,5,6765,3235,True,1,1,0,1,1,0,1,1,0,0.44286770140428677,0.71715610510046368,-0.27428840369617691,1.0001478196600149,1.005564142194745,0.0054163225347301225,4.7321507760532153,3.9409582689335396,-0.7911925071196757,False,False,False,19.622074250249316,83.197454203260719,High
401857218,2026-09-24,6,129689,1980,8020,True,0,0,0,1,1,0,0,0,0,0.95050505050505052,0.99064837905236913,-0.040143328547318613,11.492929292929293,12.023690773067331,0.53076148013803781,2.7904040404040402,2.3549875311720698,-0.43541650923197039,False,False,False,4.5316456333912676,14.219782101431681,Low
401857219,2026-09-24,11,17,3882,6118,True,0,0,0,1,1,0,0,0,0,0.77897990726429678,0.93412880026152334,-0.15514889299722656,10.373261205564143,10.893429225237005,0.52016801967286241,3.6566202988150436,2.9246485779666558,-0.7319717208483878,False,False,False,12.236820463227145,49.439790518286379,Moderate
