player_id,player_name,espn_athlete_id,espn_player_name,team_abbreviation,eligibility_type,date_of_birth,age_on_cutoff,experience_years,eligible_flag,active,status_type,review_status,reviewed_by,reviewed_at,source_system,source_url,source_snapshot_path,source_snapshot_sha256,source_as_of,identity_match_method
1628277,Allisha Gray,3058901,Allisha Gray,ATL,experience_le_3,1995-01-12T08:00Z,31,10,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3058901/allisha-gray,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
202252,Alysha Clark,924,Alysha Clark,DAL,experience_le_3,1987-07-07T07:00Z,39,14,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/924/alysha-clark,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
203826,Alyssa Thomas,2529140,Alyssa Thomas,PHX,experience_le_3,1992-04-12T07:00Z,34,13,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2529140/alyssa-thomas,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1629539,Amy Okonkwo,3142242,Amy Okonkwo,ATL,experience_le_3,1996-08-26T07:00Z,29,1,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3142242/amy-okonkwo,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642797,Anastasiia Olairi Kosu,5278237,Anastasiia Olairi Kosu,MIN,experience_le_3,2005-04-21T07:00Z,21,2,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5278237/anastasiia-olairi-kosu,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642800,Aneesah Morrow,4684384,Aneesah Morrow,TOR,experience_le_3,2003-02-02T08:00Z,23,2,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4684384/aneesah-morrow,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642291,Angel Reese,4433402,Angel Reese,ATL,experience_le_3,2002-05-06T07:00Z,24,3,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4433402/angel-reese,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643455,Angela Dugalic,4433411,Angela Dugalic,WAS,experience_le_3,2001-12-29T08:00Z,24,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4433411/angela-dugalic,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1630993,Anneli Maley,4281930,Anneli Maley,NYL,experience_le_3,1998-09-01T07:00Z,27,2,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4281930/anneli-maley,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643489,Antonia Delaere,4873358,Antonia Delaere,MIN,experience_le_3,1994-08-01T07:00Z,32,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4873358/antonia-delaere,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1628878,Ariel Atkins,3146151,Ariel Atkins,LAS,experience_le_3,1996-07-30T07:00Z,30,9,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3146151/ariel-atkins,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1629481,Arike Ogunbowale,3904577,Arike Ogunbowale,DAL,experience_le_3,1997-03-02T08:00Z,29,8,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3904577/arike-ogunbowale,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643437,Ashlon Jackson,5106232,Ashlon Jackson,CON,experience_le_3,2004-01-06T08:00Z,22,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5106232/ashlon-jackson,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1641695,Ashten Prechtel,4433634,Ashten Prechtel,GSV,experience_le_3,2001-05-11T07:00Z,25,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4433634/ashten-prechtel,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642826,Aubrey Griffin,4432844,Aubrey Griffin,NYL,experience_le_3,2001-11-06T08:00Z,24,0,True,False,inactive,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4432844/aubrey-griffin,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643443,Awa Fam,5345325,Awa Fam,SEA,experience_le_3,2006-06-17T07:00Z,20,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5345325/awa-fam,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1630386,Awak Kuier,4790266,Awak Kuier,DAL,experience_le_3,2001-08-19T07:00Z,25,4,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4790266/awak-kuier,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642793,Aziaha James,4433807,Aziaha James,DAL,experience_le_3,2002-11-19T08:00Z,23,2,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4433807/aziaha-james,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1628922,Azura Stevens,3142010,Azura Stevens,CHI,experience_le_3,1996-02-01T08:00Z,30,9,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3142010/azura-stevens,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643425,Azzi Fudd,4433790,Azzi Fudd,DAL,experience_le_3,2002-11-11T08:00Z,23,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4433790/azzi-fudd,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
204335,Betnijah Laney-Hamilton,2593770,Betnijah Laney-Hamilton,WAS,experience_le_3,1993-10-29T07:00Z,32,10,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2593770/betnijah-laney-hamilton,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1627668,Breanna Stewart,2998928,Breanna Stewart,NYL,experience_le_3,1994-08-27T07:00Z,31,10,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2998928/breanna-stewart,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642788,Bree Hall,4898383,Bree Hall,IND,experience_le_3,2003-06-28T07:00Z,23,2,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4898383/bree-hall,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1629488,Brianna Turner,3142086,Brianna Turner,LVA,experience_le_3,1996-07-05T07:00Z,30,8,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3142086/brianna-turner,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1629524,Bridget Carleton,3906972,Bridget Carleton,PDX,experience_le_3,1997-05-22T07:00Z,29,8,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3906972/bridget-carleton,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1628280,Brionna Jones,3058895,Brionna Jones,ATL,experience_le_3,1995-12-18T08:00Z,30,10,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3058895/brionna-jones,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
203398,Brittney Griner,2490553,Brittney Griner,CON,experience_le_3,1990-10-18T07:00Z,35,13,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2490553/brittney-griner,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1628279,Brittney Sykes,2988756,Brittney Sykes,TOR,experience_le_3,1994-02-07T08:00Z,32,10,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2988756/brittney-sykes,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642286,Caitlin Clark,4433403,Caitlin Clark,IND,experience_le_3,2002-01-22T08:00Z,24,3,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4433403/caitlin-clark,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642287,Cameron Brink,4433404,Cameron Brink,LAS,experience_le_3,2001-12-31T08:00Z,24,3,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4433404/cameron-brink,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642304,Carla Leite,5208982,Carla Leite,PDX,experience_le_3,2004-04-16T07:00Z,22,2,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5208982/carla-leite,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643467,Cassandre Prosper,5122345,Cassandre Prosper,WAS,experience_le_3,2005-06-25T07:00Z,21,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5122345/cassandre-prosper,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1628508,Cecilia Zandalasini,4257500,Cecilia Zandalasini,GSV,experience_le_3,1996-03-16T08:00Z,30,5,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4257500/cecilia-zandalasini,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643462,Chance Gray,5105729,Chance Gray,LAS,experience_le_3,2004-07-06T07:00Z,22,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5105729/chance-gray,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643449,Charlisse Leger-Walker,4703609,Charlisse Leger-Walker,CON,experience_le_3,2001-09-15T07:00Z,24,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4703609/charlisse-leger-walker,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
203833,Chelsea Gray,2529122,Chelsea Gray,LVA,experience_le_3,1992-10-08T07:00Z,33,12,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2529122/chelsea-gray,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1630150,Chennedy Carter,4280892,Chennedy Carter,LVA,experience_le_3,1998-11-14T08:00Z,27,4,False,False,free-agent,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4280892/chennedy-carter,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
204323,Cheyenne Parker-Tyus,2529458,Cheyenne Parker-Tyus,LVA,experience_le_3,1992-08-22T07:00Z,33,12,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2529458/cheyenne-parker-tyus,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1631064,Chloe Bibby,4280877,Chloe Bibby,CHI,experience_le_3,1998-06-15T07:00Z,28,2,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4280877/chloe-bibby,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643424,Costanza Verona,5345473,Costanza Verona,DAL,experience_le_3,1999-08-06T07:00Z,27,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5345473/costanza-verona,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643430,Cotie McMahon,4583144,Cotie McMahon,WAS,experience_le_3,2004-05-04T07:00Z,22,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4583144/cotie-mcmahon,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
202664,Courtney Vandersloot,981,Courtney Vandersloot,CHI,experience_le_3,1989-02-08T08:00Z,37,16,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/981/courtney-vandersloot,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1627675,Courtney Williams,2987891,Courtney Williams,MIN,experience_le_3,1994-05-11T07:00Z,32,11,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2987891/courtney-williams,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
203024,Damiris Dantas,2955898,Damiris Dantas,IND,experience_le_3,1992-11-17T08:00Z,33,11,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2955898/damiris-dantas,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1630389,Dana Evans,4281190,Dana Evans,LVA,experience_le_3,1998-08-01T07:00Z,28,6,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4281190/dana-evans,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643440,Darianna Littlepage-Buggs,5106145,Darianna Littlepage-Buggs,WAS,experience_le_3,2003-09-23T07:00Z,22,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5106145/darianna-littlepage-buggs,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
201886,DeWanna Bonner,869,DeWanna Bonner,PHX,experience_le_3,1987-08-21T07:00Z,38,17,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/869/dewanna-bonner,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
204324,Dearica Hamby,2566106,Dearica Hamby,LAS,experience_le_3,1993-11-06T08:00Z,32,12,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2566106/dearica-hamby,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1630096,DiJonai Carrington,4066548,DiJonai Carrington,CHI,experience_le_3,1998-01-08T08:00Z,28,6,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4066548/dijonai-carrington,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1641649,Diamond Miller,4433635,Diamond Miller,CON,experience_le_3,2001-02-11T08:00Z,25,4,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4433635/diamond-miller,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1642798,Dominique Malonga,5220150,Dominique Malonga,SEA,experience_le_3,2005-11-16T08:00Z,20,2,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5220150/dominique-malonga,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1641657,Dorka Juhasz,4398938,Dorka Juhasz,MIN,experience_le_3,1999-12-18T08:00Z,26,3,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4398938/dorka-juhasz,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643490,Eliska Joklova,5345478,Eliska Joklova,MIN,experience_le_3,2001-10-01T07:00Z,24,0,True,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5345478/eliska-joklova,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
204322,Elizabeth Williams,2566081,Elizabeth Williams,CHI,experience_le_3,1993-06-23T07:00Z,33,12,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2566081/elizabeth-williams,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1629581,Emese Hof,3913680,Emese Hof,MIN,experience_le_3,1996-05-29T07:00Z,30,0,True,False,inactive,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/3913680/emese-hof,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1631083,Emily Engstler,4398729,Emily Engstler,PDX,experience_le_3,2000-05-01T07:00Z,26,5,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/4398729/emily-engstler,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1628242,Emma Cannon,2284331,Emma Cannon,LAS,experience_le_3,1989-06-01T07:00Z,37,8,False,True,active,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/2284331/emma-cannon,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
1643488,Emma Cechova,5345322,Emma Cechova,MIN,experience_le_3,2004-07-12T07:00Z,22,0,True,False,inactive,pending,,,ESPN,https://www.espn.com/wnba/player/bio/_/id/5345322/emma-cechova,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,normalized_full_name_exact
