player_id,player_name,espn_athlete_id,espn_player_name,team_abbreviation,eligibility_type,date_of_birth,age_on_cutoff,experience_years,eligible_flag,active,status_type,review_status,reviewed_by,reviewed_at,source_system,source_url,source_snapshot_path,source_snapshot_sha256,source_as_of,identity_match_method
espn:4565501,Janiah Barker,4565501,Janiah Barker,LVA,experience_le_3,2003-11-08T08:00Z,22,0,True,False,inactive,reviewed,Krystal Beasley,2026-08-23,ESPN,https://www.espn.com/wnba/player/bio/_/id/4565501/janiah-barker,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,espn_roster_identity_no_pbpstats_record
espn:4790263,Iliana Rupert,4790263,Iliana Rupert,GSV,experience_le_3,2001-07-12T07:00Z,25,4,False,True,active,reviewed,Krystal Beasley,2026-08-23,ESPN,https://www.espn.com/wnba/player/bio/_/id/4790263/iliana-rupert,analysis/role_fulfillment_matrix/data/live_inputs/player_core_2026.csv,e5b1f81f0caf215ee0996544f095f7cfbde50f22f6c81e8519af9eb2fae09c26,2026-08-22,espn_roster_identity_no_pbpstats_record
