player_id,player_name,espn_athlete_id,espn_player_name,team_abbreviation,eligibility_type,date_of_birth,age_on_cutoff,experience_years,eligible_flag,active,status_type,review_status,reviewed_by,reviewed_at,source_system,source_url,source_snapshot_path,source_snapshot_sha256,source_as_of,identity_match_method
1642803,Michelle Onyiah,4433744,Ugonne Onyiah,IND,experience_le_3,2002-03-12,24,0,True,True,developmental,reviewed,Krystal Beasley,2026-08-24,WNBA,https://www.wnba.com/player/1642803,analysis/role_fulfillment_matrix/data/review/eligibility_coverage_source_snapshot_2026-08-24.json,c6c990885aa8f8edb94aa3f973cb7e85b2b2ff424018c4424813b2ce3d4a937f,2026-08-24,manual_alias_espn_to_pbpstats
1642835,Morgan Maly,4599199,Morgan Maly,CHI,experience_le_3,2002-01-25,24,0,True,True,developmental,reviewed,Krystal Beasley,2026-08-24,WNBA,https://www.wnba.com/player/1642835,analysis/role_fulfillment_matrix/data/review/eligibility_coverage_source_snapshot_2026-08-24.json,c6c990885aa8f8edb94aa3f973cb7e85b2b2ff424018c4424813b2ce3d4a937f,2026-08-24,manual_exact_name_espn_to_pbpstats
